# r frac rho dNdR
27.9 0.437183765945 0.102726374534 439.303090404
28.0 0.437024070281 0.101506107805 437.042286457
28.1 0.436869513121 0.100304609506 434.805605074
28.2 0.43672363284 0.0991215257089 432.596252413
28.3 0.436575306467 0.0979565103809 430.402918902
28.4 0.436418380683 0.0968092251832 428.219383496
28.5 0.436288139236 0.0956793392725 426.080008926
28.6 0.436020220698 0.0945665291096 423.824452857
28.7 0.435532962879 0.093470478273 421.375375102
28.8 0.435312771891 0.0923908772789 419.203924514
28.9 0.435149613267 0.0913274234052 417.104962236
29.0 0.435017810483 0.0902798205213 415.053026511
29.1 0.43486511423 0.0892477789224 412.997885238
29.2 0.434740172758 0.0882310151687 410.985610643
29.3 0.434598446223 0.087229251929 408.973739034
29.4 0.434446281484 0.0862422178287 406.968247153
29.5 0.434312190804 0.0852696473027 404.995672294
29.6 0.434161621607 0.0843112804512 403.023529337
29.7 0.434033981668 0.0833668629006 401.08826428
29.8 0.433905381245 0.082436145668 399.167437829
29.9 0.433758396232 0.0815188850292 397.244932837
30.0 0.433632859619 0.0806148423907 395.35712255
30.1 0.433508019711 0.0797237841649 393.48474156
30.2 0.433181520669 0.078845481649 391.444758341
30.3 0.433018018383 0.0779797109071 389.567492578
30.4 0.432757765005 0.0771262526557 387.618173861
30.5 0.432517761983 0.0762848921518 385.702120401
30.6 0.432408970007 0.0754554190849 383.917445319
30.7 0.432269022308 0.0746376274709 382.118931509
30.8 0.431977146479 0.0738313155498 380.2004926
30.9 0.4316160561 0.0730362856857 378.2362017
31.0 0.431276407474 0.0722523442692 376.305785532
31.1 0.431126212153 0.071479301623 374.554803574
31.2 0.430998075342 0.0707169719098 372.836170718
31.3 0.43086536602 0.0699651730424 371.12656124
31.4 0.430759362096 0.0692237265963 369.452713592
31.5 0.430618130187 0.068492457725 367.761305804
31.6 0.430508772011 0.067771195077 366.109651752
31.7 0.430387840616 0.067059770715 364.460482448
31.8 0.430271280075 0.0663580200377 362.827237213
31.9 0.430150715253 0.0656657817032 361.202708391
32.0 0.430019094307 0.0649828975545 359.580915025
32.1 0.429928670791 0.0643092125468 358.005359782
32.2 0.429789918661 0.0636445746771 356.401251365
32.3 0.429671178479 0.0629888349151 354.825404975
32.4 0.429572709522 0.0623418471362 353.277707483
32.5 0.42944871366 0.0617034680562 351.720325605
32.6 0.429337215797 0.0610735571672 350.184416367
32.7 0.429215637808 0.0604519766761 348.651398752
32.8 0.429116655558 0.0598385914434 347.1476941
32.9 0.428942694536 0.0592332689249 345.594352104
33.0 0.428663643113 0.0586358791134 343.967836836
33.1 0.428566409032 0.0580462944835 342.498347529
33.2 0.428441773551 0.0574643899363 341.017479599
33.3 0.428356312304 0.0568900427461 339.578168942
33.4 0.428220941377 0.0563231325091 338.109598779
33.5 0.428122102819 0.0557635410916 336.680119374
33.6 0.427967155898 0.0552111525819 335.216720467
33.7 0.427742605504 0.0546658532407 333.70929799
33.8 0.427648128963 0.0541275314553 332.313559196
33.9 0.427534940809 0.0535960776929 330.91304063
34.0 0.427428296379 0.0530713844563 329.527288573
34.1 0.427324911343 0.0525533462398 328.153625943
34.2 0.427219230095 0.0520418594873 326.787679855
34.3 0.427111393651 0.0515368225498 325.429485822
34.4 0.427019116515 0.0510381356457 324.09241623
34.5 0.426909344057 0.0505457008208 322.751253188
34.6 0.426819273355 0.0500594219096 321.434074718
34.7 0.426703510773 0.0495792044978 320.106567074
34.8 0.42659669009 0.0491049558852 318.794748475
34.9 0.426515360517 0.0486365850503 317.510775236
35.0 0.42640640296 0.0481740026146 316.214952495
35.1 0.426306474708 0.0477171208087 314.934513026
35.2 0.426208380755 0.0472658534389 313.66400266
35.3 0.426119358285 0.0468201158543 312.408630554
35.4 0.426020255178 0.0463798249151 311.154252698
35.5 0.425917928437 0.0459448989615 309.905862887
35.6 0.425814327614 0.045515257783 308.664822378
35.7 0.425719459966 0.045090822589 307.438290795
35.8 0.425628922472 0.0446715159798 306.222952801
35.9 0.425362746157 0.0442572619179 304.889700768
36.0 0.42523412553 0.0438479857008 303.663520637
36.1 0.425133498454 0.0434436139336 302.465287597
36.2 0.425058395301 0.0430440745025 301.292955661
36.3 0.42495597994 0.0426492965494 300.108938997
36.4 0.424691089944 0.0422592104462 298.818278531
36.5 0.424569917547 0.0418737477707 297.63681265
36.6 0.424476694773 0.0414928412816 296.482497626
36.7 0.424390099929 0.041116424896 295.340211909
36.8 0.424288013379 0.0407444336657 294.194500232
36.9 0.424177917412 0.0403768037547 293.050582442
37.0 0.423922631041 0.0400134724177 291.814021524
37.1 0.423839009133 0.0396543779779 290.703158742
37.2 0.423751245945 0.0392994598068 289.596502647
37.3 0.423647199818 0.0389486583028 288.485752603
37.4 0.423576749252 0.0386019148717 287.404808612
37.5 0.423478283699 0.0382591719067 286.311709168
37.6 0.423401483432 0.0379203727695 285.240065236
37.7 0.423309492941 0.0375854617712 284.164919427
37.8 0.423204274117 0.037254384154 283.087633177
37.9 0.422937741799 0.0369270860735 281.909534716
38.0 0.422852167977 0.0366035145807 280.8590394
38.1 0.422766580615 0.0362836176051 279.815034801
38.2 0.422695971108 0.0359673439375 278.787351543
38.3 0.422596166529 0.0356546432142 277.746797466
38.4 0.422519822081 0.0353454659001 276.728004647
38.5 0.422439506938 0.0350397632737 275.712853826
38.6 0.422354130657 0.0347374874111 274.700608684
38.7 0.422275033387 0.0344385911711 273.698599924
38.8 0.422039496726 0.0341430281806 272.601629916
38.9 0.421914048616 0.03385075282 271.58225168
39.0 0.421826498025 0.0335617202091 270.59336792
39.1 0.421752738989 0.0332758861932 269.619265232
39.2 0.421672846303 0.0329932073295 268.647107959
39.3 0.421591950529 0.0327136408742 267.680143724
39.4 0.421518314678 0.0324371447691 266.723558049
39.5 0.421257372165 0.032163677629 265.654557008
39.6 0.420942921265 0.0318931987296 264.558381821
39.7 0.420674896763 0.0316256679946 263.497914208
39.8 0.420606969618 0.0313610459847 262.56873527
39.9 0.420540439216 0.0310992938851 261.645908453
40.0 0.420452252094 0.0308403734945 260.715084092
40.1 0.420381970697 0.030584247214 259.800801454
40.2 0.420148816729 0.0303308780356 258.791553523
40.3 0.419949754639 0.0300802295322 257.809213548
40.4 0.419862295374 0.0298322658464 256.900950139
40.5 0.4197923309 0.0295869516808 256.008646303
40.6 0.419720626227 0.0293442522872 255.120461112
40.7 0.419531968839 0.0291041334574 254.166562814
40.8 0.419366956025 0.0288665615134 253.232505979
40.9 0.419308689242 0.0286315032973 252.368120638
41.0 0.41923056938 0.0283989261629 251.496785762
41.1 0.418977711179 0.0281687979659 250.525964412
41.2 0.418901904343 0.0279410870554 249.666302333
41.3 0.418816673848 0.0277157622649 248.805947849
41.4 0.418670832204 0.0274927929039 247.914605104
41.5 0.418584035806 0.0272721487493 247.063207515
41.6 0.418507476703 0.0270538000376 246.222661893
41.7 0.418448410821 0.0268377174562 245.397126605
41.8 0.418378708883 0.0266238721361 244.570021539
41.9 0.418306837479 0.0264122356438 243.74630266
42.0 0.418247889761 0.0262027799739 242.934711683
42.1 0.41815651199 0.0259954775415 242.108880793
42.2 0.418099777381 0.025790301175 241.307664332
42.3 0.418030738175 0.0255872241088 240.503825509
42.4 0.41796077286 0.0253862199767 239.703921892
42.5 0.417888316423 0.0251872628045 238.907028599
42.6 0.417836586572 0.0249903270036 238.126356051
42.7 0.417757268654 0.0247953873643 237.334310219
42.8 0.41769397677 0.0246024190492 236.555704933
42.9 0.417595610968 0.0244113975871 235.761571648
43.0 0.417360048102 0.0242222988665 234.894586171
43.1 0.41731121124 0.0240350991298 234.137175184
43.2 0.417189743878 0.023849774967 233.343262968
43.3 0.417095032011 0.0236663033099 232.568611453
43.4 0.416998389753 0.0234846614264 231.797103302
43.5 0.41694844867 0.0233048269148 231.05566555
43.6 0.4168871471 0.0231267776985 230.311950922
43.7 0.416820614202 0.0229504920201 229.569362222
43.8 0.416738943068 0.0227759484362 228.822455588
43.9 0.416701148075 0.0226031258126 228.103581305
44.0 0.416621677614 0.0224320033186 227.365800791
44.1 0.416564672043 0.0222625604221 226.644189624
44.2 0.416502739375 0.0220947768849 225.923748523
44.3 0.416439608911 0.0219286327575 225.206489468
44.4 0.416360839393 0.0217641083748 224.484603314
44.5 0.416218393011 0.0216011843508 223.732315531
44.6 0.416157039013 0.0214398415746 223.027490722
44.7 0.416092222911 0.0212800612056 222.32452934
44.8 0.415927960006 0.0211218246689 221.572287459
44.9 0.41578439174 0.0209651136515 220.835022217
45.0 0.415713328418 0.0208099100977 220.140041723
45.1 0.415654579319 0.0206561962048 219.455195714
45.2 0.415606667863 0.0205039544192 218.779622182
45.3 0.415538157362 0.0203531674325 218.096744495
45.4 0.415482714809 0.0202038181773 217.42425061
45.5 0.415301664379 0.0200558898232 216.689697903
45.6 0.415188389619 0.0199093657736 215.994242679
45.7 0.415144373746 0.0197642296612 215.338316002
45.8 0.415084898143 0.0196204653448 214.677760646
45.9 0.41502514232 0.0194780569058 214.020449852
46.0 0.414972516031 0.0193369886441 213.370170158
46.1 0.414798306837 0.0191972450752 212.66087623
46.2 0.414701818936 0.0190588109264 211.994970225
46.3 0.414649169777 0.0189216711338 211.354810143
46.4 0.414596412686 0.0187858108385 210.717842072
46.5 0.414542540303 0.0186512153842 210.083532603
46.6 0.414475881561 0.0185178703129 209.445965745
46.7 0.414408765542 0.0183857613627 208.811386488
46.8 0.414375668997 0.0182548744646 208.197096129
46.9 0.414302847413 0.0181251957389 207.565979343
47.0 0.414252624118 0.0179967114929 206.949319448
47.1 0.414210662294 0.0178694082178 206.33985568
47.2 0.414138630425 0.0177432725857 205.718490427
47.3 0.414079946412 0.0176182914469 205.106835378
47.4 0.414037312806 0.0174944518272 204.506147456
47.5 0.413978133525 0.0173717409252 203.900283333
47.6 0.413779964047 0.0172501461093 203.229151953
47.7 0.413683592418 0.0171296549158 202.611238978
47.8 0.413633259041 0.0170102550456 202.018868542
47.9 0.413505244477 0.0168919343621 201.391574889
48.0 0.413332951202 0.0167746808887 200.745877252
48.1 0.413255953495 0.016658482806 200.149532738
48.2 0.413130296409 0.0165433284501 199.532607232
48.3 0.41307553278 0.0164292063094 198.952857192
48.4 0.413013061043 0.016316105023 198.372225371
48.5 0.412970922181 0.0162040133782 197.804154
48.6 0.41289968752 0.0160929203079 197.224933099
48.7 0.412877223708 0.0159828148891 196.671749807
48.8 0.412657181776 0.0158736863402 196.027368714
48.9 0.41256848549 0.015765524019 195.448365847
49.0 0.412525007987 0.0156583174207 194.893519383
49.1 0.412478603887 0.0155520561759 194.33995163
49.2 0.412424568429 0.0154467300485 193.785445155
49.3 0.412373191089 0.0153423289335 193.234832786
49.4 0.412314164389 0.0152388428557 192.683269536
49.5 0.412103161297 0.0151362619669 192.063502083
49.6 0.412070568904 0.0150345765449 191.529649884
49.7 0.412015899075 0.0149337769908 190.988086799
49.8 0.411965351416 0.014833853828 190.450990508
49.9 0.411912436792 0.0147347976999 189.915336615
50.0 0.411869380446 0.0146365993681 189.386738371
50.1 0.411811442921 0.014539249711 188.853797219
50.2 0.411769187062 0.014442739722 188.330529752
50.3 0.411653987558 0.0143470605076 187.776435481
50.4 0.411388431346 0.014252203286 187.156545264
50.5 0.411261685009 0.0141581593853 186.602590236
50.6 0.41119803621 0.0140649202421 186.079788326
50.7 0.411165938429 0.0139724773998 185.573657932
50.8 0.411109887938 0.0138808225072 185.059085644
50.9 0.411034522984 0.0137899473167 184.538223602
51.0 0.410926587781 0.0136998436832 184.005188805
51.1 0.410870307391 0.0136105035621 183.497695664
51.2 0.410820230248 0.0135219190086 182.995301009
51.3 0.410783201027 0.0134340821756 182.501008872
51.4 0.410717281092 0.0133469853125 181.996175156
51.5 0.410685531791 0.0132606207643 181.508756003
51.6 0.410636396516 0.0131749809693 181.015891703
51.7 0.410595941599 0.0130900584588 180.529088212
51.8 0.410541692963 0.0130058458549 180.038445662
51.9 0.410483250935 0.01292233587 179.548195895
52.0 0.410467602407 0.0128395213049 179.078838189
52.1 0.41040902227 0.0127573950479 178.592910258
52.2 0.410307258141 0.0126759500734 178.090432862
52.3 0.409945216477 0.012595179441 177.477549685
52.4 0.409922400249 0.0125150762937 177.013989612
52.5 0.409870884499 0.0124356338576 176.540139904
52.6 0.409817914016 0.0123568454398 176.067786864
52.7 0.409779066984 0.012278704428 175.603597536
52.8 0.409737902404 0.0122012042892 175.140484839
52.9 0.409638852011 0.0121243385684 174.654750985
53.0 0.40947814516 0.0120481008875 174.144966512
53.1 0.409420909034 0.0119724849446 173.681365125
53.2 0.409380857902 0.0118974845126 173.227089475
53.3 0.40934149907 0.0118230934385 172.775110584
53.4 0.409299837985 0.0117493056421 172.324152918
53.5 0.409250153526 0.0116761151149 171.871808625
53.6 0.409207398336 0.0116035159196 171.424354518
53.7 0.409172026824 0.0115315021886 170.981946371
53.8 0.409113287856 0.0114600681236 170.531730866
53.9 0.409088435265 0.0113892079941 170.097574576
54.0 0.409045078081 0.0113189161368 169.657630483
54.1 0.40899148791 0.0112491869546 169.215366213
54.2 0.408957846676 0.0111800149157 168.783257892
54.3 0.40887701823 0.011111394553 168.333592951
54.4 0.408692902313 0.0110433204627 167.843463949
54.5 0.408654091067 0.0109757873039 167.41501342
54.6 0.408612271339 0.0109087897973 166.98717896
54.7 0.408580032138 0.0108423227251 166.565090451
54.8 0.408518804101 0.0107763809293 166.133022945
54.9 0.408321557967 0.0107109593117 165.647632148
55.0 0.408292070417 0.0106460528325 165.232245718
55.1 0.408132867162 0.0105816565099 164.766262987
55.2 0.408022968291 0.0105177654191 164.322150824
55.3 0.407986877198 0.0104543746917 163.909596964
55.4 0.407940753099 0.0103914795149 163.494772986
55.5 0.407914302811 0.0103290751308 163.089574632
55.6 0.407715311741 0.0102671568354 162.617269655
55.7 0.407650443449 0.0102057199786 162.200362913
55.8 0.407606348092 0.0101447599625 161.793465196
55.9 0.407568168265 0.0100842722416 161.390623353
56.0 0.4075259619 0.0100242523216 160.987882848
56.1 0.40749271416 0.00996469575893 160.590362353
56.2 0.407454314294 0.00990559816005 160.192478857
56.3 0.407284490004 0.00984695518076 159.744710547
56.4 0.407184869924 0.00978876252562 159.326309603
56.5 0.407164552515 0.00973101594728 158.940620998
56.6 0.407118240295 0.00967371124586 158.546407911
56.7 0.407086955699 0.00961684426836 158.159670526
56.8 0.407038867911 0.00956041090803 157.768020279
56.9 0.407001558046 0.00950440710379 157.382159019
57.0 0.406969846015 0.00944882883964 157.000049474
