# R appU appV SNR contamination
145.3 22.4963280715 21.3963280715 8.61379436834 0.0113583138173
145.4 22.4978220326 21.3978220326 8.59326518358 0.00836820083682
145.5 22.4993149666 21.3993149666 8.57279370465 0.00970419735765
145.6 22.5008068749 21.4008068749 8.55237975698 0.0115050481334
145.7 22.5022977588 21.4022977588 8.53202316649 0.0100879765396
145.8 22.5037876199 21.4037876199 8.51172375956 0.0114982987211
145.9 22.5052764595 21.4052764595 8.49148136305 0.0112504394703
146.0 22.5067642789 21.4067642789 8.47129580429 0.0124340175953
146.1 22.5082510797 21.4082510797 8.45116691109 0.0108378976809
146.2 22.5097368631 21.4097368631 8.43109451172 0.0134944848627
146.3 22.5112216306 21.4112216306 8.41107843492 0.0135119257432
146.4 22.5127053836 21.4127053836 8.39111850993 0.0130973451327
146.5 22.5141881235 21.4141881235 8.37121456641 0.0116169913166
146.6 22.5156698515 21.4156698515 8.35136643454 0.0110160553147
146.7 22.5171505692 21.4171505692 8.33157394494 0.0138481398897
146.8 22.5186302779 21.4186302779 8.31183692871 0.0119915353868
146.9 22.520108979 21.420108979 8.29215521743 0.0126701079305
147.0 22.5215866737 21.4215866737 8.27252864313 0.0157702718607
147.1 22.5230633636 21.4230633636 8.25295703831 0.0122742830166
147.2 22.52453905 21.42453905 8.23344023596 0.0127088726759
147.3 22.5260137342 21.4260137342 8.21397806951 0.0160547751151
147.4 22.5274874176 21.4274874176 8.19457037288 0.0137598494649
147.5 22.5289601016 21.4289601016 8.17521698044 0.0153428537708
147.6 22.5304317874 21.4304317874 8.15591772704 0.0175852708604
147.7 22.5319024766 21.4319024766 8.13667244799 0.0173267326733
147.8 22.5333721703 21.4333721703 8.11748097906 0.0164899882214
147.9 22.53484087 21.43484087 8.0983431565 0.0153103285832
148.0 22.536308577 21.436308577 8.07925881701 0.0158467360454
148.1 22.5377752926 21.4377752926 8.06022779776 0.0168612191958
148.2 22.5392410182 21.4392410182 8.04124993638 0.0140075973409
148.3 22.5407057551 21.4407057551 8.02232507096 0.0165706898578
148.4 22.5421695047 21.4421695047 8.00345304008 0.0213361315145
148.5 22.5436322683 21.4436322683 7.98463368273 0.0173747471141
148.6 22.5450940471 21.4450940471 7.96586683842 0.0162053465815
148.7 22.5465548426 21.4465548426 7.94715234707 0.0162985709224
148.8 22.548014656 21.448014656 7.92849004909 0.0179207215761
148.9 22.5494734888 21.4494734888 7.90987978534 0.0191629438044
149.0 22.5509313421 21.4509313421 7.89132139714 0.0191393247741
149.1 22.5523882173 21.4523882173 7.87281472628 0.0203646696661
149.2 22.5538441157 21.4538441157 7.85435961497 0.0224784532961
149.3 22.5552990386 21.4552990386 7.83595590593 0.0231687339106
149.4 22.5567529874 21.4567529874 7.8176034423 0.0242251514072
149.5 22.5582059633 21.4582059633 7.79930206767 0.0236036457116
149.6 22.5596579676 21.4596579676 7.78105162612 0.0227649988143
149.7 22.5611090017 21.4611090017 7.76285196216 0.0207389749702
149.8 22.5625590668 21.4625590668 7.74470292075 0.0221774193548
149.9 22.5640081642 21.4640081642 7.72660434732 0.0205073494547
150.0 22.5654562953 21.4654562953 7.70855608774 0.0193448848801
150.1 22.5669034612 21.4669034612 7.69055798833 0.0273637633908
150.2 22.5683496633 21.4683496633 7.67260989587 0.0231316725979
150.3 22.5697949029 21.4697949029 7.65471165759 0.0271154745208
150.4 22.5712391813 21.4712391813 7.63686312116 0.022799763733
150.5 22.5726824996 21.4726824996 7.6190641347 0.0300244384965
150.6 22.5741248593 21.4741248593 7.60131454679 0.0290909090909
150.7 22.5755662616 21.4755662616 7.58361420645 0.0316884939196
150.8 22.5770067077 21.4770067077 7.56596296314 0.0320730422568
150.9 22.5784461989 21.4784461989 7.54836066677 0.0276840758404
151.0 22.5798847365 21.4798847365 7.53080716771 0.0305423295784
151.1 22.5813223217 21.4813223217 7.51330231674 0.029418742586
151.2 22.5827589558 21.4827589558 7.49584596513 0.031450952882
151.3 22.5841946401 21.4841946401 7.47843796454 0.031746031746
151.4 22.5856293758 21.4856293758 7.46107816711 0.032745006967
151.5 22.5870631642 21.4870631642 7.44376642541 0.0270655270655
151.6 22.5884960065 21.4884960065 7.42650259245 0.0257204096213
151.7 22.5899279039 21.4899279039 7.40928652168 0.0315209749238
151.8 22.5913588578 21.4913588578 7.39211806699 0.0330221703617
151.9 22.5927888693 21.4927888693 7.37499708269 0.0323377234243
152.0 22.5942179397 21.4942179397 7.35792342356 0.0329155441021
152.1 22.5956460703 21.4956460703 7.3408969448 0.034793814433
152.2 22.5970732622 21.4970732622 7.32391750203 0.0346284775208
152.3 22.5984995167 21.4984995167 7.30698495133 0.0348235294118
152.4 22.599924835 21.499924835 7.29009914919 0.0355419559845
152.5 22.6013492184 21.5013492184 7.27325995256 0.036378523804
152.6 22.6027726681 21.5027726681 7.25646721879 0.0333095408042
152.7 22.6041951853 21.5041951853 7.2397208057 0.0403471733521
152.8 22.6056167712 21.5056167712 7.22302057149 0.0361023484052
152.9 22.6070374271 21.5070374271 7.20636637485 0.0396667057857
153.0 22.6084571541 21.5084571541 7.18975807483 0.0378126817917
153.1 22.6098759535 21.5098759535 7.17319553098 0.0416179565116
153.2 22.6112938265 21.5112938265 7.15667860321 0.0415196424371
153.3 22.6127107743 21.5127107743 7.1402071519 0.0381607015881
153.4 22.6141267981 21.5141267981 7.12378103784 0.038706632051
153.5 22.6155418991 21.5155418991 7.10740012225 0.038
153.6 22.6169560785 21.5169560785 7.09106426676 0.0413971539457
153.7 22.6183693375 21.5183693375 7.07477333343 0.0440570149605
153.8 22.6197816773 21.5197816773 7.05852718475 0.0440881763527
153.9 22.6211930992 21.5211930992 7.04232568361 0.0445784557172
154.0 22.6226036042 21.5226036042 7.02616869334 0.0448288033886
154.1 22.6240131936 21.5240131936 7.01005607768 0.0438503927776
154.2 22.6254218686 21.5254218686 6.99398770079 0.0453955901427
154.3 22.6268296303 21.5268296303 6.97796342724 0.0433604336043
154.4 22.62823648 21.52823648 6.96198312203 0.0434884814292
154.5 22.6296424188 21.5296424188 6.94604665055 0.0482242546621
154.6 22.6310474479 21.5310474479 6.93015387863 0.0479338842975
154.7 22.6324515685 21.5324515685 6.9143046725 0.0494148244473
154.8 22.6338547817 21.5338547817 6.89849889881 0.0461156438453
154.9 22.6352570888 21.5352570888 6.88273642461 0.0438327032136
155.0 22.6366584909 21.5366584909 6.86701711738 0.0512455516014
