# N l b R fracMedian appU appV Au Av SNR
29 194.914105832 -33.3691801903 116.0 6.4891748078e-05 22.4713890634 21.3461359495 0.464099117294 0.438846003346 7.00079348468
30 196.372215747 -31.3826847477 128.0 8.73709827485e-05 22.4700299241 21.3564821236 0.248980075829 0.235432275388 6.98901948248
31 197.771641284 -29.381396469 132.6 9.25141920577e-05 22.4682397031 21.3589610524 0.170522082746 0.161243432075 6.99905492896
32 199.118823023 -27.3670615776 122.6 7.84434744663e-05 22.4705867426 21.3519157054 0.34313439168 0.324463354461 6.99462040784
33 200.419604778 -25.3412434539 121.5 7.60597550781e-05 22.4717430192 21.3519441468 0.363861629479 0.344062757108 6.9843676074
34 201.679308658 -23.3053494688 110.3 4.70437303379e-05 22.4738819787 21.3425397404 0.576004416533 0.544662178155 6.9869855191
35 202.902802505 -21.260654087 94.4 0.0 22.4774731089 21.3275428499 0.917613137439 0.867682878457 6.98912643055
36 204.094560375 -19.2083187508 105.0 0.0 22.4744482313 21.3372567207 0.683501735926 0.646310225368 6.99398141617
37 205.258716694 -17.1494091399 79.4 0.0 22.4805251501 21.3099826574 1.296422638 1.22588014528 7.00120574677
38 206.39911484 -15.0849102212 40.2 0.0 22.4970915903 21.2452264784 2.79096132487 2.63909621301 6.99215860222
53 222.801306119 16.0056739054 133.5 9.79020835071e-05 22.468754485 21.3602470829 0.156348156491 0.147840754378 6.99155016541
54 223.983057615 18.0515688863 126.5 9.05714438925e-05 22.4692529199 21.3543545723 0.273800292369 0.258901944743 7.0007664815
55 225.194444723 20.0891323986 130.3 9.6292283931e-05 22.4685289419 21.3571670941 0.208806863334 0.197445015581 7.00065556694
56 226.439565085 22.117220015 131.9 9.89889657819e-05 22.4694511882 21.359481211 0.183227210492 0.173257233277 6.98719327276
57 227.722836381 24.134581676 132.7 0.00010080260554 22.4690335895 21.359800815 0.169678975176 0.160446200678 6.9901271931
58 229.049043648 26.1398441487 135.9 0.000104660515882 22.4682008789 21.3618288986 0.117103595212 0.11073161491 6.99275734752
59 230.423391035 28.1314909743 134.4 0.000104496885654 22.4680016726 21.3603291227 0.141005328987 0.133332779078 6.99798345064
60 231.851558133 30.1078393858 133.7 0.000105009770532 22.4685640223 21.3602438652 0.152906985953 0.14458682891 6.9932328778
61 233.339760929 32.0670137908 133.1 0.000105695341926 22.4694003929 21.3605032858 0.163510115538 0.154613008378 6.98527924071
62 234.894816926 34.0069151868 134.1 0.000107854119742 22.4691192218 21.3611218249 0.146975332536 0.138977935683 6.98632086946
63 236.524213507 35.9251859282 133.7 0.000108886448418 22.4680312877 21.3597401184 0.152374251354 0.1440830821 6.9990866674
64 238.236177735 37.8191691973 122.1 9.67743640614e-05 22.4709852623 21.351809676 0.352406942621 0.333231356315 6.99135134886
65 240.039744541 39.685862543 130.8 0.000109395640512 22.4690856061 21.3581460034 0.201046886127 0.190107283497 6.99349249226
66 241.944818463 41.5218649168 128.9 0.000109251889449 22.4699017487 21.3571888051 0.233637161907 0.220924218373 6.98851889112
67 243.962221557 43.323316812 125.4 0.000107341026203 22.4707272506 21.3547167367 0.294239568114 0.278229054272 6.98694506913
68 246.103716625 45.0858334535 126.2 0.000110351268196 22.4699512327 21.3547343412 0.279654458165 0.264437566698 6.99373782192
69 248.381990247 46.8044315834 122.8 0.000108063767936 22.4705381744 21.3520623745 0.339546340331 0.321070540436 6.99471157886
70 250.810574103 48.4734513582 128.4 0.000116632416051 22.4688222603 21.3557088368 0.240997141674 0.227883718155 7.00143877291
71 253.40367583 50.0864763625 129.8 0.000119939278209 22.4699295551 21.3580372207 0.218556092773 0.206663758336 6.98631839787
72 256.1758826 51.6362569534 128.3 0.000121095909548 22.4703815046 21.3570911794 0.24424822269 0.230957897479 6.98452342514
73 259.141692874 53.1146450984 130.6 0.000124958593039 22.4699006482 21.3587358905 0.205184763521 0.194020005777 6.98496142635
74 262.314827432 54.5125529445 129.1 0.000126507019862 22.4690471702 21.3565639158 0.229415958915 0.216932704506 6.99748346329
75 265.707273539 55.8199519056 133.1 0.000130754486998 22.4689816909 21.3601073667 0.163091413528 0.15421708928 6.9898750652
76 269.328033313 57.0259339652 138.2 0.000134351310977 22.4685666685 21.3641577606 0.0810264532827 0.076617545398 6.98414807628
77 273.181586712 58.1188605231 136.1 0.000136193523336 22.4688390021 21.3626060594 0.114548376082 0.108315433406 6.9853496999
78 277.266148224 59.0866243971 134.8 0.000138852649603 22.4689911445 21.361615889 0.135541683519 0.128166427995 6.98630392197
79 281.571894525 59.9170444828 137.1 0.000139769402448 22.4683749597 21.3630322544 0.0981876857765 0.092844980469 6.98843955489
80 286.079453465 60.5983970638 134.7 0.000140701409412 22.4688146522 21.3613613143 0.136976673612 0.129523335698 6.98844390456
81 290.759036167 61.120061594 134.6 0.000141481231353 22.4677819108 21.3602970166 0.137556611327 0.130071717151 6.99999209412
82 295.570608102 61.4732248259 136.5 0.000142250825552 22.46811948 21.362272444 0.107456223108 0.101609187108 6.99244541168
83 300.465377764 61.6515542075 135.4 0.000143022762586 22.4682891595 21.3614768545 0.125195837803 0.118383532759 6.99279644425
84 305.388619618 61.651732958 136.3 0.0001437933715 22.4677246054 21.3617258054 0.110245326189 0.10424652619 6.99718503699
85 310.283502251 61.4737577113 137.4 0.000144559181541 22.4680431832 21.3629767972 0.0931095196214 0.0880431335391 6.99148363598
86 315.09529185 61.1209388247 135.1 0.000145317122967 22.4688623799 21.3617567988 0.130585634783 0.123480053686 6.98710948936
87 319.775181806 60.5996032871 132.8 0.000146069846223 22.4682340306 21.3591337696 0.167243655417 0.158143394439 6.99870524794
88 324.283118122 59.9185600282 133.2 0.000146813255363 22.4690397022 21.360250961 0.161518578045 0.152729836795 6.98903303975
89 328.589290851 59.0884266882 134.1 0.00014754997285 22.468328464 21.3603740948 0.14618457472 0.138230205523 6.99500378738
90 332.674307587 58.1209254524 127.9 0.000148267725034 22.4694674206 21.3558578817 0.250114698168 0.236505159305 6.99541059961
91 336.528327267 57.0282370846 128.4 0.000148978709743 22.4693639247 21.3562210275 0.241538806073 0.228395908866 6.99548471462
92 340.149550038 55.8224693551 126.6 0.000149683792362 22.4696565242 21.3548295828 0.272487995811 0.257661054429 6.9961147328
93 343.542445111 54.5152621047 125.7 0.000150351224865 22.4704797822 21.354765068 0.288803393785 0.273088679535 6.98901246436
94 346.716007181 53.1175249936 129.4 0.000151021280382 22.4702576469 21.3579827784 0.225586265251 0.213311396696 6.98355875293
95 349.682218889 51.6392884528 128.8 0.000151672345804 22.4696528114 21.3568617123 0.235073496271 0.222282397201 6.99146371072
96 352.454798592 50.0896422372 126.8 0.000152290385261 22.4694452067 21.354816278 0.268848938979 0.254220010292 6.99800741794
97 355.048243984 48.4767362167 124.9 0.000152910369694 22.4703101353 21.3538502569 0.302497943398 0.286038065003 6.99261086873
98 357.477142574 46.8078217835 121.9 0.00015348798346 22.4710933334 21.3517181669 0.35607480526 0.336699638844 6.99060902813
99 359.755703108 45.0893169415 109.5 0.0 22.4735763775 21.3413906604 0.591505781598 0.559320064481 6.99229869949
100 1.89745882439 43.326882968 105.8 0.0 22.4736680984 21.3374158671 0.666239759922 0.629987528563 7.00052303173
101 3.91509809551 41.525504395 108.2 0.0 22.4738650872 21.3402524929 0.617728783339 0.584116189018 6.99233580285
102 5.82038560599 39.6895671198 109.2 0.0 22.4744783275 21.341919371 0.59836513564 0.565806179181 6.98313203567
103 7.62414528102 37.822931631 101.7 0.0 22.4751858829 21.3341811295 0.753581118286 0.712576364905 6.99441983608
104 9.33628345157 35.928999832 87.4 0.0 22.4790996911 21.3199774449 1.0865425279 1.02742028172 6.99164198444
105 10.96583673 34.0107749162 107.5 0.0 22.4739756706 21.3395901605 0.631933349371 0.597547839284 6.99286349507
106 12.5210337284 32.0709143441 114.0 0.000157205778143 22.4720268537 21.3446840839 0.502502597012 0.475159827184 6.99847943476
107 14.0093632402 30.1117763177 109.5 0.0 22.4736798095 21.3414884643 0.59160921365 0.559417868465 6.99116241285
108 15.4376440396 28.1354603197 96.5 0.0 22.4772420995 21.3299240874 0.869605532736 0.822287520722 6.98581963917
109 16.8120932462 26.1438423626 93.7 0.0 22.4767652922 21.3259941209 0.933067337796 0.882296166457 6.99888283148
110 18.1383914728 24.1386055567 69.2 0.0 22.4835751075 21.2966203994 1.59804463521 1.51108992712 7.00346183493
111 19.4217437508 22.121266684 55.1 0.0 22.4893152829 21.2751260842 2.09855728865 1.98436808991 6.99873037109
112 20.6669359057 20.093199238 58.9 0.0 22.4883508752 21.2820941886 1.95277440131 1.84651771468 6.9923571646
113 21.8783863035 18.0556535064 52.0 0.0 22.4903925334 21.2693027339 2.22537581518 2.10428601573 7.00154847534
114 23.0601931837 16.0097741118 85.4 0.0 22.4781334429 21.3163285414 1.13584408946 1.07403918799 7.00838043873
129 39.4624615539 -15.0807754235 74.2 0.0 22.4821979647 21.3035611942 1.44517843828 1.36654166777 7.00049449842
130 40.6028158531 -17.1452845832 94.2 0.0 22.4757670519 21.3256790273 0.920512537956 0.87042451334 7.00845403613
131 41.7669208991 -19.2042063336 101.0 0.0 22.4748882436 21.3330836023 0.768281374648 0.726476733409 6.99953825392
132 42.9586195334 -21.2565558555 98.6 0.0 22.4758065953 21.3311104019 0.821422020569 0.77672582721 6.99586023828
133 44.1820455519 -23.301267645 92.1 0.0 22.4779752565 21.3251032045 0.971677105501 0.918805053495 6.99015051576
134 45.4416722758 -25.3371804628 122.9 0.000152257353099 22.470981763 21.3525780058 0.338222348616 0.319818591334 6.98961816893
135 46.7423667119 -27.3630201042 114.0 0.000151624521951 22.4720526253 21.3447084531 0.502528368607 0.475184196465 6.99819609568
136 48.0894499851 -29.377379471 116.9 0.000150971978793 22.4725547391 21.3481513924 0.44848218333 0.424078836594 6.98589770671
137 49.4887647972 -31.3786955255 119.1 0.00015030045875 22.4711279651 21.3490052398 0.40656915769 0.384446432427 6.99652630152
138 50.9467504536 -33.3652224394 127.9 0.000149621881913 22.4695880017 21.3559719016 0.250235279277 0.236619179212 6.99408576615
139 52.4705258405 -35.3350002634 123.9 0.000148925488163 22.4705897883 21.3531648749 0.320233256426 0.302808343055 6.99172311868
140 54.0679803058 -37.2858182973 126.3 0.000148214392641 22.4707707414 21.3556028474 0.278753988631 0.263586094584 6.98452463918
141 55.7478717088 -39.2151722447 117.0 0.000147491706124 22.4713043825 21.3470701035 0.445375073738 0.42114079475 6.9994028062
142 57.5199297884 -41.1202141433 114.8 0.000146760972761 22.4726800069 21.3461279712 0.487970566563 0.461418530885 6.98941535586
143 59.3949612573 -42.9976940125 113.9 0.000146001478157 22.4734446394 21.3459210316 0.505826019011 0.478302411187 6.98314342454
144 61.3849503822 -44.8438921831 116.7 0.00014525900587 22.4711782605 21.3466474891 0.450823980235 0.426293208856 7.00148440214
145 63.5031448944 -46.654541449 125.4 0.000144503720594 22.469651008 21.353699056 0.293163325544 0.277211373495 6.99876739812
146 65.7641114239 -48.4247385942 126.4 0.000143736045361 22.4698970854 21.3548702452 0.27616171563 0.26113487543 6.9939018309
147 68.1837367613 -50.1488456586 124.5 0.000142965688739 22.470797531 21.3539321204 0.309950773884 0.2930853632 6.98812999058
148 70.7791407069 -51.8203827603 122.0 0.00014219270374 22.4713924568 21.3520979036 0.35459330339 0.335298750218 6.98710239663
149 73.5684527337 -53.4319165314 129.7 0.000141423301424 22.469947335 21.3579629681 0.22024745455 0.208263087722 6.98633322077
150 76.5703893629 -54.9749519441 129.6 0.000140644908225 22.4702565486 21.3581642213 0.222231540941 0.21013921364 6.98315030711
151 79.8035537023 -56.4398403241 129.6 0.000139703000808 22.4690607811 21.3570335194 0.221035773475 0.209008511698 6.99627963274
152 83.2853692232 -57.8157233627 131.1 0.000138361477243 22.4694401812 21.3587519764 0.196426722705 0.18573851791 6.98897365063
153 87.0305660377 -59.0905412946 133.6 0.000135542059494 22.4681290141 21.3597441196 0.154096723404 0.145711828949 6.99821715901
154 91.0491751985 -60.2511419317 133.7 0.00013316473426 22.4694350907 21.361067536 0.15377805436 0.145410499705 6.98367073367
155 93.1683404477 -63.418867668 130.0 0.000130776948173 22.4698678927 21.3581608331 0.215151131134 0.203444071526 6.98657567867
156 98.0072209266 -64.3750953888 130.3 0.000128407134852 22.4684714071 21.35711269 0.208749328535 0.197390611434 7.00128818274
157 103.158311046 -65.1667676749 133.8 0.000127691002428 22.4681719148 21.359961435 0.150891347602 0.142680867873 6.99733651554
158 108.584559733 -65.7776391057 130.8 0.000123942885871 22.469535572 21.3585714853 0.20149685204 0.190532765329 6.98855120317
159 114.227820243 -66.1937075805 131.5 0.000122164748785 22.4694443428 21.3591158715 0.189815578703 0.17948710735 6.98809698155
160 120.010590489 -66.4046121222 130.5 0.000119436522262 22.4696224779 21.3583823494 0.206569919568 0.195329791063 6.98822323127
161 125.84159769 -66.4048238049 127.7 0.000115132451001 22.4692826643 21.3554982698 0.253328178003 0.239543783449 6.99786739174
162 131.624558815 -66.1943369824 131.7 0.000116356434129 22.4692769449 21.3591371517 0.186348070055 0.176208276913 6.98952008709
163 137.268181538 -65.7786700115 128.5 0.000111768720008 22.4692386031 21.3561945116 0.239722964801 0.226678873312 6.9966496702
164 142.694929372 -65.168175272 132.1 0.000113134677925 22.468318647 21.3585893203 0.178804558888 0.16907523226 6.99921975626
165 147.846613862 -64.3768489578 131.8 0.000111245388755 22.4693661511 21.3593111865 0.184789099768 0.174734135173 6.98833363791
166 152.686142357 -63.4209333886 135.7 0.000112702054374 22.4685492605 21.3619843078 0.12065002217 0.11408506946 6.98933481927
167 157.195998265 -62.3175895785 134.2 0.000110178747512 22.4688408765 21.3609467033 0.145078297295 0.137184124183 6.98917244012
168 161.374708586 -61.0838227112 134.9 0.000109304301037 22.4692203663 21.3619202589 0.134160617897 0.126860510561 6.98358616873
169 165.232586926 -59.7357300617 135.5 0.000108543726024 22.4683635609 21.3616344401 0.123667084808 0.116937964092 6.99177732626
170 168.787685569 -58.2880547679 136.7 0.000108229335831 22.4677852268 21.3621293753 0.103942653975 0.0982868024828 6.99571617343
171 172.062448579 -56.7539837996 133.4 0.000104361877641 22.4684571725 21.359877408 0.157678024592 0.149098260111 6.99502071903
172 175.081209637 -55.1451171659 134.0 0.000103763704728 22.4678958267 21.3598768549 0.14737183487 0.13935286306 6.99996253718
173 177.868472457 -53.4715435526 132.5 0.000101313937854 22.4684844137 21.3591033063 0.172405022345 0.163023914922 6.99657160163
174 180.447823649 -51.7419731101 128.2 9.56538457969e-05 22.4690888838 21.3557767641 0.244648757838 0.231336638231 6.99893241509
175 182.841313099 -49.9638937646 126.0 9.16605509465e-05 22.4693765686 21.3540035448 0.282523843031 0.267150819177 7.00048540792
176 185.069157207 -48.1437302655 113.9 6.41815428076e-05 22.472004157 21.3445589304 0.504385536611 0.476940310031 6.9989658812
177 187.149652424 -46.2869941931 133.1 9.83200994162e-05 22.4691735568 21.3602887925 0.163283279408 0.154398515126 6.98776874433
178 189.099217371 -44.3984193469 126.4 8.96704418529e-05 22.4704999141 21.3554402721 0.27676454436 0.261704902325 6.98728185201
179 190.93250764 -42.4820805474 115.0 6.48683657602e-05 22.4727521537 21.3464018611 0.48426295191 0.457912659377 6.98815353558
180 192.662566531 -40.5414960235 78.2 0.0 22.4801264904 21.307806314 1.32909272507 1.25677254866 7.00958569338
181 194.300988687 -38.5797146353 108.4 4.22165969737e-05 22.4729508608 21.3396062152 0.612804449797 0.579459804177 7.00189004443
182 195.858082815 -36.599389643 127.3 8.82233358659e-05 22.4694119541 21.3552498364 0.260269935858 0.246107818106 6.99730105443
183 197.343025799 -34.6028408422 126.9 8.71756456604e-05 22.4692908556 21.3547634725 0.266982745156 0.252455362029 6.99948945481
184 198.764004354 -32.592106806 129.6 9.02175164287e-05 22.4696857135 21.3576244472 0.221660705861 0.209599439519 6.98941526093
185 200.128342786 -30.5689888071 131.1 9.15749164338e-05 22.4695165934 21.3588242307 0.19650313491 0.185810772283 6.98813479707
186 201.442616811 -28.5350877942 129.6 8.95390633604e-05 22.4692280469 21.3571916836 0.221203039195 0.209166675957 6.99444177168
187 202.712754164 -26.4918356046 127.8 8.69017282742e-05 22.4698558904 21.3561327954 0.25220162129 0.238478526281 6.99135620486
188 203.944123174 -24.4405213762 115.5 6.26067726089e-05 22.4719809944 21.3461852745 0.474071073234 0.448275353342 6.99545351431
189 205.141610534 -22.3823140673 82.8 0.0 22.4795751798 21.3140386539 1.20442349583 1.13888697001 7.00065325903
190 206.309689652 -20.3182816774 73.4 0.0 22.4831929895 21.3032212321 1.46971268997 1.38974093254 6.99237092192
191 207.452480793 -18.2494078234 59.6 0.0 22.4864456863 21.281688628 1.92521438763 1.82045732929 7.01031369602
192 208.573804186 -16.1766061215 33.2 0.0 22.4990637142 21.224485885 3.20837329566 3.03379546648 7.01741512254
208 226.139325365 16.8908054908 122.8 8.56869700893e-05 22.471103882 21.3525973001 0.340112047978 0.321605466124 6.98849814056
209 227.365928587 18.9110482211 129.2 9.58477349413e-05 22.4692986646 21.3568932135 0.227986096255 0.215580645237 6.99450876342
210 228.627915467 20.9200254641 133.0 0.000100861114333 22.4695171977 21.3605249286 0.16525899291 0.156266723752 6.98420274227
211 229.929600087 22.9164070923 137.5 0.000105667484966 22.4687143505 21.3636974075 0.0922008596361 0.0871839166433 6.98391777454
212 231.275633346 24.8987319229 136.9 0.000106209475149 22.4682563736 21.3627476293 0.101239132946 0.0957303886609 6.99014106357
213 232.671045895 26.8653879491 136.5 0.000107024860474 22.4675908838 21.3617726104 0.106927626943 0.101109353547 6.99825292488
214 234.121293527 28.8145898136 133.9 0.000106103038763 22.4679127622 21.3598046592 0.149009877099 0.140901774184 6.99998064048
215 235.632304593 30.7443532316 131.7 0.000105337079046 22.4697034628 21.3595404615 0.186774588041 0.176611586694 6.98483862183
216 237.210528435 32.652465884 130.3 0.000105386049978 22.4685993241 21.3572336466 0.208877245523 0.197511568051 6.99988175816
217 238.862983317 34.5364543996 126.3 0.00010255628637 22.4703832265 21.3552364184 0.278366473708 0.263219665585 6.98877802952
218 240.597301382 36.3935470398 133.3 0.000110993845929 22.4692613069 21.3605491804 0.160110559789 0.151398433306 6.98639565664
219 242.42176698 38.2206317814 131.5 0.000111074157877 22.4695560133 21.3592214656 0.189927249216 0.179592701513 6.98687123448
220 244.34534305 40.0142096453 132.5 0.000113605727046 22.4685839282 21.3591974058 0.172504536808 0.163118014485 6.99547811927
221 246.37767803 41.7703433896 131.9 0.000114868176898 22.4686156086 21.3586910979 0.18239163084 0.17246712018 6.99636991716
222 248.529082986 43.4846021171 129.8 0.000115003741008 22.4691505116 21.3573005674 0.217777049318 0.205927105121 6.99487309525
223 250.810465095 45.1520030143 125.0 0.000112383908202 22.4709663888 21.3545653648 0.301416323744 0.285015299726 6.98518818402
224 253.233199575 46.7669524158 128.4 0.000118014235848 22.469197504 21.3560636623 0.241372385323 0.2282385436 6.99731356068
225 255.808917674 48.3231897611 131.2 0.000122216563381 22.4686811839 21.3581243714 0.194012008701 0.1834551962 6.99710255745
226 258.549184405 49.8137398829 126.5 0.000121081496182 22.4697107402 21.3547874811 0.274258112665 0.259334853576 6.9957340553
227 261.465037152 51.2308813315 126.6 0.000123771139148 22.4705537483 21.3556779861 0.273385219891 0.258509457683 6.98626112902
228 264.566358015 52.5661413258 129.6 0.000128253410872 22.4691269385 21.3570960769 0.221101930812 0.209071069203 6.99555266653
229 267.861060802 53.8103306494 128.9 0.000130490265823 22.4703527708 21.3576152857 0.234088184033 0.221350698946 6.98356899587
230 271.35409276 54.9536342542 137.2 0.000135379560596 22.4679242262 21.3626921982 0.09615366932 0.0909216413386 6.99318907546
231 275.046284317 55.9857741148 135.2 0.000137766817054 22.468229787 21.3612460536 0.12834632894 0.12136259562 6.99385306199
232 278.933128933 56.896258701 133.1 0.000139416143027 22.4685455902 21.3596949956 0.16265531281 0.153804718195 6.99466470562
233 283.003635457 57.6747266349 133.8 0.000140310966802 22.4692667659 21.3609967118 0.151986198723 0.143716144651 6.98531344799
234 287.239454292 58.311379532 131.6 0.000141141253453 22.4696235476 21.3593751441 0.188344101254 0.178095697684 6.98592272486
235 291.61451345 58.7974809923 129.7 0.000141915265024 22.4691689637 21.3572269505 0.219469083231 0.20752707007 6.99488056083
236 296.095383273 59.1258780002 133.4 0.000142685419698 22.4693414532 21.3607135722 0.158562305262 0.149934424249 6.9853113951
237 300.642498249 59.291483232 135.4 0.000143460457875 22.4679417039 21.361148305 0.124848382156 0.118054983282 6.99661356856
238 305.212204365 59.2916491535 136.9 0.000144233664164 22.468513091 21.3629903779 0.1014958503 0.0959731372045 6.98732296631
239 309.759409057 59.1263730839 133.8 0.0001450004781 22.4692208206 21.3609532666 0.151940253461 0.143672699417 6.9858176269
240 314.240452646 58.7982974067 133.4 0.000145759216367 22.4689616198 21.3603544067 0.158182471888 0.14957525882 6.98948047166
241 318.615759144 58.3125048912 132.6 0.000146515004887 22.4682116846 21.3589345585 0.170494064298 0.161216938199 6.99936292402
242 322.851885108 57.6761448776 130.6 0.000147261984001 22.4700476539 21.3588748971 0.205331769157 0.194159012368 6.98334848521
243 326.922743196 56.8979511171 129.6 0.000148003050932 22.468662032 21.3566564674 0.220637024287 0.208631459726 7.00066268001
244 330.809968513 55.9877203841 130.0 0.000148716407018 22.4687251855 21.3570803042 0.214008423965 0.2023635427 6.99912732109
245 334.502555933 54.9558133896 126.1 0.00014943282321 22.4692397266 21.3539678868 0.280664293747 0.265392453903 7.00177412243
246 337.995987037 53.8127217781 124.7 0.00015013940508 22.4702109371 21.3535671026 0.30587866975 0.289234835247 6.9941361989
247 341.291082795 52.5687242819 129.5 0.000150807423783 22.4698401378 21.3576792632 0.223491295706 0.211330421129 6.98793025221
248 344.39278341 51.2336370645 117.0 0.000151478379938 22.4719096885 21.3476424729 0.445980379768 0.421713164147 6.99275012633
249 347.308997811 49.816650706 114.3 0.000152130858698 22.4727069052 21.345637662 0.497475753203 0.470406509988 6.99029737922
250 350.049605028 48.3262394752 113.3 0.000152776269229 22.4726600647 21.3445550793 0.516510515399 0.488405530032 6.99318161878
251 352.625640841 46.7701263193 102.9 0.0 22.4743405457 21.3347678086 0.727263671905 0.687690934762 7.00057657785
252 355.048669698 45.1552878849 96.8 0.0 22.4771558039 21.3302092443 0.862779017314 0.815832457788 6.98594204526
253 357.330323087 43.4879861147 108.2 0.0 22.4743065842 21.3406699666 0.618170280345 0.584533662762 6.9874866091
254 359.481976979 41.7738159537 99.1 0.0 22.474784263 21.330741356 0.809415990561 0.765373083606 7.00575647895
255 1.51453964065 40.0177613791 88.2 0.0 22.4772890869 21.319341968 1.06494616129 1.00699904232 7.00915485143
256 3.43832341284 38.2242543331 84.5 0.0 22.478241798 21.3151791811 1.15895825326 1.09589563638 7.00998179538
257 5.2629780958 36.3972329888 40.2 0.0 22.4946347238 21.2429032979 2.78850445837 2.63677303246 7.01924372626
258 6.99746799919 34.540197149 79.8 0.0 22.4800880676 21.3101631117 1.28507361084 1.21514865491 7.0046995295
259 8.65007881013 32.6562595631 96.0 0.0 22.4765436456 21.3286498361 0.88018748045 0.832293670893 6.99487436493
260 10.2284439408 30.7481926067 85.1 0.0 22.4792786597 21.316995642 1.14463085927 1.08234784161 6.99670444408
261 11.739582839 28.8184702093 76.0 0.0 22.4820525814 21.3062558431 1.39298462003 1.31718788174 6.99584467263
262 13.1899459393 26.8693051778 69.0 0.0 22.484887755 21.2975196336 1.60564230129 1.51827417995 6.98977019727
263 14.5854625808 24.9026822278 81.4 0.0 22.4792065559 21.3116751862 1.24108453147 1.17355316172 7.00919492345
264 15.931589466 22.9203870733 77.4 0.0 22.4816949798 21.3080744668 1.35299017638 1.27936966339 6.99501172744
265 17.2333580395 20.9240320589 50.9 0.0 22.489606645 21.2660333232 2.27101773337 2.1474444115 7.01562013278
266 18.4954199184 18.9150786439 16.3 0.0 22.5118264126 21.1524992169 4.76588839054 4.5065611949 7.04497085905
267 19.7220898193 16.8948571996 44.2 0.0 22.4931307251 21.2526892244 2.5810193783 2.4405778777 7.01222474691
283 37.2878080881 -16.1724563375 60.9 0.0 22.4883448949 21.2860340336 1.88025843173 1.77794757041 6.98389128406
