# R appU appV SNR contamination
124.3 22.1573556432 21.0573556432 11.2424624831 0.00035642152786
124.4 22.1591019018 21.0591019018 11.213659536 0.000236546422235
124.5 22.1608467572 21.0608467572 11.1849362699 0.000237529691211
124.6 22.1625902116 21.0625902116 11.1562925082 0.000230414746544
124.7 22.1643322674 21.0643322674 11.1277280738 0.000474890181645
124.8 22.1660729267 21.0660729267 11.0992427895 0.000592417061611
124.9 22.1678121919 21.0678121919 11.0708364777 0.00071106897369
125.0 22.169550065 21.069550065 11.0425089608 0.000355534486845
125.1 22.1712865485 21.0712865485 11.0142600605 0.000354274917336
125.2 22.1730216444 21.0730216444 10.9860895987 0.000577300542663
125.3 22.174755355 21.074755355 10.9579973967 0.00046473800395
125.4 22.1764876825 21.0764876825 10.9299832757 0.00104239054899
125.5 22.1782186291 21.0782186291 10.9020470568 0.000929908171568
125.6 22.179948197 21.079948197 10.8741885607 0.000710395453469
125.7 22.1816763884 21.0816763884 10.846407608 0.000924855491329
125.8 22.1834032055 21.0834032055 10.8187040191 0.000717617509867
125.9 22.1851286505 21.0851286505 10.7910776141 0.00105189340813
126.0 22.1868527256 21.0868527256 10.763528213 0.00046232085067
126.1 22.1885754329 21.0885754329 10.7360556357 0.000580248346292
126.2 22.1902967745 21.0902967745 10.7086597018 0.00115633672525
126.3 22.1920167528 21.0920167528 10.6813402309 0.000698812019567
126.4 22.1937353697 21.0937353697 10.6540970422 0.000927966593203
126.5 22.1954526276 21.0954526276 10.6269299551 0.000581530588509
126.6 22.1971685284 21.0971685284 10.5998387886 0.00173892881985
126.7 22.1988830744 21.0988830744 10.5728233616 0.000699790062981
126.8 22.2005962677 21.1005962677 10.545883493 0.000928720687253
126.9 22.2023081105 21.1023081105 10.5190190016 0.000813953488372
127.0 22.2040186048 21.1040186048 10.492229706 0.000927966593203
127.1 22.2057277528 21.1057277528 10.4655154247 0.00151745068285
127.2 22.2074355566 21.1074355566 10.4388759762 0.000817852552868
127.3 22.2091420183 21.1091420183 10.4123111789 0.00152082358446
127.4 22.21084714 21.11084714 10.3858208511 0.00210748155954
127.5 22.2125509238 21.1125509238 10.359404811 0.00151886902676
127.6 22.2142533719 21.1142533719 10.3330628768 0.00128309809868
127.7 22.2159544863 21.1159544863 10.3067948667 0.000816516971888
127.8 22.2176542691 21.1176542691 10.2806005987 0.00163570510574
127.9 22.2193527224 21.1193527224 10.2544798909 0.00163303394378
128.0 22.2210498482 21.1210498482 10.2284325613 0.00153265739212
128.1 22.2227456487 21.1227456487 10.2024584279 0.00163208207041
128.2 22.2244401259 21.1244401259 10.1765573087 0.00116387337058
128.3 22.2261332819 21.1261332819 10.1507290217 0.00140219677495
128.4 22.2278251187 21.1278251187 10.1249733849 0.00116441546344
128.5 22.2295156383 21.1295156383 10.0992902161 0.000824208171435
128.6 22.2312048429 21.1312048429 10.0736793335 0.00233127404126
128.7 22.2328927345 21.1328927345 10.0481405549 0.00117274539697
128.8 22.2345793151 21.1345793151 10.0226736985 0.00140778977006
128.9 22.2362645868 21.1362645868 9.99727858223 0.00223924572775
129.0 22.2379485515 21.1379485515 9.97195502418 0.00116495806151
129.1 22.2396312113 21.1396312113 9.94670284246 0.00234769339124
129.2 22.2413125683 21.1413125683 9.92152185524 0.00175644028103
129.3 22.2429926244 21.1429926244 9.89641188073 0.00270238514863
129.4 22.2446713817 21.1446713817 9.87137273718 0.00234907211651
129.5 22.2463488421 21.1463488421 9.84640424293 0.00283085633404
129.6 22.2480250077 21.1480250077 9.82150621636 0.00222978523647
129.7 22.2496998804 21.1496998804 9.79667847594 0.00176263219741
129.8 22.2513734623 21.1513734623 9.7719208402 0.00198528553077
129.9 22.2530457554 21.1530457554 9.74723312779 0.00292980194539
130.0 22.2547167615 21.1547167615 9.72261515739 0.00200400801603
130.1 22.2563864828 21.1563864828 9.69806674783 0.00316752698264
130.2 22.2580549212 21.1580549212 9.67358771799 0.00260694395071
130.3 22.2597220786 21.1597220786 9.6491778869 0.00304949566033
130.4 22.261387957 21.161387957 9.62483707366 0.00236742424242
130.5 22.2630525584 21.1630525584 9.6005650975 0.00319337670018
130.6 22.2647158847 21.1647158847 9.57636177777 0.00293944738389
130.7 22.2663779379 21.1663779379 9.55222693394 0.00353481795688
130.8 22.2680387199 21.1680387199 9.52816038559 0.00436939064714
130.9 22.2696982328 21.1696982328 9.50416195247 0.00225840960418
131.0 22.2713564783 21.1713564783 9.48023145443 0.00375630942599
131.1 22.2730134585 21.1730134585 9.45636871147 0.00426085927329
131.2 22.2746691752 21.1746691752 9.43257354376 0.00283319560855
131.3 22.2763236304 21.1763236304 9.40884577158 0.00379686758424
131.4 22.2779768261 21.1779768261 9.3851852154 0.00416522040958
131.5 22.2796287641 21.1796287641 9.36159169582 0.00495867768595
131.6 22.2812794464 21.1812794464 9.33806503363 0.00305415247269
131.7 22.2829288748 21.1829288748 9.31460504976 0.00353065787925
131.8 22.2845770513 21.1845770513 9.29121156532 0.00319035802907
131.9 22.2862239777 21.1862239777 9.26788440162 0.00616405879564
132.0 22.287869656 21.187869656 9.2446233801 0.0052095392452
132.1 22.2895140881 21.1895140881 9.22142832243 0.00401132609722
132.2 22.2911572757 21.1911572757 9.19829905044 0.00383899488134
132.3 22.2927992209 21.1927992209 9.17523538615 0.00367429180989
132.4 22.2944399255 21.1944399255 9.15223715179 0.00356633380884
132.5 22.2960793914 21.1960793914 9.12930416976 0.00320246708575
132.6 22.2977176203 21.1977176203 9.10643626271 0.00464728312679
132.7 22.2993546143 21.1993546143 9.08363325343 0.00815375655213
132.8 22.3009903752 21.2009903752 9.06089496498 0.00639386189258
132.9 22.3026249047 21.2026249047 9.0382212206 0.00616637579988
133.0 22.3042582048 21.2042582048 9.01561184374 0.00744705608564
133.1 22.3058902774 21.2058902774 8.99306665809 0.00613641727637
133.2 22.3075211242 21.2075211242 8.97058548754 0.00708396237371
133.3 22.3091507471 21.2091507471 8.94816815622 0.00596003272175
133.4 22.3107791479 21.2107791479 8.9258144885 0.0070471349353
133.5 22.3124063285 21.2124063285 8.90352430894 0.00767174241544
133.6 22.3140322907 21.2140322907 8.88129744239 0.00684285040113
133.7 22.3156570363 21.2156570363 8.85913371389 0.00723960765997
133.8 22.3172805672 21.2172805672 8.83703294874 0.00836820083682
133.9 22.3189028851 21.2189028851 8.8149949725 0.00817757009346
134.0 22.3205239918 21.2205239918 8.79301961095 0.00867221375835
134.1 22.3221438893 21.2221438893 8.77110669013 0.00764166470727
134.2 22.3237625792 21.2237625792 8.74925603633 0.00908879049173
134.3 22.3253800633 21.2253800633 8.72746747611 0.00927858965437
134.4 22.3269963436 21.2269963436 8.70574083627 0.00906522251001
134.5 22.3286114217 21.2286114217 8.68407594387 0.00920028308563
134.6 22.3302252994 21.2302252994 8.66247262625 0.00948588827732
134.7 22.3318379786 21.2318379786 8.640930711 0.0110406389476
134.8 22.333449461 21.233449461 8.619450026 0.00713533746637
134.9 22.3350597484 21.2350597484 8.59803039936 0.0113556544135
135.0 22.3366688425 21.2366688425 8.57667165951 0.00872701885036
135.1 22.3382767451 21.2382767451 8.55537363513 0.0100796999531
135.2 22.339883458 21.239883458 8.53413615518 0.011346356299
135.3 22.341488983 21.241488983 8.51295904891 0.0105177048031
135.4 22.3430933217 21.2430933217 8.49184214584 0.00910364145658
135.5 22.3446964761 21.2446964761 8.47078527579 0.0104755178908
135.6 22.3462984477 21.2462984477 8.44978826885 0.0105770360794
135.7 22.3478992383 21.2478992383 8.42885095542 0.0125911979289
135.8 22.3494988497 21.2494988497 8.40797316618 0.0124398544772
135.9 22.3510972837 21.2510972837 8.3871547321 0.0120963006459
136.0 22.3526945419 21.2526945419 8.36639548446 0.0123428039124
136.1 22.354290626 21.254290626 8.34569525481 0.0132941176471
136.2 22.3558855379 21.2558855379 8.32505387504 0.010781671159
136.3 22.3574792792 21.2574792792 8.30447117732 0.0137051039698
136.4 22.3590718516 21.2590718516 8.28394699411 0.0160104364326
136.5 22.3606632569 21.2606632569 8.2634811582 0.0121304911082
136.6 22.3622534967 21.2622534967 8.24307350269 0.0140762463343
136.7 22.3638425728 21.2638425728 8.22272386095 0.0136905464416
136.8 22.3654304869 21.2654304869 8.20243206672 0.0136102311393
136.9 22.3670172407 21.2670172407 8.182197954 0.016397282736
137.0 22.3686028358 21.2686028358 8.16202135714 0.0146989094358
137.1 22.3701872739 21.2701872739 8.14190211078 0.0133082086916
137.2 22.3717705569 21.2717705569 8.1218400499 0.0184077852034
137.3 22.3733526862 21.2733526862 8.10183500979 0.0179266422927
137.4 22.3749336636 21.2749336636 8.08188682607 0.0167458432304
137.5 22.3765134908 21.2765134908 8.06199533466 0.0170697012802
137.6 22.3780921695 21.2780921695 8.04216037182 0.0154119739182
137.7 22.3796697013 21.2796697013 8.02238177414 0.0172291715837
137.8 22.3812460879 21.2812460879 8.00265937853 0.0175168659013
137.9 22.3828213309 21.2828213309 7.98299302223 0.0169732937685
138.0 22.384395432 21.284395432 7.96338254281 0.0205373134328
138.1 22.3859683929 21.2859683929 7.94382777818 0.0200993142587
138.2 22.3875402152 21.2875402152 7.92432856655 0.019777356703
138.3 22.3891109005 21.2891109005 7.90488474651 0.0196101735203
138.4 22.3906804506 21.2906804506 7.88549615695 0.0226159944043
138.5 22.392248867 21.292248867 7.86616263712 0.0204346798961
138.6 22.3938161514 21.2938161514 7.84688402659 0.0223437681834
138.7 22.3953823054 21.2953823054 7.82766016527 0.0226169330965
138.8 22.3969473306 21.2969473306 7.80849089342 0.0233236151603
138.9 22.3985112287 21.2985112287 7.78937605165 0.0233600755073
139.0 22.4000740013 21.3000740013 7.77031548087 0.0208308534698
139.1 22.40163565 21.30163565 7.75130902238 0.029928962385
139.2 22.4031961764 21.3031961764 7.73235651781 0.0231065468549
139.3 22.4047555821 21.3047555821 7.71345780912 0.0209374256483
139.4 22.4063138688 21.3063138688 7.69461273863 0.0244444444444
139.5 22.407871038 21.307871038 7.675821149 0.0279818118223
139.6 22.4094270914 21.3094270914 7.65708288325 0.0294768728883
139.7 22.4109820306 21.3109820306 7.63839778474 0.0279818118223
139.8 22.412535857 21.312535857 7.61976569717 0.0308267164876
139.9 22.4140885725 21.3140885725 7.60118646462 0.0254338008082
140.0 22.4156401784 21.3156401784 7.58265993149 0.0257842205323
140.1 22.4171906764 21.3171906764 7.56418594255 0.0246708575495
140.2 22.4187400682 21.3187400682 7.54576434291 0.0242059275003
140.3 22.4202883551 21.3202883551 7.52739497806 0.0303598640253
140.4 22.421835539 21.321835539 7.50907769382 0.0281690140845
140.5 22.4233816212 21.3233816212 7.49081233636 0.03087138863
140.6 22.4249266034 21.3249266034 7.47259875224 0.0313300722106
140.7 22.4264704872 21.3264704872 7.45443678834 0.0320512820513
140.8 22.428013274 21.328013274 7.43632629192 0.0326468523286
140.9 22.4295549655 21.3295549655 7.41826711058 0.034016007533
141.0 22.4310955633 21.3310955633 7.40025909231 0.0321825629023
141.1 22.4326350688 21.3326350688 7.38230208542 0.0322882545625
141.2 22.4341734836 21.3341734836 7.3643959386 0.0386772610423
141.3 22.4357108092 21.3357108092 7.3465405009 0.0361969679163
141.4 22.4372470473 21.3372470473 7.32873562173 0.0328368711153
141.5 22.4387821993 21.3387821993 7.31098115087 0.0326774420239
141.6 22.4403162668 21.3403162668 7.29327693843 0.036496350365
141.7 22.4418492512 21.3418492512 7.27562283493 0.0361006585136
141.8 22.4433811542 21.3433811542 7.25801869121 0.0359915314044
141.9 22.4449119773 21.3449119773 7.24046435849 0.0382584203732
142.0 22.4464417219 21.3464417219 7.22295968835 0.0352692217258
142.1 22.4479703896 21.3479703896 7.20550453275 0.0378787878788
142.2 22.449497982 21.349497982 7.188098744 0.039905826957
142.3 22.4510245004 21.3510245004 7.17074217477 0.0396423950124
142.4 22.4525499465 21.3525499465 7.15343467809 0.0394442482044
142.5 22.4540743217 21.3540743217 7.13617610738 0.0398826979472
142.6 22.4555976276 21.3555976276 7.11896631641 0.0402857477456
142.7 22.4571198656 21.3571198656 7.10180515932 0.0392088014981
142.8 22.4586410372 21.3586410372 7.0846924906 0.0413907284768
142.9 22.460161144 21.360161144 7.06762816512 0.0428419686062
143.0 22.4616801873 21.3616801873 7.05061203813 0.0423460410557
143.1 22.4631981688 21.3631981688 7.03364396522 0.042447824549
143.2 22.4647150899 21.3647150899 7.01672380236 0.0430005906675
143.3 22.466230952 21.366230952 6.99985140588 0.0457493220139
143.4 22.4677457567 21.3677457567 6.98302663249 0.046522556391
143.5 22.4692595054 21.3692595054 6.96624933926 0.0500650964611
