# a rho dNda dNdaerr
10.9 3.38280035693 2460.58994198 788.673833223
11.0 3.26861300109 2422.20546769 802.539518887
11.1 3.15926167986 2384.73854855 816.513152855
11.2 3.05450074055 2347.99338297 830.535673076
11.3 2.95409904678 2312.13634231 844.672178669
11.4 2.85783900239 2277.30077107 858.983859753
11.5 2.76551564869 2243.08694519 873.33178825
11.6 2.67693582913 2209.5064558 887.723620523
11.7 2.59191741577 2176.70893022 902.225374436
11.8 2.51028859251 2144.63411158 916.821725289
11.9 2.43188719045 2113.15761983 931.466761269
12.0 2.3565600712 2082.13870811 946.101173498
12.1 2.28416255437 2051.43216872 960.65634532
12.2 2.21455788567 2021.54871456 975.372252602
12.3 2.14761674244 1992.27262959 990.157594973
12.4 2.08321677382 1963.45245906 1004.94225467
12.5 2.02124217263 1935.14882032 1019.75939879
12.6 1.96158327689 1907.18425715 1034.51723878
12.7 1.90413619831 1879.78203647 1049.33703781
12.8 1.84880247611 1852.30459963 1063.86028122
12.9 1.79548875399 1824.65870447 1078.00876409
13.0 1.74410647867 1797.90580514 1092.39902427
13.1 1.6945716184 1771.69764752 1106.83889406
13.2 1.6468043999 1746.05478816 1121.35012878
13.3 1.60072906247 1720.96165298 1135.93282642
13.4 1.55627362806 1696.38096725 1150.57202202
13.5 1.51336968602 1672.42062304 1165.35191438
13.6 1.47195219161 1648.92297753 1180.17553442
13.7 1.43195927732 1625.94823155 1195.09484417
13.8 1.39333207594 1603.52087725 1210.14023945
13.9 1.35601455475 1581.39291428 1225.13377672
14.0 1.31995335996 1559.89711795 1240.33993032
14.1 1.28509767072 1538.71159356 1255.51702147
14.2 1.25139906202 1518.06319476 1270.85657771
14.3 1.21881137598 1497.74010232 1286.1933928
14.4 1.18729060081 1477.997864 1301.75619375
14.5 1.15679475704 1458.55443608 1317.31152243
14.6 1.12728379059 1439.5013581 1332.94719612
14.7 1.098719472 1420.824029 1348.65919726
14.8 1.07106530172 1402.58974851 1364.52245583
14.9 1.04428642081 1384.64528291 1380.39915523
15.0 1.01834952686 1367.08505362 1396.39024281
15.1 0.993222794743 1349.81287777 1412.40707985
15.2 0.96887580186 1332.97756499 1428.61453436
15.3 0.94527945766 1316.35132196 1444.77995571
15.4 0.922405937114 1299.49465101 1460.40971336
15.5 0.900228617928 1283.31004171 1476.50749863
15.6 0.878722021239 1267.71168739 1493.0102395
15.7 0.857861755597 1252.29377342 1509.46121841
15.8 0.837624464028 1236.4703404 1525.13725169
15.9 0.817987773979 1221.71786291 1541.85127799
16.0 0.798930249991 1207.2167763 1558.62198949
16.1 0.780431348917 1192.95981 1575.4468015
16.2 0.762471377544 1178.9379956 1592.3204306
16.3 0.745031452471 1164.51437819 1608.36961202
16.4 0.728093462116 1151.04770218 1625.46076336
16.5 0.711640030722 1137.57774401 1642.28226993
16.6 0.69565448424 1124.28631999 1659.08747959
16.7 0.680120817999 1111.51346798 1676.39176817
16.8 0.665023666036 1097.87768247 1692.10243155
16.9 0.650348272011 1084.79252841 1708.34437901
17.0 0.636080461604 1072.57461003 1725.66740763
17.1 0.622206616317 1060.68251045 1743.25648137
17.2 0.608713648598 1049.01697723 1760.9652225
17.3 0.595588978215 1037.08699647 1777.96228083
17.4 0.582820509813 1025.67244125 1795.57048459
17.5 0.570396611578 1014.54393137 1813.42239238
17.6 0.558306094963 1003.67473165 1831.48756662
17.7 0.546538195405 992.942968169 1849.55504707
17.8 0.535082553985 982.424869775 1867.77241197
17.9 0.523929199976 972.047742699 1886.01046647
18.0 0.513068534239 961.862866961 1904.37447789
18.1 0.502491313413 951.81064638 1922.75427232
18.2 0.492188634858 941.880517291 1941.1314768
18.3 0.482151922318 932.123041477 1959.6147481
18.4 0.47237291226 922.571885227 1978.28525105
18.5 0.462843640853 913.169551054 1997.03095147
18.6 0.453556431557 903.892023047 2015.80510736
18.7 0.444503883292 894.814793424 2034.78340556
18.8 0.435678859146 885.815802838 2053.69722652
18.9 0.427074475615 876.977942859 2072.74091169
19.0 0.418684092321 868.293453089 2091.90567417
19.1 0.410501302213 859.718259624 2111.09255402
19.2 0.402519922198 851.16544792 2130.08750986
19.3 0.394733984206 842.461072339 2148.43824227
19.4 0.387137726646 834.305311754 2167.93016491
19.5 0.37972558625 826.239353521 2187.41666093
19.6 0.372492190276 818.312490551 2207.032453
19.7 0.365432349053 810.500532047 2226.72048886
19.8 0.358541048862 802.796153762 2246.46638154
19.9 0.351813445116 794.898897789 2265.41912285
20.0 0.345244855846 787.271165829 2284.87912422
20.1 0.338830755466 779.909749898 2304.86789232
20.2 0.332566768806 772.641516672 2324.89590027
20.3 0.326448665401 765.482134776 2345.01528045
20.4 0.320472354025 758.441002611 2365.26230986
20.5 0.314633877454 751.490741999 2385.55893533
20.6 0.308929407453 744.658520513 2405.99750744
20.7 0.303355239973 737.873636782 2426.35502836
20.8 0.297907790546 730.822187501 2445.57862463
20.9 0.292583589881 723.826773709 2464.70906178
21.0 0.287379279627 717.346317361 2485.33486913
21.1 0.282291608326 710.970082397 2506.08985688
21.2 0.277317427526 704.699113901 2526.98637664
21.3 0.272453688046 698.476630578 2547.82644294
21.4 0.267697436409 692.358747322 2568.81708335
21.5 0.2630458114 686.340134946 2589.94776559
21.6 0.258496040783 680.366363778 2611.01851419
21.7 0.254045438129 674.517585278 2632.34077148
21.8 0.249691399789 668.691098904 2653.5215196
21.9 0.245431401974 662.978733601 2674.92576934
22.0 0.241262997959 657.285555963 2696.1771269
22.1 0.237183815394 651.411900823 2716.43702976
22.2 0.233191553716 645.559276024 2736.51241713
22.3 0.229283981673 640.133768042 2758.14688231
22.4 0.225458934932 634.787770121 2779.89797746
22.5 0.221714313789 629.499057353 2801.67416151
22.6 0.218048080961 623.874770659 2821.70142394
22.7 0.214458259467 618.42559 2842.24370762
22.8 0.210942930586 613.071661787 2862.95641629
22.9 0.207500231896 608.057513839 2885.01091357
23.0 0.204128355386 603.107014323 2907.14319638
23.1 0.200825545639 598.251074351 2929.50992838
23.2 0.197590098082 593.434298704 2951.84825989
23.3 0.194420357306 588.660850492 2974.17930161
23.4 0.191314715441 583.986009024 2996.78788914
23.5 0.188271610597 579.332486986 3019.28578956
23.6 0.185289525364 574.738315001 3041.87050044
23.7 0.182366985359 570.23128715 3064.69696521
23.8 0.179502557834 565.764565481 3087.52226215
23.9 0.176694850333 561.348428575 3110.404644
24.0 0.173942509394 556.97390921 3133.29769379
24.1 0.171244219303 552.331333246 3154.43472975
24.2 0.168598700889 548.007900261 3177.14179691
24.3 0.166004710364 543.824357621 3200.43807644
24.4 0.163461038205 539.656809304 3223.61175595
24.5 0.160966508073 535.567833586 3247.03800207
24.6 0.158519975774 531.489684909 3270.3126855
24.7 0.156120328254 527.504316 3293.94207488
24.8 0.153766482628 523.539764266 3317.48734229
24.9 0.151457385249 519.599305207 3340.96704358
25.0 0.149192010803 515.756984548 3364.86271216
25.1 0.146969361439 511.913100848 3388.53404266
25.2 0.144788465924 508.133337005 3412.41350107
25.3 0.142648378839 504.402635352 3436.40892914
25.4 0.140548179785 500.713409601 3460.47418462
25.5 0.138486972635 497.038192965 3484.4209532
25.6 0.136463884795 493.441401566 3508.703416
25.7 0.1344780665 489.863496853 3532.9079013
25.8 0.132528690134 486.336957745 3557.2698085
25.9 0.130614949563 482.848705411 3581.70006624
26.0 0.128736059504 479.378464757 3606.05024221
26.1 0.126891254905 475.874310579 3629.92207765
26.2 0.12507979035 472.437684665 3654.08141905
26.3 0.123300939481 469.066063396 3678.52219009
26.4 0.121553994443 465.768158963 3703.32690473
26.5 0.119838265344 462.461491775 3727.84715984
26.6 0.118153079732 459.041139849 3751.21494753
26.7 0.116497782096 455.844159382 3776.17639756
26.8 0.11487173337 452.577001436 3800.33413881
26.9 0.113274310469 449.3282774 3824.41072243
27.0 0.111704905826 446.238591584 3849.61759021
27.1 0.110162926954 443.179446587 3874.87892213
27.2 0.108647796017 440.145391987 3900.14973743
27.3 0.107158949412 437.174966259 3925.77761167
27.4 0.105695837374 434.199280437 3951.15113765
27.5 0.104257923582 431.272567372 3976.76119911
27.6 0.102844684788 428.368849571 4002.37567015
27.7 0.101455610448 425.319358985 4026.39809922
27.8 0.100090202372 422.468627579 4052.07124855
27.9 0.0987479743792 419.658284144 4077.923351
28.0 0.0974284519714 416.749544321 4102.59633209
28.1 0.0961311720078 413.908455682 4127.70108843
28.2 0.0948556823961 411.195214426 4153.86439634
28.3 0.0936015417901 408.504829731 4180.05461841
28.4 0.0923683192981 405.832684378 4206.22591772
28.5 0.0911555941993 403.213462646 4232.7426661
28.6 0.089962955669 400.576863259 4258.8717463
28.7 0.088790002513 397.927479242 4284.6486623
28.8 0.0876363429086 395.2488366 4309.88151415
28.9 0.0865015941546 392.701454819 4336.32355243
29.0 0.0853853824281 390.203462082 4363.10686997
29.1 0.0842873425492 387.714611801 4389.7897347
29.2 0.0832071177522 385.170475528 4415.63066305
29.3 0.0821443594638 382.639558294 4441.39427493
29.4 0.0810987270878 380.150444241 4467.41514042
29.5 0.0800698877965 377.516220059 4491.48065933
29.6 0.0790575163277 375.089072709 4517.76174248
29.7 0.0780612947883 372.762303048 4545.04196319
29.8 0.0770809124628 370.456249188 4572.37628778
29.9 0.0761160656284 368.156091122 4599.58240383
30.0 0.0751664573745 365.752682135 4625.2762246
30.1 0.0742317974283 363.473192113 4652.31126915
30.2 0.0733118019848 361.222627736 4679.50753089
30.3 0.0724061935416 359.041797297 4707.40702057
30.4 0.0715147007396 356.682437792 4732.74205093
30.5 0.0706370582065 354.506381711 4760.27973415
30.6 0.069773006406 352.34714115 4787.83891409
30.7 0.0689222914913 350.081682539 4813.72959372
30.8 0.0680846651619 347.976230599 4841.59747967
30.9 0.0672598845252 345.919191988 4869.94367368
31.0 0.0664477119614 343.839109499 4897.76814217
31.1 0.0656479149931 341.812775058 4926.15987404
31.2 0.0648602661575 339.785850785 4954.34751803
31.3 0.0640845428827 337.777252684 4982.60367873
31.4 0.0633205273676 335.804342869 5011.19071039
31.5 0.0625680064645 333.823174531 5039.45757078
31.6 0.0618267715657 331.884354254 5068.16667827
31.7 0.0610966184925 329.95267347 5096.79039304
31.8 0.060377347388 328.040614271 5125.52152848
31.9 0.0596687626121 326.144845662 5154.31194349
32.0 0.0589706726396 324.255483749 5183.00646826
32.1 0.0582828899617 322.296890115 5210.37981362
32.2 0.0576052309888 320.39240634 5238.40447243
32.3 0.0569375159576 318.561870196 5267.43212857
32.4 0.0562795688393 316.762624616 5296.7846929
32.5 0.0556312172509 314.961554701 5325.91395688
32.6 0.0549922923689 313.182612615 5355.22263904
32.7 0.054362628845 311.412096645 5384.4806509
32.8 0.0537420647246 309.673985763 5414.10627681
32.9 0.0531304413667 307.937175599 5443.56272621
33.0 0.0525276033664 306.211229022 5473.01595687
33.1 0.0519333984794 304.506663797 5502.65669581
33.2 0.0513476775487 302.757983846 5531.2953446
33.3 0.0507702944322 301.100826532 5561.40490138
33.4 0.0502011059339 299.38357853 5590.20391119
33.5 0.0496399717352 297.635388847 5618.20028057
33.6 0.0490867543291 296.005941775 5648.22522107
33.7 0.0485413189555 294.387611715 5678.27040767
33.8 0.0480035335387 292.793191191 5708.58661831
33.9 0.0474732686257 291.198645027 5738.70967824
34.0 0.0469503973271 289.603824221 5768.63102398
34.1 0.0464347952588 288.002791658 5798.22538819
34.2 0.0459263404852 286.452692989 5828.645933
34.3 0.0454249134644 284.913165011 5859.09005127
34.4 0.0449303969941 283.398172527 5889.84942257
34.5 0.0444426761593 281.881485473 5920.38386847
34.6 0.0439616382813 280.392177255 5951.30395118
34.7 0.0434871728676 278.897011637 5981.90972064
34.8 0.0430191715637 277.419391949 6012.69910705
34.9 0.0425575281056 275.971394133 6043.94310435
35.0 0.0421021382736 274.51520483 6074.81987443
35.1 0.0416528998472 273.077798411 6105.92162763
35.2 0.0412097125614 271.564704978 6135.12185199
35.3 0.0407724780638 270.137995896 6166.06152985
35.4 0.0403410998728 268.734035199 6197.32846059
35.5 0.0399154833368 267.341040569 6228.65900684
35.6 0.0394955355947 265.909664386 6258.89426058
35.7 0.0390811655369 264.500837909 6289.45011218
35.8 0.0386722837675 263.042608653 6318.60911421
35.9 0.0382688025676 261.583912462 6347.51709954
36.0 0.0378706358592 260.245905415 6379.13778977
36.1 0.0374776991697 258.918316252 6410.82492906
36.2 0.0370899095983 257.568245631 6441.75837722
36.3 0.0367071857819 256.219178873 6472.50931189
36.4 0.0363294478629 254.924978338 6504.44751562
36.5 0.0359566174569 253.618430971 6535.8775851
36.6 0.035588617622 252.321844237 6567.36554672
36.7 0.0352253728281 251.026178988 6598.67636514
36.8 0.0348668089273 249.685073577 6628.57481408
36.9 0.0345128531252 248.444395542 6660.93067158
37.0 0.0341634339523 247.216214181 6693.43745822
37.1 0.0338184812364 245.996689973 6725.99523591
37.2 0.0334779260758 244.783583113 6758.54421633
37.3 0.0331417008131 243.570781956 6790.91430084
37.4 0.032809739009 242.386855796 6823.90514147
37.5 0.0324819754177 241.194053949 6856.46240389
37.6 0.032158345962 240.024002212 6889.48168708
37.7 0.0318387877094 238.844630696 6922.04763934
37.8 0.031523238849 237.580831942 6951.94987641
37.9 0.0312116386682 236.424577558 6984.78357414
38.0 0.0309039275305 235.178792428 7014.75668772
38.1 0.0306000468538 234.046544339 7047.90262113
38.2 0.0302999390888 232.907654138 7080.66045081
38.3 0.0300035476984 231.718726101 7111.68777899
38.4 0.0297108171372 230.616346653 7145.16779949
38.5 0.0294216928316 229.520900469 7178.68153298
38.6 0.0291361211603 228.429662543 7212.14441084
38.7 0.0288540494352 227.349522163 7245.77508057
38.8 0.0285754258832 226.277703418 7279.48953737
38.9 0.0283001996275 225.212688605 7313.24138226
39.0 0.0280283206699 224.150629725 7346.9060594
39.1 0.0277597398739 223.104816245 7380.92130633
39.2 0.0274944089472 222.043828981 7414.2483823
39.3 0.0272322804253 220.976232964 7447.15723938
39.4 0.026973307655 219.834029527 7477.32410828
39.5 0.0267174447792 218.723126334 7508.30942462
39.6 0.0264646467205 217.718806849 7542.74577967
39.7 0.0262148691664 216.707175542 7576.74779636
39.8 0.0259680685546 215.715112131 7611.2523774
39.9 0.0257242020583 214.731756499 7645.88722472
40.0 0.0254832275719 213.669420908 7677.50559304
40.1 0.0252451036971 212.671511838 7711.22527955
40.2 0.0250097897295 211.699031422 7745.67808897
40.3 0.024777245645 210.746270343 7780.67392212
40.4 0.0245474320872 209.786219327 7815.22186642
40.5 0.024320310354 208.841251909 7850.15120977
40.6 0.0240958423858 207.901524141 7885.09944782
40.7 0.0238739907528 206.966264018 7920.03800698
40.8 0.0236547186434 206.033986306 7954.90975773
40.9 0.0234379898524 205.120117864 7990.31435111
41.0 0.0232237687694 204.202891234 8025.41107069
41.1 0.0230120203678 203.228693089 8058.06632589
41.2 0.0228027101939 202.304148675 8092.48090267
41.3 0.0225958043558 201.401559284 8127.58492489
41.4 0.0223912695134 200.47621933 8161.57736771
41.5 0.0221890728677 199.537324292 8194.80710468
41.6 0.0219891821511 198.622415091 8228.81025934
41.7 0.0217915656173 197.747769903 8264.28858256
41.8 0.0215961920315 196.884655815 8300.07035394
41.9 0.0214030306615 195.971206676 8333.53320352
42.0 0.0212120512679 195.084815631 8367.93680393
42.1 0.0210232240953 194.227856454 8403.40945689
42.2 0.0208365198635 193.336350178 8437.1877353
42.3 0.0206519097586 192.479827556 8472.28885993
42.4 0.0204693654246 191.64914601 8508.34218398
42.5 0.0202888589551 190.802374577 8543.49542829
42.6 0.0201103628851 189.925627201 8577.09882466
42.7 0.019933850183 189.10807408 8613.17473948
42.8 0.0197592942426 188.303419112 8649.66100968
42.9 0.019586668876 187.503473956 8686.18928646
43.0 0.0194159483052 186.702154026 8722.47678593
43.1 0.0192471071557 185.9194298 8759.45870278
43.2 0.0190801204483 185.125296853 8795.72755729
43.3 0.018914963593 184.358251461 8833.11010945
43.4 0.0187516123813 183.569267429 8869.2662614
43.5 0.0185900429797 182.805286424 8906.45244535
43.6 0.0184302319233 182.041839163 8943.49298267
43.7 0.0182721561088 181.281336666 8980.50400692
43.8 0.0181157927885 180.518107111 9017.20186216
43.9 0.0179611195637 179.779098088 9054.93643232
44.0 0.017808114379 179.027301692 9091.85459851
44.1 0.0176567555159 178.289097443 9129.28712363
44.2 0.0175070215869 177.527680236 9165.34708231
44.3 0.01735889153 176.749623078 9200.34308144
44.4 0.0172123446029 176.022180609 9237.7792163
44.5 0.0170673603773 175.302390335 9275.443361
44.6 0.0169239187337 174.585874924 9313.10803223
44.7 0.0167819998558 173.852175268 9349.67334612
44.8 0.0166415842255 173.08546797 9384.25493506
44.9 0.0165026526177 172.386045257 9422.28690887
45.0 0.0163651860949 171.683654641 9459.98340565
45.1 0.0162291660031 170.990025556 9497.98816815
45.2 0.0160945739659 170.305820663 9536.34621768
45.3 0.0159613918807 169.608072219 9573.77003228
45.4 0.0158296019134 168.829835191 9606.42822821
45.5 0.0156991864941 168.060282521 9639.32135857
45.6 0.0155701283126 167.366317563 9676.3248442
45.7 0.0154424103141 166.705918286 9715.08991425
45.8 0.0153160156946 166.041785237 9753.4683563
45.9 0.0151909278969 165.382804038 9791.97733464
46.0 0.0150671306063 164.729870315 9830.67379745
46.1 0.0149446077467 164.073649594 9869.00110621
46.2 0.0148233434767 163.427829175 9907.78065326
46.3 0.0147033221851 162.786887531 9946.68620059
46.4 0.0145845284879 162.117410402 9983.66333065
46.5 0.0144669472237 161.476015868 10022.1810602
46.6 0.0143505634507 160.841106018 10060.9253917
46.7 0.0142353624425 160.137664154 10095.1730009
46.8 0.0141213296849 159.523673389 10134.8561376
46.9 0.0140084508724 158.898134096 10173.6365016
47.0 0.0138967119044 158.284983984 10213.0378382
47.1 0.0137860988823 157.592000615 10247.0784654
47.2 0.0136765981059 156.939184387 10283.4974875
47.3 0.0135681960702 156.33356175 10322.8154564
47.4 0.0134608794622 155.737568954 10362.6008791
47.5 0.013354635158 155.139905551 10402.1072125
47.6 0.0132494502194 154.546697992 10441.742255
47.7 0.0131453118909 153.957176303 10481.4569063
47.8 0.0130422075972 153.37228217 10521.3179402
47.9 0.0129401249397 152.789598697 10561.1619879
48.0 0.0128390516941 152.208386478 10600.9374943
48.1 0.0127389758071 151.632744219 10640.9308773
48.2 0.0126398853943 151.063617442 10681.2143148
48.3 0.012541768737 150.494183392 10721.3086627
48.4 0.0124446142798 149.924942242 10761.2458407
48.5 0.0123484106277 149.32531956 10798.8115893
48.6 0.0122531465439 148.734812703 10836.8306932
48.7 0.0121588109472 148.126997756 10873.3745903
48.8 0.0120653929094 147.566074828 10913.1589143
48.9 0.0119728816528 147.014967572 10953.4949176
49.0 0.0118812665482 146.471298311 10994.2169232
49.1 0.0117905371121 145.93122666 11035.0434994
49.2 0.011700683005 145.391238746 11075.7095902
49.3 0.0116116940283 144.854595292 11116.4621617
49.4 0.011523560123 144.322583609 11157.4029889
49.5 0.0114362713667 143.787670657 11197.9499068
49.6 0.0113498179723 143.228468792 11236.4166526
49.7 0.0112641902851 142.689030561 11276.2391628
49.8 0.0111793787811 142.168147217 11317.3518432
49.9 0.0110953740653 141.649513569 11358.476088
50.0 0.0110121668689 141.13664444 11399.8963718
50.1 0.0109297480482 140.622164943 11441.019471
50.2 0.0108481085821 140.115464943 11482.6087035
50.3 0.0107672395705 139.612101494 11524.307822
50.4 0.0106871322323 139.040205252 11560.1440948
50.5 0.0106077779035 138.542822304 11601.9698658
50.6 0.0105291680358 137.981638508 11638.2497843
50.7 0.0104512941944 137.492679394 11680.4202288
50.8 0.0103741480565 136.998320845 11721.9676836
50.9 0.0102977214094 136.506719917 11763.5819179
51.0 0.0102220061491 136.027423574 11806.093317
51.1 0.0101469942785 135.46395937 11841.0886517
51.2 0.0100726779058 134.939819305 11879.2790053
51.3 0.00999904924287 134.436931994 11919.1319647
51.4 0.00992610060376 133.848271235 11951.1277354
51.5 0.00985382440315 133.337962753 11989.8584727
51.6 0.0097822131548 132.868487203 12032.071588
51.7 0.00971125947012 132.403741538 12074.5493051
51.8 0.00964095605667 131.937233681 12116.7013018
51.9 0.00957129571675 131.472026865 12158.8042709
52.0 0.00950227134598 131.007912438 12200.8380864
52.1 0.00943387593191 130.504339783 12238.9987236
52.2 0.00936610255267 130.048725591 12281.4608059
52.3 0.00929894437562 129.537869538 12318.5014986
52.4 0.00923239465604 129.094640921 12361.7736052
52.5 0.0091664467358 128.646201788 12404.3850752
52.6 0.00910109404216 128.19977901 12447.0240253
52.7 0.00903633008643 127.757116947 12489.8618845
52.8 0.0089721484628 127.265125557 12527.6770468
52.9 0.00890854284709 126.826904573 12570.5848079
53.0 0.00884550699558 126.397708625 12614.2259994
53.1 0.00878303474385 125.961925002 12657.0472278
53.2 0.00872112000557 125.533516132 12700.4444299
53.3 0.00865975677143 125.107773679 12743.9501668
53.4 0.00859893910798 124.67958288 12787.042354
53.5 0.00853866115657 124.204113583 12825.0837098
53.6 0.00847891713222 123.7297942 12863.0061461
53.7 0.0084197013226 123.270125399 12902.2215433
53.8 0.00836100808699 122.83882171 12944.2026246
53.9 0.00830283185521 122.430994362 12988.4879084
54.0 0.00824516712663 122.010438993 13031.257838
54.1 0.00818800846919 121.561762356 13070.8268035
54.2 0.00813135051842 121.158178158 13115.0558515
54.3 0.00807518797642 120.753803788 13159.0398306
54.4 0.00801951561101 120.349758248 13202.8967842
54.5 0.00796432825471 119.950634947 13247.1317145
54.6 0.00790962080387 119.552777096 13291.345943
54.7 0.00785538821775 119.158807576 13335.8328412
54.8 0.00780162551762 118.765026029 13380.1812214
54.9 0.00774832778594 118.368706745 13424.0794251
55.0 0.00769549016542 117.982353724 13468.9462212
55.1 0.00764310785822 117.575404479 13511.2890581
55.2 0.00759117612514 117.147886157 13551.0612619
55.3 0.00753969028472 116.691472572 13587.2431393
55.4 0.00748864571253 116.299320362 13630.6831548
55.5 0.00743803784028 115.924036654 13675.9348829
55.6 0.00738786215513 115.540792835 13720.0860995
55.7 0.00733811419883 115.135371112 13761.4160031
55.8 0.00728878956705 114.731243523 13802.6934573
55.9 0.00723988390856 114.322278925 13843.1758512
56.0 0.00719139292454 113.951559943 13888.0992944
56.1 0.00714331236783 113.585536229 13933.43574
56.2 0.00709563804224 113.168711543 13972.3416647
56.3 0.00704836580185 112.727126023 14007.928235
56.4 0.00700149155029 112.260820612 14040.137467
56.5 0.00695501124011 111.879990406 14082.7764725
56.6 0.00690892087204 111.445845083 14118.4664776
56.7 0.00686321649442 111.048991757 14158.6264429
56.8 0.00681789420248 110.647260448 14197.9330582
56.9 0.00677295013773 110.295919093 14243.5082355
57.0 0.00672838048735 109.89015715 14281.8517465
57.1 0.00668418148352 109.436872589 14313.7275501
57.2 0.00664034940285 109.028010594 14351.1159129
57.3 0.0065968805658 108.671554987 14395.1819703
57.4 0.00655377133601 108.325577399 14440.4651247
