# N l b R fracMedian appU appV Au Av SNR
650 212.557489062 -24.6185870433 84.2 0.0 22.1114381924 20.9679142923 0.799877734855 0.75635383483 7.03154665324
651 213.634936015 -22.5107604119 81.5 0.0 22.1137597078 20.9662585339 0.872971664146 0.82547049018 7.01634225212
652 214.697173673 -20.4034139441 39.5 0.0 22.1272252721 20.8934101873 2.45923979402 2.3254247092 7.05448596041
653 215.747669492 -18.2972622906 10.8 0.0 22.1486012266 20.7604027151 5.29648244917 5.00828393763 7.12593964656
654 216.789665307 -16.1929995153 16.9 0.0 22.1443419563 20.8092819533 4.31990843326 4.08484843025 7.07312402304
670 234.61151633 16.6150582704 108.8 5.05608994971e-05 22.1065477132 20.9935754323 0.238403236344 0.225430955492 7.0166453841
671 235.945697706 18.5646321316 105.3 0.0 22.1076835521 20.9907859875 0.310541696213 0.29364413156 7.01350434732
672 237.32638156 20.4946789313 112.2 6.9088794391e-05 22.1052569387 20.995990772 0.170292654093 0.161026487367 7.0217989209
673 238.75793256 22.4033567266 109.3 5.69516572468e-05 22.1059479276 20.9935500388 0.227847117838 0.215449229078 7.02148629138
674 240.244994412 24.2886424029 109.1 5.69097149935e-05 22.1059744939 20.9933587552 0.231850740965 0.219235002296 7.02168141783
675 241.792505207 26.1483106331 104.7 0.0 22.1068052627 20.9892803053 0.322071854286 0.304546896938 7.02371379434
676 243.405708161 27.9799109793 109.3 6.09053974986e-05 22.1057005625 20.9933161337 0.227599752769 0.215215323932 7.02395916909
677 245.090155715 29.7807432335 110.8 7.25022216963e-05 22.1058763992 20.9950929238 0.198177597281 0.187394121813 7.01877114909
678 246.85170415 31.5478310627 109.7 6.75807154757e-05 22.1054271724 20.9934892429 0.219394034501 0.207456104981 7.02577344606
679 248.696495367 33.2778944402 103.9 0.0 22.107348925 20.9888880971 0.339271187261 0.320810359322 7.02020103573
680 250.63092134 34.9673213431 106.2 0.0 22.1059272402 20.9901308374 0.290304656439 0.274508253697 7.02892534967
681 252.66156596 36.6121396756 106.0 0.0 22.1057890201 20.9897774112 0.294259693772 0.278248084828 7.0307817106
682 254.795117986 38.2079907923 107.8 0.0 22.1072317487 20.9931312262 0.259137944449 0.245037421962 7.01213208089
683 257.038247829 39.7501063907 109.8 8.0253984457e-05 22.1057217668 20.9938754674 0.217710066214 0.205863766782 7.02259865679
684 259.397440604 41.2332914074 111.7 0.000100015083087 22.1053296991 20.9955318514 0.180063833557 0.170265985776 7.02219733043
685 261.878777757 42.6519160548 112.3 0.000107746288402 22.1053424098 20.9961768545 0.168443628531 0.159278073186 7.02072008788
686 264.487661141 43.9999211578 109.7 8.84113226653e-05 22.1051417068 20.9932193104 0.219108568951 0.207186172523 7.02862851673
687 267.228476078 45.270841496 104.6 0.0 22.107555128 20.9898764615 0.324896705374 0.307218038864 7.01645834921
688 270.104195352 46.4578525318 106.7 0.0 22.1066761635 20.9913939975 0.280854066405 0.265571900425 7.02025715894
689 273.115934114 47.5538460165 112.5 0.000129921319801 22.1052454039 20.9962953703 0.164482791629 0.155532758059 7.02124104397
690 276.262476404 48.5515392781 113.1 0.000134863150272 22.1057679835 20.9974180095 0.153454958824 0.145104984828 7.01467895622
691 279.539807604 49.4436215377 112.6 0.000139070696174 22.1052930529 20.9964454081 0.162601100281 0.153753455542 7.02054081643
692 282.940700662 50.2229375485 103.3 0.0 22.1063319892 20.9872421886 0.350830381587 0.331740580998 7.03182315488
693 286.454415694 50.8827047019 105.9 0.0 22.1057718208 20.9896496265 0.296292020287 0.280169825973 7.03119088749
694 290.066577499 51.4167543626 106.3 0.0 22.1060335389 20.9903425584 0.288367216252 0.272676235814 7.02762562667
695 293.759289241 51.8197823956 110.5 0.000103944548393 22.1056103831 20.9945210295 0.20379899295 0.192709639406 7.02211237254
696 297.511521022 52.0875889385 112.8 0.000143936296194 22.105746121 20.9970835071 0.159200622747 0.150538008842 7.01556672099
697 301.299777824 52.2172845657 108.0 0.0 22.1059372495 20.9921261765 0.253818472046 0.240007399028 7.02460190004
698 305.099009379 52.2074406548 106.1 0.0 22.1067260726 20.9907748917 0.293149153087 0.277197972206 7.02117360876
699 308.883682012 52.05816632 109.5 0.0 22.1062663088 20.9940671046 0.224195712917 0.211996508751 7.01784469103
700 312.628902324 51.7711024774 109.9 0.0 22.105336625 20.9936188442 0.215348162856 0.203630382122 7.02622034966
701 316.311472452 51.3493337707 111.5 0.000147795454624 22.1050759022 20.9950801139 0.183701565322 0.173705776947 7.02518631321
702 319.910769669 50.7972291373 108.0 0.0 22.1069029162 20.9930392981 0.254784138724 0.240920520701 7.01495096894
703 323.409376351 50.1202294967 105.2 0.0 22.1061522849 20.9892257785 0.311073585842 0.294147079377 7.02904940981
704 326.793428509 49.3246051318 106.0 0.0 22.1072415049 20.9911508616 0.295712178592 0.279621535314 7.01625926469
705 330.052693369 48.4172053266 108.3 0.0 22.107147324 20.9935981651 0.249005040862 0.235455881994 7.01181343687
706 333.180417929 47.4052196802 105.8 0.0 22.1077405164 20.9913995725 0.300312177949 0.283971234027 7.01174836446
707 336.173008706 46.295965292 102.8 0.0 22.1077027393 20.9879650526 0.362737165987 0.342999479264 7.0193294816
708 339.029607062 45.0967082339 96.2 0.0 22.1098649098 20.9821691641 0.508989549577 0.48129380396 7.01428024861
709 341.751618133 43.8145225883 96.3 0.0 22.1081644884 20.9806840284 0.50503305275 0.477552592751 7.03102483866
710 344.342239696 42.4561861173 93.3 0.0 22.1100758378 20.9787519256 0.575667619035 0.544343706883 7.01978015664
711 346.806022952 41.0281090671 96.9 0.0 22.1083735363 20.9816155965 0.491754651032 0.464996711243 7.02738473746
712 349.148484459 39.5362910712 95.0 0.0 22.1095187677 20.9803586983 0.535900741257 0.506740671825 7.02086206874
713 351.375777875 37.9863006284 88.5 0.0 22.1113196651 20.9736873219 0.691603311598 0.653970968455 7.02043270923
714 353.494426354 36.3832719599 73.3 0.0 22.1155655617 20.9554364995 1.10504568852 1.04491662633 7.02421912001
715 355.511111924 34.7319144368 82.9 0.0 22.1115527487 20.966184113 0.83378009595 0.788411460273 7.03423493193
716 357.432515097 33.0365307606 67.8 0.0 22.1173465117 20.9479045037 1.27619804233 1.2067560344 7.02534226798
717 359.265197268 31.3010406314 68.3 0.0 22.1168875509 20.9483386816 1.25978403248 1.1912351632 7.028156762
718 1.01551811642 29.5290075839 63.4 0.0 22.1178512406 20.9404536482 1.42240495116 1.34500735876 7.03650245588
719 2.68958099162 27.7236671664 63.2 0.0 22.117311028 20.939569507 1.4287256366 1.35098411554 7.04268074803
720 4.29320014921 25.8879551497 64.0 0.0 22.116724893 20.9405015333 1.40082502306 1.32460166341 7.04552303546
721 5.83188452451 24.0245350108 45.5 0.0 22.1264557984 20.9093913235 2.15139881507 2.03433434026 7.02917692327
722 7.31083393179 22.1358240079 35.6 0.0 22.1290160242 20.8828205106 2.68676603436 2.54057052076 7.0605635582
723 8.73494421064 20.2240176376 20.3 0.0 22.1464465804 20.8329310474 3.92396639079 3.71045085779 7.01192783731
724 10.1088187331 18.2911122725 36.5 0.0 22.1309641782 20.8876126342 2.63449985594 2.49114831188 7.03523168502
725 11.4367842942 16.338925895 27.0 0.0 22.1353214961 20.8561115057 3.29350267529 3.11429268491 7.06021621214
741 29.220572238 -16.4893138203 73.6 0.0 22.1161330034 20.9564556663 1.0967439317 1.03706659458 7.01754778042
742 30.2635766227 -18.5938841716 69.6 0.0 22.1177021279 20.9513367568 1.21965592988 1.15329055872 7.01543596017
743 31.315525778 -20.7002465317 87.0 0.0 22.112251662 20.9725487833 0.729655398875 0.689952520236 7.01533915523
744 32.3796905444 -22.8077044854 97.7 0.0 22.1086157911 20.982816159 0.474142972529 0.448343340367 7.02291190511
745 33.4595740345 -24.9155397265 100.7 0.0 22.1072049033 20.985055603 0.40705755055 0.384908250272 7.02947160804
746 34.5589631441 -27.0230025182 106.6 0.0 22.1064692394 20.9910875436 0.282683215961 0.267301520117 7.0225609714
747 35.681988463 -29.1293007685 106.1 0.0 22.1073934455 20.9914059508 0.293816526029 0.277829031257 7.01450493932
748 36.8331946523 -31.2335875046 104.8 0.0 22.1079479168 20.9904735828 0.321141503528 0.303667169534 7.01205633347
749 38.017623678 -33.3349461461 87.1 0.0 22.1125589298 20.9729750661 0.727468154728 0.687884291023 7.01198538403
750 39.2409139758 -35.4323730381 89.5 0.0 22.1101585961 20.9739170483 0.66604341954 0.629801871687 7.02926618472
751 40.5094193699 -37.5247565383 105.3 0.0 22.1072276906 20.9903549309 0.310085834712 0.293213074937 7.01805860217
752 41.8303523974 -39.6108515637 106.9 0.0 22.1069184487 20.9918443666 0.27702992266 0.261955840545 7.01736588991
753 43.2119580026 -41.689248505 110.5 0.0 22.1065729771 20.9954312458 0.204761587009 0.19361985565 7.01249508869
754 44.6637247797 -43.7583347198 111.0 0.0 22.1048415411 20.9943274626 0.193226647172 0.182712568698 7.02866296429
755 46.1966428047 -45.8162466396 112.2 0.00014854960324 22.1048773934 20.9956318789 0.169913108777 0.160667594323 7.02559336337
756 47.823518807 -47.8608095823 112.9 0.000147801014435 22.1042994096 20.9958202184 0.155829699971 0.147350508731 7.0298047791
757 49.5593615182 -49.8894616665 108.1 0.0 22.1069796044 20.9932211673 0.252851134632 0.239092697529 7.01395256252
758 51.4218517334 -51.8991570788 110.0 0.0 22.1057543467 20.9941213005 0.213790920917 0.202157874687 7.02181497243
759 53.4319120794 -53.8862422992 105.4 0.0 22.1066738019 20.9899433374 0.307470747512 0.290740282977 7.02335698055
760 55.6143896042 -55.8462973112 106.4 0.0 22.1075505719 20.9918881466 0.287842432056 0.2721800068 7.01222761777
761 57.9988560925 -57.7739313618 108.5 0.0 22.1053903043 20.9921547519 0.243241613358 0.230006060973 7.02891038867
762 60.6205114227 -59.6625206774 110.5 0.000111633897772 22.1056474273 20.9945560581 0.203836037219 0.192744667977 7.02174208476
763 63.5211332194 -61.5038736925 112.0 0.000142304604052 22.1046170643 20.9951749091 0.173526950926 0.164084795788 7.02864687474
764 66.749933319 -63.2878093259 112.4 0.000141516807056 22.1062030133 20.9970957983 0.167371457182 0.158264242101 7.01189872479
765 70.3640305903 -65.001639407 113.5 0.00014073066809 22.1043265904 20.9964721941 0.144347282723 0.136492886446 7.02819473899
766 74.4279911933 -66.6295628007 113.4 0.000139190178109 22.1041925624 20.9962413102 0.146127289571 0.138176037442 7.02975794015
767 79.011491054 -68.1520180816 112.1 0.000134108003857 22.1062911719 20.9968633733 0.173263108935 0.163835310282 7.01169144939
768 79.9784553947 -71.4430062988 113.8 0.000133121203075 22.1052849523 20.997690305 0.13957364196 0.13197899471 7.01794835625
769 86.1159209304 -72.8050103725 113.8 0.000128600566233 22.1054526405 20.9978488688 0.139741330165 0.132137558466 7.01627311924
770 93.1509582197 -73.9715405252 111.2 0.000115656050619 22.1054083608 20.9950761433 0.189884424582 0.179552207105 7.02254140732
771 101.100439447 -74.896962977 113.7 0.00011963125304 22.1056410044 20.9979231092 0.14183868099 0.134120785739 7.01461334874
772 109.863980286 -75.534718852 115.0 0.000115878096023 22.1048457664 20.9985144344 0.116356564611 0.110025232628 7.01968916578
773 119.188090187 -75.8457302784 115.3 0.000111867780499 22.1053194865 20.9992702115 0.111172949998 0.105123675027 7.0142990252
774 128.684488729 -75.8084333812 114.9 0.00010746645184 22.1043308507 20.9979247472 0.117730707237 0.111324603769 7.02505571845
775 137.918397153 -75.4255094966 115.3 0.000103872660975 22.1039104792 20.9979378728 0.109763942743 0.103791336353 7.02838108329
776 146.524914413 -74.7230015217 114.9 9.97492167336e-05 22.1049124207 20.9984746722 0.118312277282 0.111874528731 7.01924279274
777 154.283909692 -73.7424201905 115.5 9.70201215542e-05 22.1046739791 20.998864606 0.106764057968 0.100954684881 7.02031005793
778 161.123972799 -72.5307146031 115.8 9.41111340077e-05 22.1037372585 20.9982853581 0.100194461541 0.0947425611606 7.02901940569
779 167.080194386 -71.1325904915 115.2 9.0506228743e-05 22.1043071052 20.998210395 0.112044709744 0.105947999544 7.02463425724
780 172.243955293 -69.5865798993 115.7 8.83975928432e-05 22.1047270308 20.9991191945 0.10306023608 0.0974523997614 7.0193428521
781 176.725620238 -67.9240257849 116.0 8.62037830986e-05 22.1051056049 20.9997831428 0.0978156587761 0.0924931966448 7.01490684685
782 180.633303366 -66.1696289808 115.5 8.33291137494e-05 22.1053934137 20.9995448939 0.107483492605 0.101634972785 7.01312328868
783 184.063369495 -64.3425664295 116.5 8.33161311218e-05 22.104751949 20.9999569323 0.0881223222055 0.0833273054492 7.01735279778
784 187.097665645 -62.4576599628 115.8 7.97119571419e-05 22.104607818 20.9991085477 0.101065021046 0.0955657507442 7.02031582786
785 189.803993755 -60.5263886048 112.3 7.0634732055e-05 22.1057978297 20.9966074935 0.168899048343 0.159708712153 7.0161695986
786 192.237852292 -58.5576958384 113.5 7.22296194985e-05 22.1041707798 20.9963248616 0.144191472111 0.136345553988 7.02975324726
787 194.444472946 -56.5586080879 105.4 0.0 22.1072298692 20.9904691473 0.308026814815 0.291266092883 7.01779886147
788 196.460731533 -54.5346995679 107.0 3.14406844893e-05 22.1058824713 20.9909752385 0.273963582888 0.259056350105 7.02748776597
789 198.316786939 -52.4904391352 102.3 0.0 22.1078111228 20.9874914441 0.373432954252 0.353113275558 7.01946612178
790 200.037426522 -50.429448879 107.3 3.90074420665e-05 22.1061306683 20.9915407474 0.268132058457 0.253542137526 7.02430214424
791 201.643145843 -48.3546976557 107.1 3.67641888681e-05 22.1070058202 20.9921478377 0.273058466017 0.258200483531 7.01602383461
792 203.151005672 -46.2686467454 102.9 0.0 22.1075257065 20.9879125353 0.360448832661 0.340835661456 7.02085565299
793 204.575309122 -44.1733603418 106.5 2.36367353449e-05 22.1071896029 20.9916578166 0.285441564042 0.269909777677 7.01559746805
794 205.928136479 -42.0705900082 108.6 4.57294898291e-05 22.1050989496 20.9919881008 0.240949823335 0.227838974558 7.03159351583
795 207.219768469 -39.961839896 108.8 4.63411967503e-05 22.1063321689 20.9933716165 0.238187692091 0.225227139689 7.01879905253
796 208.459022548 -37.8484175335 102.6 0.0 22.1079486256 20.9879674585 0.367211821675 0.347230654657 7.01735943434
797 209.653521376 -35.7314737821 87.9 0.0 22.111464563 20.973020545 0.706520187631 0.668076169662 7.02066565016
798 210.809908342 -33.612034623 69.0 0.0 22.1178596759 20.9504627236 1.23861422226 1.17121726991 7.01595877067
799 211.93402171 -31.4910266516 87.7 0.0 22.1110913644 20.9723985035 0.711093397588 0.672400536671 7.02496131246
800 213.031036199 -29.3692978455 91.8 0.0 22.1095588385 20.9763479958 0.61034543246 0.577134589821 7.02897543185
801 214.105578961 -27.2476346292 90.8 0.0 22.1112879785 20.9766888756 0.635858735926 0.601259633031 7.01440046512
802 215.161825238 -25.1267761379 89.1 0.0 22.1118326637 20.9749707661 0.677444143519 0.640582245894 7.01363444468
803 216.203577957 -23.007426245 85.5 0.0 22.1119681657 20.9702257613 0.767137592062 0.725395187683 7.0224646191
804 217.234334452 -20.8902639589 81.8 0.0 22.113909225 20.9668340496 0.865142706633 0.818067531228 7.0139456298
805 218.25734295 -18.7759525026 58.2 0.0 22.1197321875 20.9321205691 1.61011726424 1.52250564589 7.03821657005
806 219.275650835 -16.6651474527 60.0 0.0 22.1180532772 20.9341319745 1.54229702532 1.45837572259 7.04774807648
822 237.142530435 16.0190515417 107.9 4.45706322935e-05 22.1065158944 20.9925638804 0.256408671029 0.242456657019 7.01905044354
823 238.502511688 17.9438030437 108.6 5.0958380824e-05 22.1056103487 20.9924716731 0.241461222433 0.228322546799 7.02647769778
824 239.911283028 19.8464230691 98.7 0.0 22.1075599179 20.983020975 0.45097415451 0.42643521167 7.03093312252
825 241.373069823 21.7249258251 105.4 0.0 22.1065191723 20.9897971217 0.307316117939 0.290594067292 7.02490313749
826 242.892337106 23.5771360454 106.9 0.0 22.1065849351 20.9915290005 0.276696409024 0.26164047445 7.02069885924
827 244.473794523 25.400669164 109.5 6.24252613554e-05 22.1058859569 20.9937074489 0.223815361038 0.211636853032 7.0216458286
828 246.122394844 27.192910169 108.4 5.37667263649e-05 22.105687784 20.9923270944 0.245541372988 0.232180683343 7.02616694043
829 247.843323841 28.9509914259 109.4 6.47915797926e-05 22.1063101173 20.9940005744 0.226223507319 0.213913964389 7.01763672567
830 249.641978652 30.671769753 105.2 0.0 22.1062773982 20.9893440839 0.311198699065 0.29426538479 7.0277978264
831 251.52393126 32.3518033926 106.8 0.0 22.1068863462 20.9917034289 0.279030082691 0.263847165486 7.01792154991
832 253.494872994 33.9873296686 102.6 0.0 22.1077673794 20.9877960746 0.367030575536 0.347059270699 7.01917072968
833 255.560535402 35.5742445696 97.6 0.0 22.1086361869 20.9827144447 0.476387098543 0.450465356324 7.02296327861
834 257.726582287 37.108085761 103.0 0.0 22.1083002487 20.9887597032 0.359114125185 0.339573579673 7.01287335926
835 259.998467624 38.5840211557 109.1 7.30029569058e-05 22.1055491666 20.9929565713 0.23142541362 0.218832818368 7.02593385836
836 262.381254357 39.9968456224 106.7 0.0 22.106749964 20.9914637823 0.280927866884 0.265641685184 7.01951956504
837 264.879390223 41.3409889665 112.3 0.00011333542774 22.1057047293 20.996519459 0.168805947974 0.159620677672 7.01709966875
838 267.496439218 42.6105388779 106.9 0.0 22.1067644337 20.991698732 0.276875907611 0.261810205946 7.01890489593
839 270.23477092 43.7992827445 105.5 0.0 22.1064276401 20.9898226201 0.305165341944 0.288560321882 7.02558052319
840 273.095215768 44.9007723617 111.6 0.000128785778213 22.1044698445 20.9946129563 0.1811488715 0.171291983342 7.03102209144
841 276.076701604 45.9084149819 110.2 0.000119305523497 22.1061419716 20.9947024689 0.210233999044 0.198794496283 7.01748412176
842 279.175895791 46.8155930266 112.7 0.00013923523031 22.1060593456 20.9972748928 0.161439765356 0.152655312557 7.01266193444
843 282.386886058 47.6158126407 108.6 0.0 22.107034623 20.9938184481 0.242885496765 0.22966932182 7.01224419781
844 285.700941073 48.3028784079 102.4 0.0 22.1075942052 20.9874017735 0.371094422005 0.350901990313 7.02138995392
845 289.106395161 48.8710877877 107.9 0.0 22.1071698823 20.9931822827 0.257062658872 0.243075059297 7.01251715379
846 292.588698837 49.3154348732 108.5 0.0 22.1070462541 20.9937205962 0.244897563197 0.231571905296 7.01235941205
847 296.130664996 49.631809373 105.7 0.0 22.106546699 20.9901589823 0.30117176244 0.284784045784 7.02391469953
848 299.712920556 49.8171743988 108.5 0.0 22.1063230747 20.9930367673 0.244174383804 0.230888076402 7.01958397738
849 303.314546318 49.8697063106 109.3 0.0 22.1067502077 20.9943086643 0.228649397977 0.216207854595 7.013470375
850 306.913859335 49.7888822031 107.9 0.0 22.1070010995 20.9930226839 0.256893876046 0.242915460482 7.0142028558
851 310.489268573 49.5755054818 107.8 0.0 22.1057025828 20.9916852671 0.25760877857 0.243591462879 7.02741470857
852 314.02012158 49.2316666577 108.5 0.0 22.1059152037 20.9926510899 0.243766512778 0.23050239894 7.02366100925
853 317.487461769 48.7606437452 105.0 0.0 22.1074201907 20.990199847 0.316473695301 0.299253351647 7.01685022657
854 320.874631156 48.1667530409 100.0 0.0 22.1069946291 20.9840325547 0.421994629055 0.399032554671 7.03332059787
855 324.167678896 47.4551654021 103.6 0.0 22.1074590155 20.9886505389 0.34566023849 0.326851761885 7.01982486817
856 327.355564296 46.6317049305 98.9 0.0 22.1090136178 20.9846347583 0.448032159805 0.423653300285 7.01589134275
857 330.430169084 45.7026461304 102.7 0.0 22.1072659588 20.9874370443 0.364413740784 0.344584826276 7.0239396001
858 333.386152074 44.674522928 97.3 0.0 22.1090999795 20.9827892548 0.483535778113 0.457225053426 7.01909374264
859 336.220689159 43.5539590948 96.9 0.0 22.108841573 20.9820581659 0.492222687788 0.465439280625 7.02270351734
860 338.933142719 42.3475257064 102.7 0.0 22.1068457397 20.9870396906 0.363993521668 0.344187472623 7.02814247835
861 341.524700045 41.0616276261 96.5 0.0 22.1091651434 20.9818753731 0.50152857665 0.474238806378 7.02049872039
862 343.998012178 39.702418282 103.1 0.0 22.1080115766 20.9886013983 0.356718250178 0.33730807187 7.01551422338
863 346.356855371 38.2757401502 94.1 0.0 22.1086090276 20.9783737443 0.555660910495 0.525425627198 7.0323311341
864 348.605828962 36.7870872598 88.5 0.0 22.1118059071 20.974147106 0.692089553624 0.654430752501 7.01557203867
865 350.750096165 35.2415857733 86.8 0.0 22.1124731761 20.9724863068 0.734874550253 0.694887680933 7.01369344702
866 352.795169272 33.6439886719 89.8 0.0 22.1106557382 20.9747825331 0.65927405484 0.623400849722 7.02346344005
867 354.74673711 31.9986810393 84.5 0.0 22.1124166495 20.9692597463 0.793133104742 0.749976201564 7.02087956802
868 356.610530664 30.3096928466 82.2 0.0 22.1115967927 20.9652238196 0.852237704992 0.805864731908 7.03588246543
869 358.392221671 28.5807168316 72.0 0.0 22.1147897551 20.9525885524 1.14312727295 1.08092607022 7.03634769886
870 0.097348924853 26.8151294497 58.8 0.0 22.1189363578 20.9325799178 1.58704972744 1.50069328737 7.04373922576
871 1.73126716802 25.016013454 59.6 0.0 22.1208996853 20.9360331513 1.55966838658 1.47480185264 7.02082762249
872 3.29911407647 23.1861809396 39.7 0.0 22.1307312397 20.8973221365 2.45177870587 2.31836960267 7.0181399172
873 4.80579132194 21.3281961583 45.5 0.0 22.1236549521 20.9067428803 2.14859796882 2.03168589699 7.05728826486
874 6.25595648615 19.4443975147 29.8 0.0 22.1347793216 20.867257539 3.07869800121 2.9111762186 7.04333414381
875 7.65402312264 17.536918429 37.1 0.0 22.1271882827 20.8859687085 2.59531873465 2.45409916043 7.06941252024
876 9.00416681023 15.6077069007 27.8 0.0 22.1336651673 20.8579953801 3.22844118774 3.05277140051 7.07029571585
891 25.7875044208 -15.0054148143 76.0 0.0 22.1137440651 20.9579881685 1.02467610367 0.968920207046 7.03362308784
892 26.8041498659 -17.1129968209 78.7 0.0 22.1147926273 20.9631045051 0.949918965474 0.898230843298 7.01458846506
893 27.8232094893 -19.2246010645 85.0 0.0 22.1125437298 20.9700770038 0.780449101254 0.737982375182 7.01815520253
894 28.8476021289 -21.3395727796 77.4 0.0 22.1128274003 20.9592781494 0.984122596905 0.930573345996 7.0383363892
895 29.8804141289 -23.4572554129 92.5 0.0 22.1105108667 20.9781457807 0.594802202955 0.562437117033 7.01756897293
896 30.9249423189 -25.5769830931 103.6 0.0 22.1074143473 20.9886083013 0.345615570284 0.326809524219 7.02027133663
897 31.9847438835 -27.6980723349 109.1 0.0 22.1065911494 20.9939418566 0.232467396483 0.219818103619 7.01551941066
898 33.063694824 -29.8198126837 109.2 0.0 22.1068646264 20.9943087045 0.230751434546 0.218195512647 7.01255771974
899 34.1660591979 -31.9414560496 106.2 0.0 22.1060265434 20.9902247372 0.290403959658 0.274602153512 7.02793197862
900 35.2965717986 -34.0622042105 111.2 0.0 22.1046052357 20.9943167188 0.189081299473 0.178792782595 7.0305730591
901 36.4605377623 -36.1811940381 107.9 0.0 22.106104778 20.9921751341 0.255997554548 0.242067910697 7.02315974322
902 37.6639534693 -38.2974797007 106.4 0.0 22.1055582278 20.9900042123 0.285850088 0.270296072543 7.03214483512
903 38.9136544289 -40.4100110344 105.6 0.0 22.1064957191 20.9899989385 0.303176128119 0.28667934753 7.02466197765
904 40.2174973629 -42.5176068094 105.6 0.0 22.1057698704 20.9893125855 0.302450279389 0.285992994545 7.03192292503
905 41.584585928 -44.6189214173 110.0 0.0 22.1052608072 20.993654616 0.21329738142 0.201691190248 7.02674955922
906 43.0255521956 -46.7124028367 110.6 0.0 22.1058914853 20.9948937169 0.20211585043 0.191118082041 7.01907519445
907 44.5529096585 -48.7962391481 110.9 0.0 22.1047087073 20.9940953612 0.195050976556 0.184437630499 7.03021896743
908 46.1814979312 -50.868289681 109.3 0.0 22.1064706762 20.994044343 0.228369866423 0.215943533245 7.01626253192
909 47.9290449796 -52.9259956488 110.1 0.0 22.1054971589 20.9939854735 0.211560564078 0.200048878681 7.02415734303
910 49.8168791039 -54.9662630815 104.9 0.0 22.1062806229 20.9890097029 0.317403181884 0.3001322619 7.02848217943
911 51.8708295027 -56.9853081752 105.1 0.0 22.1068939846 20.9898147502 0.313880404495 0.29680117007 7.0218706056
912 54.1223590567 -58.9784516049 110.5 0.0 22.1050734812 20.9940133422 0.203262091111 0.192201952109 7.02748074763
913 56.6099706439 -60.9398433078 110.0 0.0 22.105039713 20.9934455523 0.213076287247 0.201482126515 7.02896096015
914 59.3809083667 -62.8620933227 111.9 0.000142741364795 22.1046735492 20.9951227763 0.175523116551 0.165972343672 7.0283071952
915 62.4931137003 -64.735777408 112.5 0.000141962833084 22.1059852522 20.9969949611 0.165222639982 0.156232348902 7.01384930621
916 66.0172482088 -66.5487812189 113.2 0.000141178169656 22.1048973275 20.9966991535 0.150665193209 0.142467019263 7.02315585093
917 70.0382729734 -68.2854495749 112.6 0.000140360519978 22.1045656486 20.9957575843 0.161873696037 0.153065631684 7.02781323078
918 74.6554420498 -69.9255333668 114.0 0.000137478374365 22.1050071764 20.9976351184 0.135482919673 0.128110861677 7.02028092612
919 74.8847782561 -73.2274480776 113.0 0.000135147080472 22.1048750539 20.9964691498 0.154482836444 0.146076932346 7.02382465843
920 81.2552101425 -74.7358267843 113.9 0.000131213183567 22.1040242765 20.9966020095 0.136405656096 0.128983389067 7.0303302149
921 88.8216430755 -76.0499006879 115.2 0.00012745905691 22.1042612271 20.9981670133 0.111998831695 0.105904617866 7.02509294583
922 97.7010700804 -77.1097538985 113.3 0.000121906901883 22.1058222384 20.9976780698 0.149672689121 0.141528520489 7.0136917873
923 107.83445518 -77.8484073705 115.8 0.000118835323705 22.1049724227 20.9994533131 0.10142962575 0.0959105161428 7.01667296607
924 118.874139861 -78.2051753919 114.9 0.000114191574525 22.1043512356 20.9979440229 0.117751092147 0.111343879471 7.02485190716
925 130.181564782 -78.1454440312 114.3 0.000109477772502 22.10395573 20.9969514149 0.128724577995 0.121720262936 7.03013018576
926 141.018227646 -77.6752808595 114.8 0.000105732305946 22.1045664386 20.9980446369 0.119856998296 0.113335196546 7.02292046394
927 150.81703586 -76.8386992042 115.9 0.000103006653177 22.1051346268 20.9997086823 0.0997174469754 0.0942915024795 7.01483480172
928 159.319830861 -75.7000384452 116.1 9.97020073172e-05 22.1046311966 20.9994363639 0.0954700979125 0.0902752652327 7.01942841545
929 166.530400412 -74.3252267933 116.6 9.67062896279e-05 22.1042781456 20.9996102886 0.0857853934821 0.081117536475 7.02187028523
930 172.594017503 -72.7709863238 116.6 9.38025183318e-05 22.104060777 20.9994047477 0.0855680248607 0.0809119955739 7.02404304992
931 177.69998027 -71.0818108144 117.1 9.17742647897e-05 22.1051116917 21.0009040711 0.0773272163188 0.0731195957218 7.01246180514
932 182.029915834 -69.2910473366 113.8 8.46686994193e-05 22.1054616951 20.9978574307 0.139750384791 0.1321461204 7.01618267013
933 185.738578908 -67.4232383759 112.6 7.914422056e-05 22.1048313918 20.9960088675 0.16213943921 0.153316914923 7.02515575621
934 188.950923136 -65.4964019078 115.4 8.27936099369e-05 22.1040954414 20.9982152039 0.108066397319 0.102186159792 7.02631220059
935 191.765469285 -63.5238491924 112.3 7.38917781771e-05 22.104382754 20.9952694166 0.167483972665 0.158370635258 7.03031588971
936 194.259255671 -61.515522759 114.3 7.70791849412e-05 22.1046023627 20.9975628623 0.129371210756 0.122331710345 7.02366368069
937 196.492528535 -59.4789486376 112.9 7.21976076348e-05 22.1051050216 20.9965819944 0.156635311982 0.148112284821 7.02174916733
938 198.512625059 -57.419906457 107.9 4.46935526608e-05 22.1063137161 20.9923727032 0.25620649267 0.242265479829 7.02107109028
939 200.357009865 -55.3429009082 109.6 5.61764593217e-05 22.1068126102 20.9946915365 0.222759839445 0.210638765737 7.01215830891
