# r frac rho dNdR
23.4 0.44362139948 0.184849821805 564.251994187
23.5 0.443401804796 0.182235649936 560.75917107
23.6 0.443185366066 0.179669314192 557.305323618
23.7 0.442994431609 0.177149742066 553.917833525
23.8 0.442793588668 0.174675889478 550.55164619
23.9 0.442591381642 0.172246739913 547.217061476
24.0 0.442381312733 0.169861303573 543.905653677
24.1 0.442196117795 0.167518616575 540.657152045
24.2 0.441913381724 0.165217740166 537.321757241
24.3 0.441511557286 0.162957759968 533.874937792
24.4 0.441279641453 0.160737785246 530.666153064
24.5 0.4410998699 0.158556948206 527.550744978
24.6 0.440890523988 0.156414403313 524.430069624
24.7 0.440720032167 0.154309326633 521.385246292
24.8 0.440529267864 0.152240915194 518.345555481
24.9 0.44032115209 0.150208386374 515.314410506
25.0 0.440159084031 0.148210977307 512.365550416
25.1 0.439958922668 0.146247944305 509.400312616
25.2 0.439777267254 0.144318562302 506.484216034
25.3 0.439601939877 0.142422124321 503.602602599
25.4 0.439426961123 0.140557940946 500.748184466
25.5 0.439228604191 0.138725339826 497.893707356
25.6 0.439064233435 0.136923665186 495.103927009
25.7 0.438881739307 0.135152277352 492.319445944
25.8 0.438710564033 0.133410552299 489.573103534
25.9 0.438539575721 0.131697881208 486.852015482
26.0 0.438350744618 0.130013670041 484.13594281
26.1 0.438183998774 0.128357339122 481.46874364
26.2 0.437943462638 0.126728322743 478.744923109
26.3 0.437669483509 0.125126068769 476.009288757
26.4 0.437504821053 0.123550038268 473.416559674
26.5 0.437353136588 0.121999705145 470.860910927
26.6 0.437124336092 0.120474555788 468.245332124
26.7 0.436783627337 0.118974088728 465.533699345
26.8 0.436617735822 0.117497814308 463.031581198
26.9 0.436464938832 0.116045254359 460.5652547
27.0 0.43619897477 0.114615941894 458.001668919
27.1 0.435908862465 0.113209420802 455.435325174
27.2 0.435740137923 0.11182524556 453.017625259
27.3 0.435603820345 0.110462980946 450.654380551
27.4 0.435431883354 0.109122201764 448.274810652
27.5 0.435278795673 0.10780249258 445.935005673
27.6 0.435118954598 0.106503447464 443.608333863
27.7 0.434975506768 0.105224669737 441.318137076
27.8 0.434825916772 0.103965771726 439.04118186
27.9 0.434469085442 0.102726374534 436.575250015
28.0 0.434303352096 0.101506107805 434.321454867
28.1 0.43415279377 0.100304609506 432.101720354
28.2 0.433878725726 0.0991215257089 429.778231899
28.3 0.433642119098 0.0979565103809 427.511201513
28.4 0.433488354847 0.0968092251832 425.34440409
28.5 0.433363284015 0.0956793392725 423.223588532
28.6 0.433191788616 0.0945665291096 421.075133852
28.7 0.433059354696 0.093470478273 418.982174898
28.8 0.43284672472 0.0923908772789 416.829133975
28.9 0.432546546996 0.0913274234052 414.609839121
29.0 0.432415975657 0.0902798205213 412.57060075
29.1 0.43226887436 0.0892477789224 410.53219751
29.2 0.432145593589 0.0882310151687 408.532801423
29.3 0.43200809104 0.087229251929 406.536115858
29.4 0.431745236335 0.0862422178287 404.438038801
29.5 0.431423672006 0.0852696473027 402.302131479
29.6 0.431139895686 0.0843112804512 400.218521744
29.7 0.430862774128 0.0833668629006 398.157769937
29.8 0.430673040087 0.082436145668 396.19387402
29.9 0.430529998533 0.0815188850292 394.288299287
30.0 0.43040898915 0.0806148423907 392.41781543
30.1 0.430116697592 0.0797237841649 390.406520519
30.2 0.429909758429 0.078845481649 388.488228298
30.3 0.429809830446 0.0779797109071 386.681225316
30.4 0.429682068924 0.0771262526557 384.863293892
30.5 0.429531284288 0.0762848921518 383.038898493
30.6 0.429216613231 0.0754554190849 381.083088164
30.7 0.429080501654 0.0746376274709 379.30033003
30.8 0.428899195122 0.0738313155498 377.491463589
30.9 0.428639034077 0.0730362856857 375.627361073
31.0 0.428491282224 0.0722523442692 373.875653193
31.1 0.428387421954 0.071479301623 372.175391245
31.2 0.428259999009 0.0707169719098 370.467589618
31.3 0.428132866964 0.0699651730424 368.772918878
31.4 0.428028438745 0.0692237265963 367.110461441
31.5 0.427891040939 0.068492457725 365.432286582
31.6 0.427785619026 0.067771195077 363.793850877
31.7 0.427667343623 0.067059770715 362.156714654
31.8 0.427552532893 0.0663580200377 360.534647457
31.9 0.427437142217 0.0656657817032 358.924088607
32.0 0.427308397161 0.0649828975545 357.314236701
32.1 0.427220250305 0.0643092125468 355.750034385
32.2 0.426930376485 0.0636445746771 354.029989579
32.3 0.426756719085 0.0629888349151 352.418624425
32.4 0.426661333817 0.0623418471362 350.883411681
32.5 0.426542585233 0.0617034680562 349.340194046
32.6 0.426432950067 0.0610735571672 347.815582355
32.7 0.426314063031 0.0604519766761 346.294452696
32.8 0.426219018636 0.0598385914434 344.803557691
32.9 0.426105400451 0.0592332689249 343.308375858
33.0 0.425986447747 0.0586358791134 341.819604501
33.1 0.42589146818 0.0580462944835 340.360609241
33.2 0.425754816698 0.0574643899363 338.878800996
33.3 0.425602268983 0.0568900427461 337.394909442
33.4 0.425469342346 0.0563231325091 335.937023936
33.5 0.425317774543 0.0557635410916 334.474763537
33.6 0.425057509228 0.0552111525819 332.937661897
33.7 0.424950448344 0.0546658532407 331.530958041
33.8 0.424858686006 0.0541275314553 330.145960054
33.9 0.424747620583 0.0535960776929 328.755648279
34.0 0.424644245648 0.0530713844563 327.380915259
34.1 0.424515709324 0.0525533462398 325.99636854
34.2 0.424354676048 0.0520418594873 324.596530897
34.3 0.424248489226 0.0515368225498 323.248149691
34.4 0.424160322219 0.0510381356457 321.922692405
34.5 0.424051198311 0.0505457008208 320.590442856
34.6 0.423964958485 0.0500594219096 319.284513729
34.7 0.423851644451 0.0495792044978 317.967139778
34.8 0.423746789518 0.0491049558852 316.665024178
34.9 0.423669260716 0.0486365850503 315.392053525
35.0 0.423561324951 0.0481740026146 314.105096261
35.1 0.423464544386 0.0477171208087 312.835032969
35.2 0.42336838876 0.0472658534389 311.573937573
35.3 0.423142510863 0.0468201158543 310.226160295
35.4 0.423017710626 0.0463798249151 308.961271274
35.5 0.422919462399 0.0459448989615 307.724122831
35.6 0.422818134307 0.045515257783 306.492938026
35.7 0.422648020442 0.045090822589 305.220214793
35.8 0.422496475686 0.0446715159798 303.96928287
35.9 0.422259100396 0.0442572619179 302.665082754
36.0 0.422140248401 0.0438479857008 301.454155102
36.1 0.421857316261 0.0434436139336 300.134416487
36.2 0.421784833693 0.0430440745025 298.972566125
36.3 0.421683138623 0.0426492965494 297.797619751
36.4 0.421502578864 0.0422592104462 296.574799883
36.5 0.421363566725 0.0418737477707 295.38906028
36.6 0.421223270634 0.0414928412816 294.210091799
36.7 0.421099738039 0.041116424896 293.050393701
36.8 0.420998622003 0.0407444336657 291.913689034
36.9 0.420848211809 0.0403768037547 290.750198272
37.0 0.420631818674 0.0400134724177 289.548737435
37.1 0.420549848017 0.0396543779779 288.447185352
37.2 0.420463206358 0.0392994598068 287.349418364
37.3 0.420361439267 0.0389486583028 286.2482892
37.4 0.420294029798 0.0386019148717 285.177421585
37.5 0.420195855282 0.0382591719067 284.092474495
37.6 0.420121992024 0.0379203727695 283.030714585
37.7 0.420031437718 0.0375854617712 281.964382199
37.8 0.419948026608 0.037254384154 280.909480789
37.9 0.419849716382 0.0369270860735 279.851208578
38.0 0.419579107786 0.0366035145807 278.685067949
38.1 0.41947893519 0.0362836176051 277.639052448
38.2 0.419227697636 0.0359673439375 276.499866348
38.3 0.419130369954 0.0356546432142 275.468939843
38.4 0.419005809088 0.0353454659001 274.426513089
38.5 0.418815994556 0.0350397632737 273.347902339
38.6 0.418732133941 0.0347374874111 272.34484931
38.7 0.418654226697 0.0344385911711 271.351765176
38.8 0.418577360729 0.0341430281806 270.365384439
38.9 0.418498869891 0.03385075282 269.383932067
39.0 0.418411687948 0.0335617202091 268.402834695
39.1 0.418340753834 0.0332758861932 267.438041863
39.2 0.418261897406 0.0329932073295 266.473997775
39.3 0.418148406884 0.0327136408742 265.493744632
39.4 0.418013130634 0.0324371447691 264.505587613
39.5 0.417924407293 0.032163677629 263.552712945
39.6 0.417634270343 0.0318931987296 262.478928076
39.7 0.417382964805 0.0316256679946 261.435948516
39.8 0.417315882698 0.0313610459847 260.514236432
39.9 0.417252270908 0.0310992938851 259.600122355
40.0 0.417164140348 0.0308403734945 258.676183536
40.1 0.417095187454 0.030584247214 257.769532322
40.2 0.41686676238 0.0303308780356 256.769965195
40.3 0.416760849574 0.0300802295322 255.851529092
40.4 0.416675816333 0.0298322658464 254.951240669
40.5 0.41660767333 0.0295869516808 254.066495832
40.6 0.416537041674 0.0293442522872 253.185370224
40.7 0.416462456456 0.0291041334574 252.306949078
40.8 0.416380985045 0.0288665615134 251.429443283
40.9 0.416323969227 0.0286315032973 250.571715746
41.0 0.416247473628 0.0283989261629 249.707224008
41.1 0.416163646408 0.0281687979659 248.84330619
41.2 0.416114405653 0.0279410870554 248.004948008
41.3 0.415904939586 0.0277157622649 247.076177168
41.4 0.415785194111 0.0274927929039 246.205883662
41.5 0.415704903346 0.0272721487493 245.363840985
41.6 0.41553770319 0.0270538000376 244.475439728
41.7 0.415299001536 0.0268377174562 243.55017016
41.8 0.415214262181 0.0266238721361 242.720193186
41.9 0.415141835365 0.0264122356438 241.902064187
42.0 0.415085686105 0.0262027799739 241.097980279
42.1 0.414882707417 0.0259954775415 240.213377223
42.2 0.41474259108 0.025790301175 239.370053195
42.3 0.414677440878 0.0255872241088 238.574587406
42.4 0.414483290836 0.0253862199767 237.709557507
42.5 0.414369866353 0.0251872628045 236.895528352
42.6 0.414318537748 0.0249903270036 236.121409204
42.7 0.414191201009 0.0247953873643 235.308372507
42.8 0.413989546659 0.0246024190492 234.457747756
42.9 0.413927507856 0.0244113975871 233.690674034
43.0 0.413850940344 0.0242222988665 232.919623741
43.1 0.413804215153 0.0240350991298 232.169535362
43.2 0.413720745232 0.023849774967 231.402976863
43.3 0.413686562261 0.0236663033099 230.668077963
43.4 0.413591909503 0.0234846614264 229.903541424
43.5 0.413542338117 0.0233048269148 229.168139303
43.6 0.413482917171 0.0231267776985 228.431262487
43.7 0.413419121531 0.0229504920201 227.695945994
43.8 0.413338007275 0.0227759484362 226.955074359
43.9 0.41330141194 0.0226031258126 226.242554544
44.0 0.413224547342 0.0224320033186 225.511861627
44.1 0.413168154109 0.0222625604221 224.796214733
44.2 0.413108456529 0.0220947768849 224.082586313
44.3 0.413046915525 0.0219286327575 223.371753888
44.4 0.412917696141 0.0217641083748 222.628202389
44.5 0.41275428755 0.0216011843508 221.870234592
44.6 0.412694414422 0.0214398415746 221.171795873
44.7 0.412631428867 0.0212800612056 220.475373398
44.8 0.412571215279 0.0211218246689 219.784089312
44.9 0.412469886891 0.0209651136515 219.074593576
45.0 0.412261813926 0.0208099100977 218.312300123
45.1 0.412203454318 0.0206561962048 217.633088248
45.2 0.412157562234 0.0205039544192 216.963977524
45.3 0.412090718553 0.0203531674325 216.287343438
45.4 0.412037198726 0.0202038181773 215.621194248
45.5 0.411948882626 0.0200558898232 214.940335145
45.6 0.411637361942 0.0199093657736 214.146884821
45.7 0.411377443839 0.0197642296612 213.384382879
45.8 0.411273541987 0.0196204653448 212.706565336
45.9 0.411216766288 0.0194780569058 212.05654389
46.0 0.411165130251 0.0193369886441 211.412492191
46.1 0.411095386685 0.0191972450752 210.762444556
46.2 0.411041834244 0.0190588109264 210.123991343
46.3 0.410990799449 0.0189216711338 209.490067073
46.4 0.410940994114 0.0187858108385 208.859982501
46.5 0.41088692038 0.0186512153842 208.230922864
46.6 0.410738620724 0.0185178703129 207.557425929
46.7 0.410656071286 0.0183857613627 206.920487077
46.8 0.41062183402 0.0182548744646 206.311035725
46.9 0.41036766825 0.0181251957389 205.594452182
47.0 0.410319429819 0.0179967114929 204.984402786
47.1 0.410277753907 0.0178694082178 204.380669635
47.2 0.410210131907 0.0177432725857 203.767055025
47.3 0.409921771135 0.0176182914469 203.047160237
47.4 0.409782500742 0.0174944518272 202.404560965
47.5 0.409726837537 0.0173717409252 201.806355209
47.6 0.409673717898 0.0172501461093 201.212358017
47.7 0.409621195056 0.0171296549158 200.621584619
47.8 0.40957186331 0.0170102550456 200.035279088
47.9 0.40951935244 0.0168919343621 199.450305497
48.0 0.409461710083 0.0167746808887 198.865708511
48.1 0.409410017859 0.016658482806 198.286856074
48.2 0.409366974844 0.0165433284501 197.715007869
48.3 0.409314189939 0.0164292063094 197.141251697
48.4 0.409252991529 0.016316105023 196.5662453
48.5 0.409213712906 0.0162040133782 196.004531891
48.6 0.40914331649 0.0160929203079 195.430671569
48.7 0.409006513375 0.0159828148891 194.82795865
48.8 0.408876665441 0.0158736863402 194.231484134
48.9 0.408645432978 0.015765524019 193.589876336
49.0 0.408590032584 0.0156583174207 193.034477652
49.1 0.408546783059 0.0155520561759 192.48746798
49.2 0.408495196138 0.0154467300485 191.939155634
49.3 0.408444442303 0.0153423289335 191.393852016
49.4 0.408398239162 0.0152388428557 190.853273526
49.5 0.408335308151 0.0151362619669 190.307468306
49.6 0.4083044409 0.0150345765449 189.779160447
49.7 0.408250129572 0.0149337769908 189.242481558
49.8 0.40808741711 0.014833853828 188.658227045
49.9 0.408001898321 0.0147347976999 188.112353351
50.0 0.407959575648 0.0146365993681 187.588922817
50.1 0.40790432797 0.014539249711 187.062022106
50.2 0.407863414233 0.014442739722 186.54414969
50.3 0.407824069519 0.0143470605076 186.029414003
50.4 0.407757305324 0.014252203286 185.504605272
50.5 0.407728561806 0.0141581593853 184.99949915
50.6 0.407665395221 0.0140649202421 184.48115937
50.7 0.407443991906 0.0139724773998 183.893812482
50.8 0.407216637729 0.0138808225072 183.306558291
50.9 0.407162211089 0.0137899473167 182.799708906
51.0 0.407136574477 0.0136998436832 182.308092208
51.1 0.407083118042 0.0136105035621 181.806309098
51.2 0.407034714228 0.0135219190086 181.309085013
51.3 0.406997252979 0.0134340821756 180.819004017
51.4 0.406698467237 0.0133469853125 180.215366839
51.5 0.406541663463 0.0132606207643 179.677309977
51.6 0.406345346487 0.0131749809693 179.124319855
51.7 0.405925653 0.0130900584588 178.47567546
51.8 0.405861528995 0.0130058458549 177.986012351
51.9 0.405805607744 0.01292233587 177.502162606
52.0 0.405789653272 0.0128395213049 177.037942169
52.1 0.405736372447 0.0127573950479 176.559567701
52.2 0.405641655618 0.0126759500734 176.065367118
52.3 0.405452088447 0.012595179441 175.532340128
52.4 0.405430913026 0.0125150762937 175.074461369
52.5 0.405380498643 0.0124356338576 174.606034855
52.6 0.4051510732 0.0123568454398 174.062798048
52.7 0.405111278568 0.012278704428 173.603299071
52.8 0.40506923379 0.0122012042892 173.144885018
52.9 0.405021278682 0.0121243385684 172.685989683
53.0 0.404981126011 0.0120481008875 172.232451135
53.1 0.404758317685 0.0119724849446 171.703436757
53.2 0.404719660589 0.0118974845126 171.254731393
53.3 0.404682402525 0.0118230934385 170.808596261
53.4 0.404642570351 0.0117493056421 170.363341734
53.5 0.404594809993 0.0116761151149 169.91671513
53.6 0.404552644509 0.0116035159196 169.474394245
53.7 0.404506810952 0.0115315021886 169.032478573
53.8 0.404283201377 0.0114600681236 168.518393651
53.9 0.404085218014 0.0113892079941 168.017253926
54.0 0.403896822743 0.0113189161368 167.522313745
54.1 0.403811290613 0.0112491869546 167.072121162
54.2 0.403745787539 0.0111800149157 166.632160099
54.3 0.403588382285 0.011111394553 166.156275443
54.4 0.403542631471 0.0110433204627 165.728332285
54.5 0.403506496393 0.0109757873039 165.306176998
54.6 0.403467777452 0.0109087897973 164.884783654
54.7 0.403435377311 0.0108423227251 164.467778226
54.8 0.403396835654 0.0107763809293 164.0500635
54.9 0.403342852069 0.0107109593117 163.627873879
55.0 0.4033160689 0.0106460528325 163.218501232
55.1 0.403271516714 0.0105816565099 162.803699785
55.2 0.403231419924 0.0105177654191 162.392461579
55.3 0.403135995064 0.0104543746917 161.960744734
55.4 0.402948184807 0.0103914795149 161.493848064
55.5 0.402813063798 0.0103290751308 161.050031289
55.6 0.402610331159 0.0102671568354 160.581147929
55.7 0.402563428174 0.0102057199786 160.176286313
55.8 0.402520030421 0.0101447599625 159.774524704
55.9 0.402363957558 0.0100842722416 159.329837268
56.0 0.402265526202 0.0100242523216 158.909815473
56.1 0.402189424693 0.00996469575893 158.500368722
56.2 0.40201898035 0.00990559816005 158.055553102
56.3 0.401980630355 0.00984695518076 157.664436082
56.4 0.401904985948 0.00978876252562 157.260357522
56.5 0.401600995642 0.00973101594728 156.768832764
56.6 0.40140875329 0.00967371124586 156.322929407
56.7 0.401017646682 0.00961684426836 155.80164873
56.8 0.40082304317 0.00956041090803 155.35877035
56.9 0.400480331017 0.00950440710379 154.860486144
57.0 0.40023553821 0.00944882883964 154.402101078
