# r frac rho dNdR
23.4 0.445838208629 0.184849821805 567.071603395
23.5 0.445613586956 0.182235649936 563.556356641
23.6 0.445393611046 0.179669314192 560.082190314
23.7 0.445196283998 0.177149742066 556.671017804
23.8 0.444992469886 0.174675889478 553.285646196
23.9 0.444785396493 0.172246739913 549.92972695
24.0 0.444570511157 0.169861303573 546.5972624
24.1 0.44437957279 0.167518616575 543.326783259
24.2 0.444160736539 0.165217740166 540.05431228
24.3 0.443976559412 0.162957759968 536.855613688
24.4 0.44376677472 0.160737785246 533.657085161
24.5 0.443581822694 0.158556948206 530.519134077
24.6 0.443368155397 0.156414403313 527.377160435
24.7 0.443192281341 0.154309326633 524.309992504
24.8 0.442998833477 0.152240915194 521.251351879
24.9 0.442785408246 0.150208386374 518.198366234
25.0 0.442618701267 0.148210977307 515.228658744
25.1 0.442415972667 0.146247944305 512.245173746
25.2 0.442228160302 0.144318562302 509.306869083
25.3 0.442048789419 0.142422124321 506.40568349
25.4 0.441870574338 0.140557940946 503.532799406
25.5 0.441475628348 0.138725339826 500.440852914
25.6 0.441261574468 0.136923665186 497.581724314
25.7 0.441076368978 0.135152277352 494.781291054
25.8 0.440901389664 0.133410552299 492.017925681
25.9 0.440725904583 0.131697881208 489.27920489
26.0 0.44053424809 0.130013670041 486.547510543
26.1 0.440363524473 0.128357339122 483.863567511
26.2 0.440215855296 0.126728322743 481.229025604
26.3 0.43999925407 0.125126068769 478.543146998
26.4 0.439607449483 0.123550038268 475.691778299
26.5 0.439453454061 0.121999705145 473.12214405
26.6 0.439277862647 0.120474555788 470.552178651
26.7 0.439105467731 0.118974088728 468.00836845
26.8 0.438936520145 0.117497814308 465.49064386
26.9 0.438781625885 0.116045254359 463.009862429
27.0 0.438615808599 0.114615941894 460.539304245
27.1 0.438449841446 0.113209420802 458.090126872
27.2 0.438276292346 0.11182524556 455.654340481
27.3 0.43813759025 0.110462980946 453.275694814
27.4 0.437878052572 0.109122201764 450.793128867
27.5 0.4374445749 0.10780249258 448.153806087
27.6 0.437183385687 0.106503447464 445.713042991
27.7 0.437036997974 0.105224669737 443.409688082
27.8 0.436884206192 0.103965771726 441.119424634
27.9 0.436727800831 0.102726374534 438.844914921
28.0 0.436505137041 0.101506107805 436.523331587
28.1 0.436335683053 0.100304609506 434.274296986
28.2 0.436190591124 0.0991215257089 432.068248358
28.3 0.436042904763 0.0979565103809 429.878044398
28.4 0.435886303586 0.0968092251832 427.697302538
28.5 0.435756694632 0.0956793392725 425.560998892
28.6 0.435582425152 0.0945665291096 423.398902736
28.7 0.435447708278 0.093470478273 421.292891818
28.8 0.435312771891 0.0923908772789 419.203924514
28.9 0.435149613267 0.0913274234052 417.104962236
29.0 0.434870253492 0.0902798205213 414.912241526
29.1 0.434529891841 0.0892477789224 412.679519536
29.2 0.43429480085 0.0882310151687 410.564574225
29.3 0.434153697909 0.087229251929 408.555213882
29.4 0.434002596143 0.0862422178287 406.552624202
29.5 0.43372932663 0.0852696473027 404.452152049
29.6 0.433500627674 0.0843112804512 402.409941921
29.7 0.433023038781 0.0833668629006 400.15405787
29.8 0.43280828927 0.082436145668 398.158177719
29.9 0.43266277091 0.0815188850292 396.241536451
30.0 0.432538252019 0.0806148423907 394.359133349
30.1 0.432414847209 0.0797237841649 392.492495328
30.2 0.432248456256 0.078845481649 390.601594087
30.3 0.432147732626 0.0779797109071 388.784534304
30.4 0.432015534035 0.0771262526557 386.953362651
30.5 0.431867411002 0.0762848921518 385.122163289
30.6 0.431760305563 0.0754554190849 383.34152388
30.7 0.431621174954 0.0746376274709 381.546244764
30.8 0.431485512722 0.0738313155498 379.767785921
30.9 0.4313867075 0.0730362856857 378.035217649
31.0 0.431235301772 0.0722523442692 376.269919175
31.1 0.431126212153 0.071479301623 374.554803574
31.2 0.430998075342 0.0707169719098 372.836170718
31.3 0.43086536602 0.0699651730424 371.12656124
31.4 0.430759362096 0.0692237265963 369.452713592
31.5 0.430569434731 0.068492457725 367.719718367
31.6 0.430291651006 0.067771195077 365.925009532
31.7 0.430170559391 0.067059770715 364.276484639
31.8 0.430054269027 0.0663580200377 362.644242152
31.9 0.429934405366 0.0656657817032 361.021070388
32.0 0.429802620217 0.0649828975545 359.39989992
32.1 0.429712461345 0.0643092125468 357.825320288
32.2 0.429574403301 0.0636445746771 356.222536275
32.3 0.42945549507 0.0629888349151 354.647292137
32.4 0.429357285392 0.0623418471362 353.100544126
32.5 0.429077967788 0.0617034680562 351.416683157
32.6 0.428958734505 0.0610735571672 349.875712054
32.7 0.428837449854 0.0604519766761 348.344197086
32.8 0.428739187146 0.0598385914434 346.84232891
32.9 0.428622782968 0.0592332689249 345.336602917
33.0 0.428500226113 0.0586358791134 343.836707936
33.1 0.428403348495 0.0580462944835 342.368034086
33.2 0.428278434757 0.0574643899363 340.887470372
33.3 0.428193329342 0.0568900427461 339.448964692
33.4 0.428057679834 0.0563231325091 337.980692671
33.5 0.427959196488 0.0557635410916 336.552007972
33.6 0.427852548515 0.0552111525819 335.12695117
33.7 0.427742605504 0.0546658532407 333.70929799
33.8 0.427648128963 0.0541275314553 332.313559196
33.9 0.427534940809 0.0535960776929 330.91304063
34.0 0.427428296379 0.0530713844563 329.527288573
34.1 0.427324911343 0.0525533462398 328.153625943
34.2 0.427219230095 0.0520418594873 326.787679855
34.3 0.427111393651 0.0515368225498 325.429485822
34.4 0.426856046008 0.0510381356457 323.968651479
34.5 0.426703457839 0.0505457008208 322.59559945
34.6 0.426613185688 0.0500594219096 321.278871796
34.7 0.426497629509 0.0495792044978 319.95211804
34.8 0.426391423808 0.0491049558852 318.641353443
34.9 0.426148757396 0.0486365850503 317.237864921
35.0 0.425992866434 0.0481740026146 315.908281601
35.1 0.425893349062 0.0477171208087 314.629315869
35.2 0.42579567858 0.0472658534389 313.360278421
35.3 0.425707061896 0.0468201158543 312.106356209
35.4 0.425608377097 0.0463798249151 310.853427527
35.5 0.425506451142 0.0459448989615 309.6064643
35.6 0.425212806177 0.045515257783 308.228790766
35.7 0.425113855364 0.045090822589 307.000946343
35.8 0.42502469345 0.0446715159798 305.788234233
35.9 0.424934310644 0.0442572619179 304.582608582
36.0 0.424833896301 0.0438479857008 303.377713338
36.1 0.424733215727 0.0434436139336 302.180502628
36.2 0.424658879145 0.0430440745025 301.009767739
36.3 0.424547879688 0.0426492965494 299.820733772
36.4 0.424256793491 0.0422592104462 298.512701791
36.5 0.424173197331 0.0418737477707 297.358699351
36.6 0.424081099824 0.0414928412816 296.206188043
36.7 0.423994459806 0.041116424896 295.064879289
36.8 0.42389270769 0.0407444336657 293.92040161
36.9 0.423805504657 0.0403768037547 292.793294708
37.0 0.423720547699 0.0400134724177 291.674914176
37.1 0.423637108931 0.0396543779779 290.564679213
37.2 0.423402500778 0.0392994598068 289.358166166
37.3 0.423242647167 0.0389486583028 288.210269427
37.4 0.423172966094 0.0386019148717 287.130834128
37.5 0.423074459832 0.0382591719067 286.038685719
37.6 0.422998019915 0.0379203727695 284.968257119
37.7 0.42290679154 0.0375854617712 283.894588586
37.8 0.422822352245 0.037254384154 282.832159957
37.9 0.422572900281 0.0369270860735 281.666349272
38.0 0.42228470501 0.0366035145807 280.482129653
38.1 0.422128455108 0.0362836176051 279.392680909
38.2 0.421894245356 0.0359673439375 278.258576692
38.3 0.421794330303 0.0356546432142 277.219799207
38.4 0.421719478421 0.0353454659001 276.203822129
38.5 0.421639449244 0.0350397632737 275.190681571
38.6 0.421497570756 0.0347374874111 274.143499119
38.7 0.421278012226 0.0344385911711 273.052378211
38.8 0.421199823121 0.0341430281806 272.059272163
38.9 0.421119663805 0.03385075282 271.070913372
39.0 0.421031975075 0.0335617202091 270.083697139
39.1 0.420959269742 0.0332758861932 269.112014003
39.2 0.420712378172 0.0329932073295 268.035195221
39.3 0.420510953132 0.0327136408742 266.993789209
39.4 0.420437606444 0.0324371447691 266.039719801
39.5 0.420192902804 0.032163677629 264.983278224
39.6 0.420087271526 0.0318931987296 264.020614587
39.7 0.419995218134 0.0316256679946 263.072184262
39.8 0.41992743377 0.0313610459847 262.144527206
39.9 0.419861450047 0.0310992938851 261.223464565
40.0 0.419773217215 0.0308403734945 260.294026445
40.1 0.419703457855 0.030584247214 259.381472861
40.2 0.419616673395 0.0303308780356 258.463778709
40.3 0.419479537579 0.0300802295322 257.520544989
40.4 0.419379869835 0.0298322658464 256.605768646
40.5 0.419309704421 0.0295869516808 255.714318507
40.6 0.419238366817 0.0293442522872 254.827327452
40.7 0.419162237697 0.0291041334574 253.942567266
40.8 0.419079544185 0.0288665615134 253.058953868
40.9 0.419021511587 0.0286315032973 252.195277845
41.0 0.418943230809 0.0283989261629 251.324411101
41.1 0.418857609566 0.0281687979659 250.454150157
41.2 0.418784005972 0.0279410870554 249.596034688
41.3 0.41852725073 0.0277157622649 248.634010584
41.4 0.418470566435 0.0274927929039 247.796018365
41.5 0.418389738151 0.0272721487493 246.948526119
41.6 0.418312934722 0.0270538000376 246.108206006
41.7 0.418254010807 0.0268377174562 245.28312162
41.8 0.418184837858 0.0266238721361 244.456691105
41.9 0.418112720777 0.0264122356438 243.633191364
42.0 0.418053912846 0.0262027799739 242.822042313
42.1 0.417932243334 0.0259954775415 241.979031247
42.2 0.417811644794 0.025790301175 241.14136766
42.3 0.417743031114 0.0255872241088 240.338300243
42.4 0.417672719881 0.0253862199767 239.538721152
42.5 0.417600302048 0.0251872628045 238.742370589
42.6 0.417549185109 0.0249903270036 237.962565073
42.7 0.41746933326 0.0247953873643 237.170729706
42.8 0.417406464129 0.0246024190492 236.392875782
42.9 0.417341595534 0.0244113975871 235.618162387
43.0 0.417264838087 0.0242222988665 234.841000982
43.1 0.417119476177 0.0240350991298 234.029600058
43.2 0.416931548617 0.023849774967 233.198848764
43.3 0.416804315446 0.0236663033099 232.406510391
43.4 0.41670771885 0.0234846614264 231.635527923
43.5 0.416657823127 0.0233048269148 230.894612839
43.6 0.416596566617 0.0231267776985 230.15141789
43.7 0.416529885598 0.0229504920201 229.409239671
43.8 0.416448450757 0.0227759484362 228.662952462
43.9 0.416332046791 0.0226031258126 227.901534046
44.0 0.416170045697 0.0224320033186 227.119328612
44.1 0.41611280515 0.0222625604221 226.398338229
44.2 0.41605127289 0.0220947768849 225.678859376
44.3 0.4159882926 0.0219286327575 224.962421998
44.4 0.415922733858 0.0217641083748 224.248394867
44.5 0.415864326232 0.0216011843508 223.541991937
44.6 0.415738683016 0.0214398415746 222.803284763
44.7 0.415594690006 0.0212800612056 222.058689791
44.8 0.415531960679 0.0211218246689 221.361331513
44.9 0.415479700847 0.0209651136515 220.67319214
45.0 0.415408671604 0.0208099100977 219.978711405
45.1 0.415349638597 0.0206561962048 219.294194659
45.2 0.415302360605 0.0205039544192 218.619431714
45.3 0.415233601787 0.0203531674325 217.936897371
45.4 0.415178192698 0.0202038181773 217.264892616
45.5 0.415112583735 0.0200558898232 216.59104232
45.6 0.415044549381 0.0199093657736 215.919412399
45.7 0.415000812526 0.0197642296612 215.263849784
45.8 0.414806640234 0.0196204653448 214.533848437
45.9 0.414694730582 0.0194780569058 213.850062901
46.0 0.414572836425 0.0193369886441 213.164663282
46.1 0.414379678237 0.0191972450752 212.446251621
46.2 0.414325182901 0.0190588109264 211.802434429
46.3 0.414273133556 0.0189216711338 211.16313711
46.4 0.414220231102 0.0187858108385 210.526648494
46.5 0.414166583685 0.0186512153842 209.893003799
46.6 0.414100148876 0.0185178703129 209.256097773
46.7 0.414033627657 0.0183857613627 208.622362827
46.8 0.413989465263 0.0182548744646 208.003053617
46.9 0.413824122173 0.0181251957389 207.326137706
47.0 0.413628506209 0.0179967114929 206.637527153
47.1 0.413546970951 0.0178694082178 206.009236533
47.2 0.413475555722 0.0177432725857 205.389115873
47.3 0.413417120134 0.0176182914469 204.778516653
47.4 0.413374362071 0.0174944518272 204.178695083
47.5 0.413315426448 0.0173717409252 203.5738744
47.6 0.413262338617 0.0172501461093 202.974918819
47.7 0.413207036203 0.0171296549158 202.377834398
47.8 0.413020691523 0.0170102550456 201.719689996
47.9 0.412945770056 0.0168919343621 201.1190912
48.0 0.412886355158 0.0167746808887 200.52897629
48.1 0.412831601346 0.016658482806 199.944009057
48.2 0.412788730337 0.0165433284501 199.36763853
48.3 0.412733783196 0.0164292063094 198.78825762
48.4 0.412603514887 0.016316105023 198.175518317
48.5 0.41236259899 0.0162040133782 197.512780328
48.6 0.412186855932 0.0160929203079 196.884443225
48.7 0.412164664179 0.0159828148891 196.332326072
48.8 0.412101189825 0.0158736863402 195.763252048
48.9 0.412040420098 0.015765524019 195.198202488
49.0 0.41199680563 0.0156583174207 194.6439752
49.1 0.411950689668 0.0155520561759 194.091224004
49.2 0.411897194533 0.0154467300485 193.537648605
49.3 0.411846046541 0.0153423289335 192.987816998
49.4 0.411784377851 0.0152388428557 192.435688902
49.5 0.411634009429 0.0151362619669 191.84485064
49.6 0.411601342673 0.0150345765449 191.311554386
49.7 0.411546428118 0.0149337769908 190.770465683
49.8 0.41149636972 0.014833853828 190.234180943
49.9 0.411443577149 0.0147347976999 189.69916534
50.0 0.411400642291 0.0146365993681 189.1712021
50.1 0.411342658499 0.014539249711 188.638816019
50.2 0.411271449032 0.014442739722 188.102879724
50.3 0.410898468494 0.0143470605076 187.431804599
50.4 0.410831867856 0.014252203286 186.903342956
50.5 0.410799563629 0.0141581593853 186.392910974
50.6 0.410736576001 0.0140649202421 185.870963355
50.7 0.410704382543 0.0139724773998 185.365341518
50.8 0.410648071642 0.0138808225072 184.851201319
50.9 0.410556924873 0.0137899473167 184.323800963
51.0 0.410385021978 0.0136998436832 183.762685835
51.1 0.410328997649 0.0136105035621 183.25594276
51.2 0.410278814343 0.0135219190086 182.754133317
51.3 0.410242398569 0.0134340821756 182.260743462
51.4 0.410176731537 0.0133469853125 181.756647977
51.5 0.410145231428 0.0132606207643 181.269961988
51.6 0.410096709555 0.0131749809693 180.777988007
51.7 0.41005578516 0.0130900584588 180.291594511
51.8 0.410002143961 0.0130058458549 179.801832511
51.9 0.409943949696 0.01292233587 179.312301825
52.0 0.409928188117 0.0128395213049 178.843502481
52.1 0.409870928402 0.0127573950479 178.358754222
52.2 0.409822350465 0.0126759500734 177.879962742
52.3 0.409737409228 0.012595179441 177.38758371
52.4 0.409563824087 0.0125150762937 176.859148118
52.5 0.409513183115 0.0124356338576 176.386070282
52.6 0.409459658812 0.0123568454398 175.913871677
52.7 0.409420970094 0.012278704428 175.450141425
52.8 0.409380321545 0.0122012042892 174.98763863
52.9 0.409174354077 0.0121243385684 174.456706365
53.0 0.409025936814 0.0120481008875 173.952649027
53.1 0.408897303887 0.0119724849446 173.459245407
53.2 0.408856770755 0.0118974845126 173.005325098
53.3 0.408818305408 0.0118230934385 172.554280683
53.4 0.408776516157 0.0117493056421 172.103823022
53.5 0.408590630064 0.0116761151149 171.594830133
53.6 0.408501121317 0.0116035159196 171.128482346
53.7 0.4084674468 0.0115315021886 170.687521396
53.8 0.408407591907 0.0114600681236 170.237573831
53.9 0.408383713331 0.0113892079941 169.804553603
54.0 0.408340321484 0.0113189161368 169.365322029
54.1 0.408287692472 0.0112491869546 168.924179217
54.2 0.408134705681 0.0111800149157 168.443534813
54.3 0.408035093572 0.011111394553 167.986974784
54.4 0.40798819389 0.0110433204627 167.554051771
54.5 0.407949701814 0.0109757873039 167.126443358
54.6 0.40790813136 0.0109087897973 166.699418761
54.7 0.407876529515 0.0108423227251 166.278294796
54.8 0.407835449383 0.0107763809293 165.855121943
54.9 0.407779463553 0.0107109593117 165.427715628
55.0 0.407750574692 0.0106460528325 165.013107113
55.1 0.407705886598 0.0105816565099 164.593887769
55.2 0.407663735929 0.0105177654191 164.177478002
55.3 0.407627793078 0.0104543746917 163.765334154
55.4 0.407581832717 0.0103914795149 163.350924631
55.5 0.407555529517 0.0103290751308 162.946132288
55.6 0.40739318122 0.0102671568354 162.488787882
55.7 0.407201187309 0.0102057199786 162.021608026
55.8 0.407157833468 0.0101447599625 161.61543378
55.9 0.407119174353 0.0100842722416 161.212828783
56.0 0.407077214388 0.0100242523216 160.810610922
56.1 0.407044053327 0.00996469575893 160.413547889
56.2 0.407005499471 0.00990559816005 160.01602531
56.3 0.406964434178 0.00984695518076 159.619178574
56.4 0.406913121533 0.00978876252562 159.219977881
56.5 0.406892905148 0.00973101594728 158.834580821
56.6 0.406846468827 0.00967371124586 158.440570378
56.7 0.4068154993 0.00961684426836 158.054205455
56.8 0.406654375819 0.00956041090803 157.618991376
56.9 0.406466061989 0.00950440710379 157.175089725
57.0 0.40636191977 0.00944882883964 156.765524849
