# R appU appV SNR contamination
137.7 22.3796697013 21.2796697013 9.26344855368 0.00401416765053
137.8 22.3812460879 21.2812460879 9.24067509286 0.00650708807809
137.9 22.3828213309 21.2828213309 9.21796634065 0.0055779729409
138.0 22.384395432 21.284395432 9.19532210951 0.00465224470807
138.1 22.3859683929 21.2859683929 9.17274221225 0.00437093916125
138.2 22.3875402152 21.2875402152 9.15022646209 0.0078353408958
138.3 22.3891109005 21.2891109005 9.12777467262 0.00557103064067
138.4 22.3906804506 21.2906804506 9.10538665782 0.00413809411208
138.5 22.392248867 21.292248867 9.08306223206 0.0063998138236
138.6 22.3938161514 21.2938161514 9.0608012101 0.0053317535545
138.7 22.3953823054 21.2953823054 9.03860340709 0.00511053006893
138.8 22.3969473306 21.2969473306 9.01646863857 0.00812630601347
138.9 22.3985112287 21.2985112287 8.99439672047 0.00472757357286
139.0 22.4000740013 21.3000740013 8.97238746914 0.0063025210084
139.1 22.40163565 21.30163565 8.95044070129 0.00640801584528
139.2 22.4031961764 21.3031961764 8.92855623406 0.00677174547577
139.3 22.4047555821 21.3047555821 8.90673388495 0.00712367161042
139.4 22.4063138688 21.3063138688 8.88497347191 0.00663639538945
139.5 22.407871038 21.307871038 8.86327481325 0.0106644790812
139.6 22.4094270914 21.3094270914 8.8416377277 0.00792540792541
139.7 22.4109820306 21.3109820306 8.82006203439 0.00892236384705
139.8 22.412535857 21.312535857 8.79854755285 0.0092042409414
139.9 22.4140885725 21.3140885725 8.77709410301 0.00919032107957
140.0 22.4156401784 21.3156401784 8.75570150524 0.00885264997088
140.1 22.4171906764 21.3171906764 8.73436958026 0.00855001171234
140.2 22.4187400682 21.3187400682 8.71309814925 0.00945709281961
140.3 22.4202883551 21.3202883551 8.69188703376 0.00964252116651
140.4 22.421835539 21.321835539 8.67073605578 0.0106159589361
140.5 22.4233816212 21.3233816212 8.6496450377 0.0104797391709
140.6 22.4249266034 21.3249266034 8.6286138023 0.0102599976682
140.7 22.4264704872 21.3264704872 8.60764217281 0.00918818329844
140.8 22.428013274 21.328013274 8.58672997284 0.00913669907462
140.9 22.4295549655 21.3295549655 8.56587702643 0.00914098206961
141.0 22.4310955633 21.3310955633 8.54508315803 0.0108070010572
141.1 22.4326350688 21.3326350688 8.52434819251 0.00985568461809
141.2 22.4341734836 21.3341734836 8.50367195514 0.00955076052352
141.3 22.4357108092 21.3357108092 8.48305427161 0.0126404494382
141.4 22.4372470473 21.3372470473 8.46249496805 0.0128594809446
141.5 22.4387821993 21.3387821993 8.44199387099 0.0114077384453
141.6 22.4403162668 21.3403162668 8.42155080736 0.0117041198502
141.7 22.4418492512 21.3418492512 8.40116560454 0.0107101280559
141.8 22.4433811542 21.3433811542 8.3808380903 0.00999764761233
141.9 22.4449119773 21.3449119773 8.36056809286 0.0113649816503
142.0 22.4464417219 21.3464417219 8.34035544083 0.0129472693032
142.1 22.4479703896 21.3479703896 8.32019996327 0.0131532589548
142.2 22.449497982 21.349497982 8.30010148962 0.0128881077914
142.3 22.4510245004 21.3510245004 8.28005984978 0.0140712945591
142.4 22.4525499465 21.3525499465 8.26007487405 0.0147162703085
142.5 22.4540743217 21.3540743217 8.24014639317 0.0139019792648
142.6 22.4555976276 21.3555976276 8.22027423827 0.0134063884355
142.7 22.4571198656 21.3571198656 8.20045824093 0.0152428216944
142.8 22.4586410372 21.3586410372 8.18069823315 0.0149534911103
142.9 22.460161144 21.360161144 8.16099404733 0.015009380863
143.0 22.4616801873 21.3616801873 8.14134551633 0.0146990200653
143.1 22.4631981688 21.3631981688 8.1217524734 0.0136889308473
143.2 22.4647150899 21.3647150899 8.10221475224 0.0163390954298
143.3 22.466230952 21.366230952 8.08273218694 0.0172312050041
143.4 22.4677457567 21.3677457567 8.06330461205 0.0201759530792
143.5 22.4692595054 21.3692595054 8.04393186253 0.016364492583
143.6 22.4707721995 21.3707721995 8.02461377375 0.0163241338814
143.7 22.4722838407 21.3722838407 8.00535018152 0.01966325209
143.8 22.4737944302 21.3737944302 7.98614092208 0.0177158379591
143.9 22.4753039697 21.3753039697 7.96698583208 0.0173758865248
144.0 22.4768124605 21.3768124605 7.94788474859 0.0178045041858
144.1 22.4783199041 21.3783199041 7.92883750913 0.0225765157686
144.2 22.4798263019 21.3798263019 7.90984395162 0.0191279553285
144.3 22.4813316555 21.3813316555 7.89090391443 0.0155029585799
144.4 22.4828359662 21.3828359662 7.87201723631 0.0189573459716
144.5 22.4843392355 21.3843392355 7.85318375649 0.0183962264151
144.6 22.4858414648 21.3858414648 7.83440331458 0.019442797866
144.7 22.4873426556 21.3873426556 7.81567575064 0.0201746106654
144.8 22.4888428093 21.3888428093 7.79700090514 0.0266744321491
144.9 22.4903419274 21.3903419274 7.77837861899 0.0192285006488
145.0 22.4918400112 21.3918400112 7.75980873351 0.0216229060235
145.1 22.4933370622 21.3933370622 7.74129109045 0.0234440080923
145.2 22.4948330818 21.3948330818 7.72282553199 0.026616857343
145.3 22.4963280715 21.3963280715 7.70441190072 0.0256050508593
145.4 22.4978220326 21.3978220326 7.68605003967 0.02184893692
145.5 22.4993149666 21.3993149666 7.66773979227 0.0279015240328
145.6 22.5008068749 21.4008068749 7.6494810024 0.0280308339173
145.7 22.5022977588 21.4022977588 7.63127351435 0.0235809930087
145.8 22.5037876199 21.4037876199 7.61311717283 0.029068409993
145.9 22.5052764595 21.4052764595 7.59501182298 0.0267670915411
146.0 22.5067642789 21.4067642789 7.57695731036 0.0314099581201
146.1 22.5082510797 21.4082510797 7.55895348096 0.027134502924
146.2 22.5097368631 21.4097368631 7.54100018117 0.0245086431447
146.3 22.5112216306 21.4112216306 7.52309725783 0.0316455696203
146.4 22.5127053836 21.4127053836 7.50524455818 0.0276159403402
146.5 22.5141881235 21.4141881235 7.48744192989 0.0288875946418
146.6 22.5156698515 21.4156698515 7.46968922105 0.0291466697881
146.7 22.5171505692 21.4171505692 7.45198628018 0.030455075846
146.8 22.5186302779 21.4186302779 7.4343329562 0.0312976204431
146.9 22.520108979 21.420108979 7.41672909846 0.0369801512287
147.0 22.5215866737 21.4215866737 7.39917455674 0.0343281821399
147.1 22.5230633636 21.4230633636 7.38166918122 0.0353867857983
147.2 22.52453905 21.42453905 7.36421282251 0.0345804319603
147.3 22.5260137342 21.4260137342 7.34680533164 0.0289482899498
147.4 22.5274874176 21.4274874176 7.32944656006 0.036741401573
147.5 22.5289601016 21.4289601016 7.31213635963 0.0328326929794
147.6 22.5304317874 21.4304317874 7.29487458262 0.0366369187412
147.7 22.5319024766 21.4319024766 7.27766108174 0.0361729704254
147.8 22.5333721703 21.4333721703 7.2604957101 0.0355763604447
147.9 22.53484087 21.43484087 7.24337832122 0.0382120533082
148.0 22.536308577 21.436308577 7.22630876906 0.0372071117391
148.1 22.5377752926 21.4377752926 7.20928690797 0.0398074213246
148.2 22.5392410182 21.4392410182 7.19231259272 0.0358110495936
148.3 22.5407057551 21.4407057551 7.17538567851 0.0386164416015
148.4 22.5421695047 21.4421695047 7.15850602093 0.0400187771388
148.5 22.5436322683 21.4436322683 7.14167347601 0.0398725964374
148.6 22.5450940471 21.4450940471 7.12488790016 0.0457961484265
148.7 22.5465548426 21.4465548426 7.10814915024 0.0428907168038
148.8 22.548014656 21.448014656 7.09145708348 0.0443811558087
148.9 22.5494734888 21.4494734888 7.07481155755 0.0421114369501
149.0 22.5509313421 21.4509313421 7.05821243052 0.0428487345497
149.1 22.5523882173 21.4523882173 7.04165956089 0.0424028268551
149.2 22.5538441157 21.4538441157 7.02515280752 0.0444024563061
149.3 22.5552990386 21.4552990386 7.00869202974 0.0445103857567
149.4 22.5567529874 21.4567529874 6.99227708724 0.0443686006826
149.5 22.5582059633 21.4582059633 6.97590784015 0.0479346668245
149.6 22.5596579676 21.4596579676 6.95958414898 0.0466021708353
149.7 22.5611090017 21.4611090017 6.94330587466 0.0428268050967
149.8 22.5625590668 21.4625590668 6.92707287854 0.0460720614294
149.9 22.5640081642 21.4640081642 6.91088502234 0.0492576007542
150.0 22.5654562953 21.4654562953 6.89474216822 0.0470044991712
150.1 22.5669034612 21.4669034612 6.87864417872 0.0511605873993
