# a rho dNda dNdaerr
10.9 3.38280035693 2466.82309668 790.671698014
11.0 3.26861300109 2428.29226251 804.55623194
11.1 3.15926167986 2390.68393122 818.548798712
11.2 3.05450074055 2353.80207169 832.590330994
11.3 2.95409904678 2317.81272865 846.745882335
11.4 2.85783900239 2282.84911254 861.076660066
11.5 2.76551564869 2248.50784023 875.442379626
11.6 2.67693582913 2214.81086434 889.854797257
11.7 2.59191741577 2181.90039354 904.377187143
11.8 2.51028859251 2149.70636775 918.990092671
11.9 2.43188719045 2118.12712861 933.657289891
12.0 2.3565600712 2086.99924264 948.3097475
12.1 2.28416255437 2056.61120498 963.08161393
12.2 2.21455788567 2026.74574473 977.879755385
12.3 2.14761674244 1997.37025235 992.69110862
12.4 2.08321677382 1968.45028485 1007.50026227
12.5 2.02124217263 1940.05315447 1022.34382061
12.6 1.96158327689 1911.99196292 1037.12509089
12.7 1.90413619831 1884.50040764 1051.97093979
12.8 1.84880247611 1857.38976473 1066.78091596
12.9 1.79548875399 1830.53838792 1081.48248237
13.0 1.74410647867 1803.57992032 1095.84658969
13.1 1.6945716184 1776.07827557 1109.5756192
13.2 1.6468043999 1750.35570708 1124.11226203
13.3 1.60072906247 1725.1915352 1138.72478989
13.4 1.55627362806 1700.53260863 1153.38787678
13.5 1.51336968602 1676.49676876 1168.19219521
13.6 1.47195219161 1652.9332413 1183.04578078
13.7 1.43195927732 1629.88586977 1197.9890637
13.8 1.39333207594 1607.39060237 1213.06063179
13.9 1.35601455475 1584.95707922 1227.89499996
14.0 1.31995335996 1563.20250388 1242.96818196
14.1 1.28509767072 1542.05082306 1258.24167728
14.2 1.25139906202 1521.34352009 1273.60272361
14.3 1.21881137598 1500.03978284 1288.16825739
14.4 1.18729060081 1480.14928915 1303.65107539
14.5 1.15679475704 1460.67226421 1319.22426517
14.6 1.12728379059 1441.58230765 1334.8741105
14.7 1.098719472 1422.87494389 1350.60594448
14.8 1.07106530172 1404.60732656 1366.48527536
14.9 1.04428642081 1385.91801565 1381.66798504
15.0 1.01834952686 1368.10427181 1397.43130923
15.1 0.993222794743 1350.81974426 1413.46063726
15.2 0.96887580186 1333.96866482 1429.67674251
15.3 0.94527945766 1317.32891059 1445.85292189
15.4 0.922405937114 1301.09124305 1462.20400972
15.5 0.900228617928 1285.00044327 1478.45238373
15.6 0.878722021239 1269.37642158 1494.97083136
15.7 0.857861755597 1253.96861989 1511.48000652
15.8 0.837624464028 1238.91600614 1528.15388364
15.9 0.817987773979 1224.1254309 1544.88971419
16.0 0.798930249991 1209.58710575 1561.68229124
16.1 0.780431348917 1195.29673576 1578.53299282
16.2 0.762471377544 1181.28542454 1595.49096126
16.3 0.745031452471 1167.54770706 1612.55909569
16.4 0.728093462116 1154.03423441 1629.67821756
16.5 0.711640030722 1140.76014256 1646.8765904
16.6 0.69565448424 1127.72939303 1664.16835558
16.7 0.680120817999 1114.90829737 1681.51187172
16.8 0.665023666036 1102.387946 1699.05386886
16.9 0.650348272011 1089.94581083 1716.45983042
17.0 0.636080461604 1077.84339331 1734.14436345
17.1 0.622206616317 1065.88073395 1751.7998831
17.2 0.608713648598 1054.14426953 1769.5723124
17.3 0.595588978215 1042.60710733 1787.42585421
17.4 0.582820509813 1031.03510344 1804.95850903
17.5 0.570396611578 1019.45808565 1822.20608042
17.6 0.558306094963 1008.52509573 1840.3384236
17.7 0.546538195405 997.726949163 1858.46616934
17.8 0.535082553985 987.147673036 1876.75133943
17.9 0.523929199976 976.710184403 1895.0567442
18.0 0.513068534239 966.461379681 1913.47898807
18.1 0.502491313413 956.35292068 1931.9301282
18.2 0.492188634858 946.441125468 1950.53048221
18.3 0.482151922318 936.653678413 1969.13956679
18.4 0.47237291226 927.047987024 1987.8834258
18.5 0.462843640853 917.589139596 2006.69624868
18.6 0.453556431557 908.256955313 2025.53951427
18.7 0.444503883292 899.127686348 2044.59080148
18.8 0.435678859146 890.077474821 2063.57759206
18.9 0.427074475615 881.188689007 2082.69302723
19.0 0.418684092321 872.451630084 2101.92361686
19.1 0.410501302213 863.829592936 2121.18819296
19.2 0.402519922198 855.364772406 2140.59654622
19.3 0.394733984206 846.983581027 2159.9715118
19.4 0.387137726646 838.773983806 2179.54194396
19.5 0.37972558625 830.657494712 2199.11341153
19.6 0.372492190276 822.679167323 2218.80961326
19.7 0.365432349053 814.817187159 2238.57980789
19.8 0.358541048862 807.063786605 2258.40850864
19.9 0.351813445116 799.414896721 2278.28947702
20.0 0.345244855846 791.91502071 2298.35687818
20.1 0.338830755466 784.500662996 2318.43542138
20.2 0.332566768806 777.181051491 2338.55546381
20.3 0.326448665401 769.96929033 2358.76145147
20.4 0.320472354025 762.881127826 2379.10921527
20.5 0.314633877454 755.881101524 2399.49584874
20.6 0.308929407453 749.002697504 2420.03357729
20.7 0.303355239973 741.784713888 2439.2158505
20.8 0.297907790546 734.973199136 2459.46931582
20.9 0.292583589881 728.110527744 2479.2957112
21.0 0.287379279627 721.504360642 2499.74092337
21.1 0.282291608326 715.081662233 2520.58271499
21.2 0.277317427526 708.766637636 2541.57214362
21.3 0.272453688046 702.280257446 2561.70089585
21.4 0.267697436409 695.935133059 2582.08633258
21.5 0.2630458114 689.87807941 2603.29842205
21.6 0.258496040783 683.867981993 2624.45655357
21.7 0.254045438129 677.982001655 2645.86084076
21.8 0.249691399789 672.118005157 2667.12027918
21.9 0.245431401974 666.372604767 2688.61904935
22.0 0.241262997959 660.469144455 2709.23616706
22.1 0.237183815394 654.729359818 2730.27108536
22.2 0.233191553716 649.191522208 2751.90943357
22.3 0.229283981673 643.735267311 2773.66467637
22.4 0.225458934932 638.018169064 2794.04472054
22.5 0.221714313789 632.287473871 2814.08440171
22.6 0.218048080961 626.776622428 2834.82610802
22.7 0.214458259467 621.583082578 2856.75533773
22.8 0.210942930586 616.507062294 2878.99924217
22.9 0.207500231896 611.459949356 2901.15422794
23.0 0.204128355386 606.474946394 2923.3775637
23.1 0.200825545639 601.386138851 2944.86168113
23.2 0.197590098082 596.409257597 2966.6462371
23.3 0.194420357306 591.608539493 2989.07235184
23.4 0.191314715441 586.904230574 3011.76306125
23.5 0.188271610597 582.222320193 3034.34662687
23.6 0.185289525364 577.602044483 3057.02712739
23.7 0.182366985359 573.065555557 3079.92968565
23.8 0.179502557834 568.574111754 3102.85467636
23.9 0.176694850333 564.131146089 3125.82354791
24.0 0.173942509394 559.730188395 3148.80334509
24.1 0.171244219303 555.410334253 3172.01929742
24.2 0.168598700889 551.10580358 3195.10226448
24.3 0.166004710364 546.893628603 3218.50091526
24.4 0.163461038205 542.698414394 3241.78062505
24.5 0.160966508073 538.581332731 3265.30822973
24.6 0.158519975774 534.476447982 3288.69055706
24.7 0.156120328254 530.463387551 3312.41966831
24.8 0.153766482628 526.474678909 3336.0848641
24.9 0.151457385249 522.507241336 3359.66475675
25.0 0.149192010803 518.639044273 3383.66562825
25.1 0.146969361439 514.771995211 3407.45807656
25.2 0.144788465924 510.965180659 3431.43099277
25.3 0.142648378839 507.210169271 3455.5361778
25.4 0.140548179785 503.497831162 3479.71756565
25.5 0.138486972635 499.798003482 3503.76824226
25.6 0.136463884795 495.960544128 3526.61623014
25.7 0.1344780665 492.313060981 3550.57421961
25.8 0.132528690134 488.765619281 3575.03404421
25.9 0.130614949563 485.25593641 3599.55654868
26.0 0.128736059504 481.766334642 3624.01262352
26.1 0.126891254905 478.336928019 3648.70667941
26.2 0.12507979035 474.969007167 3673.65999802
26.3 0.123300939481 471.575557565 3698.20221111
26.4 0.121553994443 468.243233948 3723.00624864
26.5 0.119838265344 464.739951389 3746.21355218
26.6 0.118153079732 461.484906242 3771.18503784
26.7 0.116497782096 458.267321141 3796.24967492
26.8 0.11487173337 455.086909001 3821.41008251
26.9 0.113274310469 451.954051862 3846.75972762
27.0 0.111704905826 448.842445124 3872.08055191
27.1 0.110162926954 445.762806907 3897.46618002
27.2 0.108647796017 442.707186473 3922.84992304
27.3 0.107158949412 439.717875024 3948.6126207
27.4 0.105695837374 436.72186409 3974.10628687
27.5 0.104257923582 433.691760504 3999.06856134
27.6 0.102844684788 430.496820249 4022.25792368
27.7 0.101455610448 427.527125489 4047.29850421
27.8 0.100090202372 424.675657658 4073.23978638
27.9 0.0987479743792 421.849272999 4099.21373166
28.0 0.0974284519714 418.987520706 4124.62758283
28.1 0.0961311720078 416.205170904 4150.60507552
28.2 0.0948556823961 413.473544183 4176.87991921
28.3 0.0936015417901 410.766447079 4203.19677819
28.4 0.0923683192981 408.077648892 4229.4937034
28.5 0.0911555941993 405.440359612 4256.11956859
28.6 0.089962955669 402.787509237 4282.37499513
28.7 0.088790002513 400.19691366 4309.0845951
28.8 0.0876363429086 397.631237622 4335.85974652
28.9 0.0865015941546 395.06473322 4362.41955911
29.0 0.0853853824281 392.418152941 4387.87070176
29.1 0.0842873425492 389.843008364 4413.88790665
29.2 0.0832071177522 387.283967099 4439.85992977
29.3 0.0821443594638 384.739128306 4465.76451588
29.4 0.0810987270878 382.305802739 4492.74427349
29.5 0.0800698877965 379.910602981 4519.96771237
29.6 0.0790575163277 377.402163907 4545.62177808
29.7 0.0780612947883 374.831389967 4570.27006914
29.8 0.0770809124628 372.339841557 4595.62462845
29.9 0.0761160656284 369.979873772 4622.36795265
30.0 0.0751664573745 367.706220196 4649.98049495
30.1 0.0742317974283 365.4545969 4677.67245677
30.2 0.0733118019848 363.187669372 4704.96392931
30.3 0.0724061935416 360.996570894 4733.03611175
30.4 0.0715147007396 358.799409764 4760.83169374
30.5 0.0706370582065 356.609230183 4788.51659385
30.6 0.069773006406 354.472759223 4816.72269301
30.7 0.0689222914913 352.32954731 4844.63841789
30.8 0.0680846651619 350.208612039 4872.65791254
30.9 0.0672598845252 348.136612463 4901.16111713
31.0 0.0664477119614 346.041024163 4929.13300788
31.1 0.0656479149931 343.998071427 4957.65407225
31.2 0.0648602661575 341.958268472 4986.02309295
31.3 0.0640845428827 339.933069476 5014.40446044
31.4 0.0633205273676 337.94685453 5043.16330027
31.5 0.0625680064645 335.950738567 5071.57567852
31.6 0.0618267715657 333.958961509 5099.84776002
31.7 0.0610966184925 331.883947268 5126.6228464
31.8 0.060377347388 329.960076781 5155.51246861
31.9 0.0596687626121 328.050317657 5184.42554851
32.0 0.0589706726396 326.148181176 5213.25996741
32.1 0.0582828899617 324.29403101 5242.66638826
32.2 0.0576052309888 322.419964147 5271.55497062
32.3 0.0569375159576 320.576430451 5300.74295579
32.4 0.0562795688393 318.764157516 5330.25356834
32.5 0.0556312172509 316.948894025 5359.51932261
32.6 0.0549922923689 315.039702754 5386.97769425
32.7 0.054362628845 313.255369596 5416.35181983
32.8 0.0537420647246 311.505041143 5446.11906731
32.9 0.0531304413667 309.756433607 5475.72267917
33.0 0.0525276033664 308.01820473 5505.3126395
33.1 0.0519333984794 306.313016171 5535.29879585
33.2 0.0513476775487 304.602205443 5564.98870654
33.3 0.0507702944322 302.933923939 5595.26265269
33.4 0.0502011059339 301.243979171 5624.9420187
33.5 0.0496399717352 299.59417634 5655.17458153
33.6 0.0490867543291 297.952380124 5685.36610448
33.7 0.0485413189555 296.321899538 5715.57975383
33.8 0.0480035335387 294.715547805 5746.06679057
33.9 0.0474732686257 293.109577151 5776.36879811
34.0 0.0469503973271 291.521264936 5806.82460801
34.1 0.0464347952588 289.948167421 5837.39072776
34.2 0.0459263404852 288.386356661 5867.99149047
34.3 0.0454249134644 286.835809832 5898.62823527
34.4 0.0449303969941 285.308245291 5929.5463651
34.5 0.0444426761593 283.672561504 5958.00201008
34.6 0.0439616382813 282.143600755 5988.47778998
34.7 0.0434871728676 280.63808622 6019.25307873
34.8 0.0430191715637 279.150786392 6050.22479603
34.9 0.0425575281056 277.691457992 6081.61355976
35.0 0.0421021382736 276.121506099 6110.36614181
35.1 0.0416528998472 274.644051459 6140.94248403
35.2 0.0412097125614 273.209644222 6172.28390771
35.3 0.0407724780638 271.79235527 6203.8232733
35.4 0.0403410998728 270.379829777 6235.28245318
35.5 0.0399154833368 268.976359641 6266.75957248
35.6 0.0394955355947 267.583102541 6298.28309771
35.7 0.0390811655369 266.085628758 6327.13416289
35.8 0.0386722837675 264.721917483 6358.94819134
35.9 0.0382688025676 263.369472223 6390.84495946
36.0 0.0378706358592 262.021315826 6422.6565826
36.1 0.0374776991697 260.683422649 6454.52901403
36.2 0.0370899095983 259.371939174 6486.86858854
36.3 0.0367071857819 258.053410395 6518.84495569
36.4 0.0363294478629 256.743021886 6550.83515842
36.5 0.0359566174569 255.339289395 6580.22499296
36.6 0.035588617622 254.057529875 6612.54150879
36.7 0.0352253728281 252.788767694 6645.00919178
36.8 0.0348668089273 251.520651063 6677.30525086
36.9 0.0345128531252 250.27072568 6709.89558546
37.0 0.0341634339523 249.031540227 6742.58784019
37.1 0.0338184812364 247.802554295 6775.37083859
37.2 0.0334779260758 246.580365361 6808.15388425
37.3 0.0331417008131 245.272296693 6838.35365571
37.4 0.032809739009 244.047160885 6870.64762839
37.5 0.0324819754177 242.846384148 6903.43346185
37.6 0.032158345962 241.667133821 6936.64499169
37.7 0.0318387877094 240.48818644 6969.6801573
37.8 0.031523238849 239.321785475 7002.89262965
37.9 0.0312116386682 238.163014637 7036.1428993
38.0 0.0309039275305 236.920975223 7066.72135802
38.1 0.0306000468538 235.667306482 7096.70904035
38.2 0.0302999390888 234.504128424 7129.19510453
38.3 0.0300035476984 233.281747303 7159.65851906
38.4 0.0297108171372 232.172388817 7193.37852926
38.5 0.0294216928316 231.06821927 7227.07672871
38.6 0.0291361211603 229.969696777 7260.76747133
38.7 0.0288540494352 228.849959092 7293.59496779
38.8 0.0285754258832 227.695373896 7325.0968476
38.9 0.0283001996275 226.623053331 7359.03959078
39.0 0.0280283206699 225.554364435 7392.91577644
39.1 0.0277597398739 224.501293889 7427.12062991
39.2 0.0274944089472 223.363227347 7458.30431147
39.3 0.0272322804253 222.257429783 7490.33506914
39.4 0.026973307655 221.226968704 7524.70284081
39.5 0.0267174447792 220.194619226 7558.82271116
39.6 0.0264646467205 219.102591808 7590.68623238
39.7 0.0262148691664 218.063469613 7624.16799872
39.8 0.0259680685546 217.065051243 7658.88338098
39.9 0.0257242020583 216.07452599 7693.69880259
40.0 0.0254832275719 215.079493531 7728.17189993
40.1 0.0252451036971 214.100812542 7763.05008496
40.2 0.0250097897295 213.120264788 7797.67840315
40.3 0.024777245645 212.121047647 7831.43018889
40.4 0.0245474320872 211.147645017 7865.93942004
40.5 0.024320310354 210.195753018 7901.06566477
40.6 0.0240958423858 209.249806667 7936.2358781
40.7 0.0238739907528 208.307954315 7971.38085844
40.8 0.0236547186434 207.36928959 8006.46541278
40.9 0.0234379898524 206.449179478 8042.08704022
41.0 0.0232237687694 205.525377123 8077.38630391
41.1 0.0230120203678 204.604257931 8112.60780113
41.2 0.0228027101939 203.706589853 8148.58073319
41.3 0.0225958043558 202.78637141 8183.46919014
41.4 0.0223912695134 201.815343059 8216.09436704
41.5 0.0221890728677 200.92141954 8251.65057299
41.6 0.0219891821511 200.035416956 8287.35009855
41.7 0.0217915656173 199.163853942 8323.46966542
41.8 0.0215961920315 198.293231635 8359.45171281
41.9 0.0214030306615 197.427008272 8395.44010884
42.0 0.0212120512679 196.572791729 8431.76181212
42.1 0.0210232240953 195.694785455 8466.87720687
42.2 0.0208365198635 194.823118315 8502.07021538
42.3 0.0206519097586 193.981373949 8538.38168086
42.4 0.0204693654246 193.144376009 8574.72353104
42.5 0.0202888589551 192.311896735 8611.08680752
42.6 0.0201103628851 191.494634544 8647.95567131
42.7 0.019933850183 190.669567863 8684.29501752
42.8 0.0197592942426 189.857606283 8721.05213066
42.9 0.019586668876 189.050008767 8757.83326095
43.0 0.0194159483052 188.242278742 8794.42936816
43.1 0.0192471071557 187.452279369 8831.67779527
43.2 0.0190801204483 186.608406971 8866.19352145
43.3 0.018914963593 185.787712248 8901.59950132
43.4 0.0187516123813 184.952193028 8936.08319394
43.5 0.0185900429797 184.182478254 8973.55057902
43.6 0.0184302319233 183.4126684 9010.840147
43.7 0.0182721561088 182.645384526 9048.07763308
43.8 0.0181157927885 181.876538612 9085.05794183
43.9 0.0179611195637 181.131585586 9123.05718968
44.0 0.017808114379 180.338242041 9158.43036057
44.1 0.0176567555159 179.559764534 9194.35158845
44.2 0.0175070215869 178.818943653 9232.01205183
44.3 0.01735889153 178.082159748 9269.70557464
44.4 0.0172123446029 177.348898591 9307.40639485
44.5 0.0170673603773 176.623266293 9345.33236886
44.6 0.0169239187337 175.901122154 9383.26857383
44.7 0.0167819998558 175.153382898 9419.65156913
44.8 0.0166415842255 174.407434035 9455.92858112
44.9 0.0165026526177 173.702518023 9494.24275713
45.0 0.0163651860949 172.994142318 9532.19291041
45.1 0.0162291660031 172.295124105 9570.48251709
45.2 0.0160945739659 171.605269021 9609.10937624
45.3 0.0159613918807 170.910804705 9647.30462926
45.4 0.0158296019134 170.226079531 9685.87461883
45.5 0.0156991864941 169.541376439 9724.27147305
45.6 0.0155701283126 168.859872006 9762.67506191
45.7 0.0154424103141 168.192373351 9801.71578066
45.8 0.0153160156946 167.522453554 9840.44436389
45.9 0.0151909278969 166.802538755 9876.03692146
46.0 0.0150671306063 166.122671368 9913.79274113
46.1 0.0149446077467 165.432672249 9950.74607939
46.2 0.0148233434767 164.733269397 9986.92271519
46.3 0.0147033221851 164.086967616 10026.1243472
46.4 0.0145845284879 163.444204182 10065.3711643
46.5 0.0144669472237 162.804993993 10104.6655043
46.6 0.0143505634507 162.164593326 10143.7121083
46.7 0.0142353624425 161.527982979 10182.8195213
46.8 0.0141213296849 160.903856189 10222.541895
46.9 0.0140084508724 160.236504834 10259.3272334
47.0 0.0138967119044 159.61778069 10299.0340132
47.1 0.0137860988823 158.949272155 10335.3321072
47.2 0.0136765981059 158.314898199 10373.6416384
47.3 0.0135681960702 157.704001735 10413.3065761
47.4 0.0134608794622 157.102653482 10453.4320525
47.5 0.013354635158 156.498697052 10493.2139772
47.6 0.0132494502194 155.900481401 10533.2088319
47.7 0.0131453118909 155.30492389 10573.2120203
47.8 0.0130422075972 154.714610578 10613.4014886
47.9 0.0129401249397 154.075397661 10650.039315
48.0 0.0128390516941 153.481422975 10689.6013363
48.1 0.0127389758071 152.899992383 10729.8608785
48.2 0.0126398853943 152.326305432 10770.4948527
48.3 0.012541768737 151.751478906 10810.879256
48.4 0.0124446142798 151.177497842 10851.1512196
48.5 0.0123484106277 150.588694607 10890.1755263
48.6 0.0122531465439 149.945639808 10925.0516557
48.7 0.0121588109472 149.358398511 10963.7664965
48.8 0.0120653929094 148.79722974 11004.2082237
48.9 0.0119728816528 148.240234477 11044.7846349
49.0 0.0118812665482 147.69255784 11085.8853412
49.1 0.0117905371121 147.147088068 11126.9846406
49.2 0.011700683005 146.602074921 11167.9494662
49.3 0.0116116940283 146.060972352 11209.0422065
49.4 0.011523560123 145.52426071 11250.3031806
49.5 0.0114362713667 144.979169663 11290.7419113
49.6 0.0113498179723 144.42384272 11330.194933
49.7 0.0112641902851 143.893592863 11371.4317123
49.8 0.0111793787811 143.368000692 11412.8666558
49.9 0.0110953740653 142.844390686 11454.2899233
50.0 0.0110121668689 142.327106996 11496.0524752
50.1 0.0109297480482 141.807505351 11537.4587678
50.2 0.0108481085821 141.296290329 11579.3785773
50.3 0.0107672395705 140.778011747 11620.5481085
50.4 0.0106871322323 140.151013899 11652.4994535
50.5 0.0106077779035 139.651952532 11694.8515847
50.6 0.0105291680358 139.145233138 11736.3947628
50.7 0.0104512941944 138.651698064 11778.882381
50.8 0.0103741480565 138.152744905 11820.7435039
50.9 0.0102977214094 137.656840148 11862.6945005
51.0 0.0102220061491 137.161069423 11904.4847173
51.1 0.0101469942785 136.622204623 11942.3324422
51.2 0.0100726779058 136.136262885 11984.6066038
51.3 0.00999904924287 135.657510882 12027.3480673
51.4 0.00992610060376 135.171705893 12069.2953928
51.5 0.00985382440315 134.699755521 12112.3119902
51.6 0.0097822131548 134.224771672 12154.8916198
51.7 0.00971125947012 133.754823181 12197.7610945
51.8 0.00964095605667 133.283262425 12240.3163556
51.9 0.00957129571675 132.812757979 12282.7978502
52.0 0.00950227134598 132.358477289 12326.6169249
52.1 0.00943387593191 131.89325504 12369.2544077
52.2 0.00936610255267 131.433301919 12412.2165655
52.3 0.00929894437562 130.973177623 12454.9932046
52.4 0.00923239465604 130.51703416 12497.9783545
52.5 0.0091664467358 130.016172613 12536.4810517
52.6 0.00910109404216 129.564515252 12579.5274113
52.7 0.00903633008643 129.119924737 12623.093453
52.8 0.0089721484628 128.677058077 12666.6643345
52.9 0.00890854284709 128.232853432 12709.9369384
53.0 0.00884550699558 127.750235729 12749.2053653
53.1 0.00878303474385 127.307128338 12792.2174561
53.2 0.00872112000557 126.838917615 12832.5141711
53.3 0.00865975677143 126.38639019 12874.1948721
53.4 0.00859893910798 125.957255646 12918.0794924
53.5 0.00853866115657 125.52809199 12961.7952357
53.6 0.00847891713222 125.102966373 13005.7617549
53.7 0.0084197013226 124.641031596 13045.7091515
53.8 0.00836100808699 124.20150702 13087.7962746
53.9 0.00830283185521 123.788998984 13132.5562198
54.0 0.00824516712663 123.372712432 13176.7547036
54.1 0.00818800846919 122.955784775 13220.717898
54.2 0.00813135051842 122.546693453 13265.359
54.3 0.00807518797642 122.101809495 13305.93757
54.4 0.00801951561101 121.67557198 13348.3443707
54.5 0.00796432825471 121.271469471 13393.0022965
54.6 0.00790962080387 120.868512009 13437.6234977
54.7 0.00785538821775 120.470547772 13482.6381705
54.8 0.00780162551762 120.0718089 13527.4046273
54.9 0.00774832778594 119.670715597 13571.7389773
55.0 0.00769549016542 119.279583046 13617.0388082
55.1 0.00764310785822 118.885812996 13661.8758949
55.2 0.00759117612514 118.494765916 13706.8613426
55.3 0.00753969028472 118.107484695 13752.1198058
55.4 0.00748864571253 117.719252549 13797.1041251
55.5 0.00743803784028 117.338627374 13842.8187418
55.6 0.00738786215513 116.950593926 13887.4953051
55.7 0.00733811419883 116.54431662 13929.8185111
55.8 0.00728878956705 116.117176944 13969.427588
55.9 0.00723988390856 115.740842472 14014.9483598
56.0 0.00719139292454 115.36544098 14060.419184
56.1 0.00714331236783 114.994387016 14106.258201
56.2 0.00709563804224 114.623647983 14151.974964
56.3 0.00704836580185 114.254034768 14197.6680863
56.4 0.00700149155029 113.883376663 14243.0658785
56.5 0.00695501124011 113.523223157 14289.6166719
56.6 0.00690892087204 113.157539629 14335.3117269
56.7 0.00686321649442 112.79794074 14381.6155483
56.8 0.00681789420248 112.435215325 14427.358202
56.9 0.00677295013773 112.04619638 14469.5373504
57.0 0.00672838048735 111.679278604 14514.3745495
57.1 0.00668418148352 111.294452579 14556.6885671
57.2 0.00664034940285 110.924791624 14600.785005
57.3 0.0065968805658 110.573858567 14647.1706917
57.4 0.00655377133601 110.224545249 14693.6092081
