# N l b R fracMedian appU appV Au Av SNR
1 95.3440734471 -61.2835329394 137.4 0.000131911629985 22.5675903591 21.4571072935 0.19265669547 0.182173629887 6.89526884657
2 99.9082712555 -62.1733175948 139.3 0.000130396021778 22.5662092319 21.4574240236 0.161453649756 0.152668441461 6.90673645327
3 104.722343218 -62.9063377544 126.0 0.000121613622662 22.5694372464 21.4486196018 0.382584520802 0.361766876169 6.89847591689
4 109.752610824 -63.4695115428 143.0 0.000127810056492 22.5654653696 21.4598180866 0.103785182228 0.0981378992768 6.90776039268
5 114.950797418 -63.851798131 142.8 0.000126093737748 22.5652449061 21.4594442494 0.106603868874 0.100803212187 6.91057607256
6 120.255752214 -64.0451605136 142.1 0.000124238535163 22.5663429767 21.4599019465 0.11837258704 0.111931556843 6.89981625524
7 125.597410955 -64.0453544449 136.6 0.00012012953962 22.5670256843 21.4558833761 0.204772187546 0.193629879378 6.9030834472
8 130.902511204 -63.8523756065 130.0 0.000113847572456 22.5687089134 21.4516235984 0.313992151823 0.296906836869 6.89802071537
9 136.100976192 -63.4704600701 122.6 0.000103256051375 22.5687606976 21.4447477022 0.441308346689 0.417295351297 6.91334865705
10 141.131632624 -62.9076379538 134.0 0.000113536193834 22.5675383978 21.4540975557 0.247014405951 0.233573563881 6.90267338864
11 145.946175613 -62.174945011 139.1 0.000115296956204 22.5660338869 21.4570884543 0.164398236983 0.155452804301 6.90906347755
12 150.510897182 -61.285460022 141.1 0.000115100833996 22.5666885099 21.4593942344 0.134053441091 0.126759165586 6.89794229461
13 154.806344861 -60.2533398708 140.7 0.000113587053146 22.566783699 21.4591488094 0.140313211856 0.132678322249 6.89767020776
14 158.825506669 -59.0929815161 139.3 0.000111520005318 22.5671117754 21.4582774569 0.162356193308 0.153521874739 6.89678996632
15 162.571242354 -57.8183786026 139.7 0.000110562897445 22.5661580116 21.4577143912 0.155175980981 0.146732360678 6.90651681624
16 166.053571238 -56.4426853059 139.8 0.00010956155069 22.5659062036 21.4575608336 0.153370346567 0.145024976593 6.90909822352
17 169.2872162 -54.9779637259 139.2 0.000108043493209 22.5665839248 21.4576934761 0.163387748469 0.154497299692 6.9028019075
18 172.289596996 -53.4350746099 140.3 0.000107790265763 22.5663345948 21.4583877528 0.146046239631 0.138099397688 6.90339739698
19 175.079315573 -51.8236690122 134.2 0.000102091094384 22.5672884098 21.4540373923 0.243525830656 0.230274813101 6.90502277411
20 177.675089027 -50.1522441887 126.5 9.238377693e-05 22.5684435471 21.4481479209 0.372990919538 0.352695293363 6.90835708242
21 180.095048524 -48.4282355136 129.0 9.47371128663e-05 22.5678851209 21.4499322193 0.329936569408 0.311983667813 6.90920130192
22 182.356316143 -46.6581246767 129.4 9.43182219549e-05 22.5686299395 21.4510023206 0.323958557844 0.306330938935 6.900147495
23 184.474781271 -44.847551209 125.3 8.79865726356e-05 22.5686420455 21.4472094137 0.393886690512 0.372454058759 6.90875332958
24 186.465013201 -43.0014196943 102.6 0.0 22.5732775588 21.4279763596 0.832540754899 0.787239555724 6.9113644523
25 188.340262259 -41.1239985192 118.5 7.35518855653e-05 22.5701185904 21.4420127169 0.51652683869 0.48842096512 6.90756110828
