# N l b R fracMedian appU appV Au Av SNR
78 277.266148224 59.0866243971 126.8 0.000138076822827 22.3361379512 21.2287626957 0.135541683519 0.128166427995 7.02535557787
79 281.571894525 59.9170444828 129.0 0.000139767860374 22.3361362373 21.230793532 0.0981876857765 0.092844980469 7.02075398844
80 286.079453465 60.5983970638 126.7 0.000140701409412 22.335859748 21.2284064101 0.136976673612 0.129523335698 7.0285539638
81 290.759036167 61.120061594 126.7 0.000141481231353 22.3364396857 21.2289547916 0.137556611327 0.130071717151 7.02232940682
82 295.570608102 61.4732248259 128.4 0.000142250825552 22.3352813418 21.2294343058 0.107456223108 0.101609187108 7.03118326409
83 300.465377764 61.6515542075 127.4 0.000143022762586 22.3360429778 21.2292306728 0.125195837803 0.118383532759 7.02510731073
84 305.388619618 61.651732958 128.2 0.0001437933715 22.3346854521 21.2286866521 0.110245326189 0.10424652619 7.03800533046
85 310.283502251 61.4737577113 129.3 0.000144559181541 22.336102144 21.2310357579 0.0931095196214 0.0880431335391 7.0204955007
86 315.09529185 61.1209388247 127.1 0.000145317122967 22.3363133876 21.2292078065 0.130585634783 0.123480053686 7.0228385107
87 319.775181806 60.5996032871 125.0 0.000146069846223 22.3367937205 21.2276934595 0.167243655417 0.158143394439 7.02215384859
88 324.283118122 59.9185600282 125.3 0.000146813255363 22.336273933 21.2274851918 0.161518578045 0.152729836795 7.02708957081
89 328.589290851 59.0884266882 126.2 0.00014754997285 22.3364813493 21.2285269801 0.14618457472 0.138230205523 7.02294334153
90 332.674307587 58.1209254524 120.3 0.000148267725034 22.3364428349 21.222833296 0.250114698168 0.236505159305 7.03618789077
91 336.528327267 57.0282370846 120.8 0.000148978709743 22.3368734775 21.2237305803 0.241538806073 0.228395908866 7.0304508829
92 340.149550038 55.8224693551 119.1 0.000149683792362 22.3370468032 21.2222198618 0.272487995811 0.257661054429 7.03237965952
93 343.542445111 54.5152621047 118.2 0.000150351224865 22.3368907765 21.2211760623 0.288803393785 0.273088679535 7.03608397814
94 346.716007181 53.1175249936 121.7 0.000151021280382 22.3370391564 21.2247642878 0.225586265251 0.213311396696 7.02668550912
95 349.682218889 51.6392884528 121.2 0.000151672345804 22.3375865954 21.2247954964 0.235073496271 0.222282397201 7.02191134585
96 352.454798592 50.0896422372 119.3 0.000152290385261 22.3370511573 21.2224222286 0.268848938979 0.254220010292 7.03188431693
97 355.048243984 48.4767362167 117.5 0.000152910369694 22.3376872764 21.221227398 0.302497943398 0.286038065003 7.02911310212
98 357.477142574 46.8078217835 114.7 0.00015348798346 22.3388918948 21.2195167283 0.35607480526 0.336699638844 7.02260984836
99 359.755703108 45.0893169415 103.0 0.0 22.3406919051 21.208506188 0.591505781598 0.559320064481 7.03180975042
100 1.89745882439 43.326882968 99.6 0.0 22.342536452 21.2062842207 0.666239759922 0.629987528563 7.02084989208
101 3.91509809551 41.525504395 101.8 0.0 22.3414676733 21.207855079 0.617728783339 0.584116189018 7.02656928795
102 5.82038560599 39.6895671198 102.7 0.0 22.3412173536 21.2086583972 0.59836513564 0.565806179181 7.02693534567
103 7.62414528102 37.822931631 95.7 0.0 22.3431408072 21.2021360538 0.753581118286 0.712576364905 7.02485499758
104 9.33628345157 35.928999832 82.2 0.0 22.3459016156 21.1867793694 1.0865425279 1.02742028172 7.03485428964
105 10.96583673 34.0107749162 101.1 0.0 22.3406891273 21.2063036172 0.631933349371 0.597547839284 7.03675555087
106 12.5210337284 32.0709143441 107.3 0.0 22.3405012068 21.213158437 0.502502597012 0.475159827184 7.02304200166
107 14.0093632402 30.1117763177 103.0 0.0 22.3407953372 21.208603992 0.59160921365 0.559417868465 7.03069839657
108 15.4376440396 28.1354603197 90.7 0.0 22.342641968 21.195323956 0.869605532736 0.822287520722 7.04428103736
109 16.8120932462 26.1438423626 88.2 0.0 22.3454102635 21.1946390921 0.933067337796 0.882296166457 7.02182118289
110 18.1383914728 24.1386055567 65.1 0.0 22.350949578 21.16399487 1.59804463521 1.51108992712 7.04048069677
111 19.4217437508 22.121266684 51.8 0.0 22.3552060874 21.1410168886 2.09855728865 1.98436808991 7.05230270538
112 20.6669359057 20.093199238 55.4 0.0 22.3553232249 21.1490665383 1.95277440131 1.84651771468 7.03419987088
113 21.8783863035 18.0556535064 48.9 0.0 22.3569201108 21.1358303114 2.22537581518 2.10428601573 7.04819819391
114 23.0601931837 16.0097741118 80.4 0.0 22.3471243332 21.1853194317 1.13584408946 1.07403918799 7.02744618261
129 39.4624615539 -15.0807754235 69.8 0.0 22.3494555514 21.1708187809 1.44517843828 1.36654166777 7.03876295288
130 40.6028158531 -17.1452845832 88.7 0.0 22.3451306371 21.1950426125 0.920512537956 0.87042451334 7.0233505184
131 41.7669208991 -19.2042063336 95.0 0.0 22.3418994011 21.2000947599 0.768281374648 0.726476733409 7.04012463783
132 42.9586195334 -21.2565558555 92.8 0.0 22.3441619017 21.1994657083 0.821422020569 0.77672582721 7.02195262099
133 44.1820455519 -23.301267645 86.6 0.0 22.3442665656 21.1913945136 0.971677105501 0.918805053495 7.03888239946
134 45.4416722758 -25.3371804628 115.6 0.000152257353099 22.338011519 21.2196077618 0.338222348616 0.319818591334 7.02997960045
135 46.7423667119 -27.3630201042 107.3 0.0 22.3405269784 21.2131828063 0.502528368607 0.475184196465 7.02276539074
136 48.0894499851 -29.377379471 109.9 0.0 22.3384706454 21.2140672987 0.44848218333 0.424078836594 7.0385055262
137 49.4887647972 -31.3786955255 112.1 0.000150284588705 22.3395972207 21.2174744954 0.40656915769 0.384446432427 7.02113804046
138 50.9467504536 -33.3652224394 120.3 0.000149621881913 22.336563416 21.2229473159 0.250235279277 0.236619179212 7.0348919794
139 52.4705258405 -35.3350002634 116.5 0.000148925488163 22.3368628832 21.2194379699 0.320233256426 0.302808343055 7.04025484774
140 54.0679803058 -37.2858182973 118.8 0.000148214392641 22.3378361919 21.2226682978 0.278753988631 0.263586094584 7.02457678434
141 55.7478717088 -39.2151722447 110.1 0.0 22.3393116686 21.2150773896 0.445375073738 0.42114079475 7.02898433015
142 57.5199297884 -41.1202141433 108.0 0.0 22.340089344 21.2135373083 0.487970566563 0.461418530885 7.02574109885
143 59.3949612573 -42.9976940125 107.1 0.0 22.3397733732 21.2122497653 0.505826019011 0.478302411187 7.03135216043
144 61.3849503822 -44.8438921831 109.8 0.0 22.3388356808 21.2143049094 0.450823980235 0.426293208856 7.03482310913
145 63.5031448944 -46.654541449 118.0 0.000144503720594 22.3375733621 21.22162141 0.293163325544 0.277211373495 7.02920281505
146 65.7641114239 -48.4247385942 118.9 0.000143736045361 22.3370709887 21.2220441485 0.27616171563 0.26113487543 7.03256910121
147 68.1837367613 -50.1488456586 117.1 0.000142965688739 22.3377352492 21.2208698386 0.309950773884 0.2930853632 7.02950802785
148 70.7791407069 -51.8203827603 114.7 0.000142156669327 22.3374103929 21.2181158397 0.35459330339 0.335298750218 7.03852375665
149 73.5684527337 -53.4319165314 122.0 0.000141423301424 22.3370466079 21.2250622411 0.22024745455 0.208263087722 7.0259466001
150 76.5703893629 -54.9749519441 121.9 0.000140629920048 22.337250069 21.2251577417 0.222231540941 0.21013921364 7.0239822286
151 79.8035537023 -56.4398403241 121.9 0.000139697028411 22.3360543016 21.2240270398 0.221035773475 0.209008511698 7.03682515448
152 83.2853692232 -57.8157233627 123.3 0.000137243292006 22.3362421057 21.2255539009 0.196426722705 0.18573851791 7.0317463599
153 87.0305660377 -59.0905412946 125.7 0.000134100219799 22.3357731118 21.2273882174 0.154096723404 0.145711828949 7.03161218185
154 91.0491751985 -60.2511419317 125.7 0.000129797327373 22.3354544428 21.2270868881 0.15377805436 0.145410499705 7.0350357973
155 93.1683404477 -63.418867668 122.3 0.000126073736656 22.3372834163 21.2255763567 0.215151131134 0.203444071526 7.02274779737
156 98.0072209266 -64.3750953888 122.6 0.000122735663501 22.3362016794 21.2248429623 0.208749328535 0.197390611434 7.03370675067
157 103.158311046 -65.1667676749 125.9 0.000122956469316 22.3360199981 21.2278095184 0.150891347602 0.142680867873 7.02853400081
158 108.584559733 -65.7776391057 123.0 0.000117341886751 22.3360224092 21.2250583225 0.20149685204 0.190532765329 7.03475983829
159 114.227820243 -66.1937075805 123.7 0.000115523739069 22.3366640768 21.2263356055 0.189815578703 0.17948710735 7.02634702689
160 120.010590489 -66.4046121222 122.7 0.000111726456242 22.3357927332 21.2245526047 0.206569919568 0.195329791063 7.03788317547
161 125.84159769 -66.4048238049 120.2 0.000105070910696 22.3378505163 21.2240661218 0.253328178003 0.239543783449 7.02129397176
162 131.624558815 -66.1943369824 123.9 0.000108583681048 22.3367046019 21.2265648088 0.186348070055 0.176208276913 7.02547912269
163 137.268181538 -65.7786700115 120.9 0.000101796767934 22.3368544691 21.2238103776 0.239722964801 0.226678873312 7.03043362057
164 142.694929372 -65.168175272 124.3 0.000104991386794 22.3361602021 21.2264308755 0.178804558888 0.16907523226 7.03046014499
165 147.846613862 -64.3768489578 124.0 0.000102637554613 22.3368975256 21.226842561 0.184789099768 0.174734135173 7.02319247051
166 152.686142357 -63.4209333886 127.6 0.00010548228552 22.3349033941 21.2283384414 0.12065002217 0.11408506946 7.03692506389
167 157.195998265 -62.3175895785 126.2 0.000102190672079 22.3353750718 21.2274808987 0.145078297295 0.137184124183 7.03482218124
168 161.374708586 -61.0838227112 126.9 0.000101454319931 22.3364687284 21.229168621 0.134160617897 0.126860510561 7.0215945449
169 165.232586926 -59.7357300617 127.5 0.000100898297519 22.3362180087 21.2294888879 0.123667084808 0.116937964092 7.02301830866
170 168.787685569 -58.2880547679 128.6 0.000100732696191 22.3351474969 21.2294916454 0.103942653975 0.0982868024828 7.03220223554
171 172.062448579 -56.7539837996 125.5 9.54113061106e-05 22.3358966537 21.2273168892 0.157678024592 0.149098260111 7.0307127403
172 175.081209637 -55.1451171659 126.1 9.51390157832e-05 22.3359472677 21.2279282959 0.14737183487 0.13935286306 7.02888883562
173 177.868472457 -53.4715435526 124.7 9.19137472858e-05 22.3367372897 21.2273561823 0.172405022345 0.163023914922 7.02340342679
174 180.447823649 -51.7419731101 120.6 8.3600730979e-05 22.3363852969 21.2230731773 0.244648757838 0.231336638231 7.03613953086
175 182.841313099 -49.9638937646 118.6 7.81260894054e-05 22.3379472882 21.2225742643 0.282523843031 0.267150819177 7.02383425153
176 185.069157207 -48.1437302655 107.2 3.71841140173e-05 22.3403594634 21.2129142368 0.504385536611 0.476940310031 7.02481041105
177 187.149652424 -46.2869941931 125.2 8.86265452962e-05 22.3363049238 21.2274201595 0.163283279408 0.154398515126 7.02697105007
178 189.099217371 -44.3984193469 118.9 7.61044801641e-05 22.3376738175 21.2226141754 0.27676454436 0.261704902325 7.0260950618
179 190.93250764 -42.4820805474 108.2 4.23233094618e-05 22.3403992558 21.2140489632 0.48426295191 0.457912659377 7.0219242788
180 192.662566531 -40.5414960235 73.6 0.0 22.3484817968 21.1761616203 1.32909272507 1.25677254866 7.03563995672
181 194.300988687 -38.5797146353 102.0 0.0 22.3408053086 21.207460663 0.612804449797 0.579459804177 7.03316733886
182 195.858082815 -36.599389643 119.8 7.54089814988e-05 22.3375540261 21.2233919084 0.260269935858 0.246107818106 7.02536639979
183 197.343025799 -34.6028408422 119.4 7.39864288169e-05 22.3370043791 21.222476996 0.266982745156 0.252455362029 7.03216282621
184 198.764004354 -32.592106806 121.9 7.85714502041e-05 22.336679234 21.2246179676 0.221660705861 0.209599439519 7.03011070669
185 200.128342786 -30.5689888071 123.3 8.07274771495e-05 22.3363185179 21.2256261553 0.19650313491 0.185810772283 7.03092559349
186 201.442616811 -28.5350877942 121.9 7.78730002395e-05 22.3362215673 21.224185204 0.221203039195 0.209166675957 7.035027474
187 202.712754164 -26.4918356046 120.2 7.41687188252e-05 22.3367239596 21.2230008646 0.25220162129 0.238478526281 7.0333894121
188 203.944123174 -24.4405213762 108.7 4.17409118334e-05 22.3402187937 21.2144230738 0.474071073234 0.448275353342 7.02263950119
189 205.141610534 -22.3823140673 77.9 0.0 22.3471107842 21.1815742584 1.20442349583 1.13888697001 7.03575664976
190 206.309689652 -20.3182816774 69.0 0.0 22.3489581437 21.1689863862 1.46971268997 1.38974093254 7.04707062354
191 207.452480793 -18.2494078234 56.1 0.0 22.3550286939 21.1502716356 1.92521438763 1.82045732929 7.0342153171
192 208.573804186 -16.1766061215 31.2 0.0 22.3641462658 21.0895684366 3.20837329566 3.03379546648 7.08012354928
208 226.139325365 16.8908054908 115.5 6.8789751859e-05 22.3380219691 21.2195153873 0.340112047978 0.321605466124 7.03009807419
209 227.365928587 18.9110482211 121.6 8.43972798391e-05 22.3376539709 21.2252485199 0.227986096255 0.215580645237 7.02030755349
210 228.627915467 20.9200254641 125.1 9.13787082211e-05 22.3365455414 21.2275532722 0.16525899291 0.156266723752 7.02460260132
211 229.929600087 22.9164070923 129.3 9.80066762395e-05 22.335193484 21.230176541 0.0922008596361 0.0871839166433 7.03024783273
212 231.275633346 24.8987319229 128.8 9.85706218373e-05 22.3358184481 21.2303097038 0.101239132946 0.0957303886609 7.02458059587
213 232.671045895 26.8653879491 128.4 9.93045487298e-05 22.3347527456 21.2289344722 0.106927626943 0.101109353547 7.0368624813
214 234.121293527 28.8145898136 126.0 9.76022346865e-05 22.3358626027 21.2277544998 0.149009877099 0.140901774184 7.03001100064
215 235.632304593 30.7443532316 123.9 9.5969284075e-05 22.3371311199 21.2269681186 0.186774588041 0.176611586694 7.02090229296
216 237.210528435 32.652465884 122.6 9.53571336714e-05 22.3363295964 21.224963919 0.208877245523 0.197511568051 7.03233246341
217 238.862983317 34.5364543996 118.8 8.95311276049e-05 22.3374486769 21.2223018688 0.278366473708 0.263219665585 7.0287371431
218 240.597301382 36.3935470398 125.4 0.00010287088741 22.3365982423 21.2278861158 0.160110559789 0.151398433306 7.02339475346
219 242.42176698 38.2206317814 123.7 0.000102443134865 22.3367757474 21.2264411997 0.189927249216 0.179592701513 7.02514835347
220 244.34534305 40.0142096453 124.7 0.000105658134108 22.3368368042 21.2274502819 0.172504536808 0.163118014485 7.02233562251
221 246.37767803 41.7703433896 124.1 0.000106867288101 22.3362505383 21.2263260277 0.18239163084 0.17246712018 7.02992181688
222 248.529082986 43.4846021171 122.1 0.00010609251519 22.336355369 21.2245054248 0.217777049318 0.205927105121 7.03315054988
223 250.810465095 45.1520030143 117.6 0.000100107149646 22.3384529324 21.2220519084 0.301416323744 0.285015299726 7.02066764664
224 253.233199575 46.7669524158 120.8 0.000108910563112 22.3367070567 21.223573215 0.241372385323 0.2282385436 7.03223852774
225 255.808917674 48.3231897611 123.4 0.000115337113301 22.3355878072 21.2250309947 0.194012008701 0.1834551962 7.03856016536
226 258.549184405 49.8137398829 119.0 0.000111582585176 22.3369929196 21.2220696605 0.274258112665 0.259334853576 7.03318313866
227 261.465037152 51.2308813315 119.1 0.000115996289755 22.3379440273 21.2230682651 0.273385219891 0.258509457683 7.02274606144
228 264.566358015 52.5661413258 121.9 0.000122154730285 22.3361204589 21.2240895973 0.221101930812 0.209071069203 7.0361140852
229 267.861060802 53.8103306494 121.2 0.000126311379732 22.3366012832 21.2238637981 0.234088184033 0.221350698946 7.03248995316
230 271.35409276 54.9536342542 129.1 0.000133270820848 22.3357848807 21.2305528527 0.09615366932 0.0909216413386 7.02431544151
231 275.046284317 55.9857741148 127.2 0.00013675447748 22.3357818855 21.2287981522 0.12834632894 0.12136259562 7.02833206231
232 278.933128933 56.896258701 125.2 0.000139413973107 22.3356769572 21.2268263626 0.16265531281 0.153804718195 7.0337152313
233 283.003635457 57.6747266349 125.8 0.00014028956287 22.3353894043 21.2271193502 0.151986198723 0.143716144651 7.03552108087
234 287.239454292 58.311379532 123.8 0.000141141253453 22.3369473247 21.2266989211 0.188344101254 0.178095697684 7.02309052112
235 291.61451345 58.7974809923 122.0 0.000141915265024 22.3362682366 21.2243262234 0.219469083231 0.20752707007 7.03430626742
236 296.095383273 59.1258780002 125.5 0.000142685419698 22.3367809343 21.2281530533 0.158562305262 0.149934424249 7.02122085942
237 300.642498249 59.291483232 127.4 0.000143460457875 22.3356955222 21.2289021233 0.124848382156 0.118054983282 7.02883725232
238 305.212204365 59.2916491535 128.8 0.000144233664164 22.3360751654 21.2305524523 0.1014958503 0.0959731372045 7.02182603649
239 309.759409057 59.1263730839 125.8 0.0001450004781 22.335343459 21.227075905 0.151940253461 0.143672699417 7.03601483724
240 314.240452646 58.7982974067 125.5 0.000145759216367 22.336401101 21.2277938879 0.158182471888 0.14957525882 7.02529666799
241 318.615759144 58.3125048912 124.8 0.000146515004887 22.336566991 21.2272898649 0.170494064298 0.161216938199 7.02501616029
242 322.851885108 57.6761448776 122.8 0.000147261984001 22.3363236032 21.2251508464 0.205331769157 0.194159012368 7.03196003877
243 326.922743196 56.8979511171 122.0 0.000148003050932 22.3374361777 21.2254306131 0.220637024287 0.208631459726 7.0217657959
244 330.809968513 55.9877203841 122.3 0.000148716407018 22.3361407091 21.2244958279 0.214008423965 0.2023635427 7.03501852084
245 334.502555933 54.9558133896 118.7 0.00014943282321 22.3379178885 21.2226460487 0.280664293747 0.265392453903 7.02392478026
246 337.995987037 53.8127217781 117.3 0.00015013940508 22.3373687303 21.2207248958 0.30587866975 0.289234835247 7.03298970848
247 341.291082795 52.5687242819 121.8 0.000150807423783 22.3367277372 21.2245668626 0.223491295706 0.211330421129 7.0298095342
248 344.39278341 51.2336370645 110.1 0.0 22.3399169746 21.215649759 0.445980379768 0.421713164147 7.02248557326
249 347.308997811 49.816650706 107.5 0.0 22.3395180745 21.2124488312 0.497475753203 0.470406509988 7.03310732176
250 350.049605028 48.3262394752 106.6 0.0 22.3402965389 21.2121915535 0.516510515399 0.488405530032 7.02697204968
251 352.625640841 46.7701263193 96.8 0.0 22.3416404584 21.2020677213 0.727263671905 0.687690934762 7.03797628143
252 355.048669698 45.1552878849 91.0 0.0 22.3429859789 21.1960394194 0.862779017314 0.815832457788 7.03971466056
253 357.330323087 43.4879861147 101.8 0.0 22.3419091703 21.2082725528 0.618170280345 0.584533662762 7.0218294246
254 359.481976979 41.7738159537 93.3 0.0 22.3438242093 21.1997813023 0.809415990561 0.765373083606 7.0241721314
255 1.51453964065 40.0177613791 83.0 0.0 22.3453366232 21.1873895042 1.06494616129 1.00699904232 7.03841754394
256 3.43832341284 38.2242543331 79.5 0.0 22.3457938965 21.1827312797 1.15895825326 1.09589563638 7.04467018667
257 5.2629780958 36.3972329888 37.8 0.0 22.3609634576 21.1092320316 2.78850445837 2.63677303246 7.06803123333
258 6.99746799919 34.540197149 75.1 0.0 22.3482732959 21.1783483399 1.28507361084 1.21514865491 7.03269259723
259 8.65007881013 32.6562595631 90.3 0.0 22.343626232 21.1957324225 0.88018748045 0.832293670893 7.03484854271
260 10.2284439408 30.7481926067 80.1 0.0 22.3477934397 21.185510422 1.14463085927 1.08234784161 7.02122592695
261 11.739582839 28.8184702093 71.5 0.0 22.349514829 21.1737180907 1.39298462003 1.31718788174 7.03196047034
262 13.1899459393 26.8693051778 64.9 0.0 22.3518657853 21.164497664 1.60564230129 1.51827417995 7.03140523222
263 14.5854625808 24.9026822278 76.6 0.0 22.3472283796 21.1796970099 1.24108453147 1.17355316172 7.03883586503
264 15.931589466 22.9203870733 72.8 0.0 22.3486470729 21.17502656 1.35299017638 1.27936966339 7.03667034356
265 17.2333580395 20.9240320589 47.9 0.0 22.3576953004 21.1341219786 2.27101773337 2.1474444115 7.04497955501
266 18.4954199184 18.9150786439 15.3 0.0 22.3743455446 21.015018349 4.76588839054 4.5065611949 7.13636252074
267 19.7220898193 16.8948571996 41.6 0.0 22.3614860314 21.1210445308 2.5810193783 2.4405778777 7.03894253935
283 37.2878080881 -16.1724563375 57.2 0.0 22.3522385757 21.1499277144 1.88025843173 1.77794757041 7.05939196372
