# R appU appV SNR contamination
142.9 22.460161144 21.360161144 9.99513560493 0.00117855038303
143.0 22.4616801873 21.3616801873 9.97107116735 0.00188368259948
143.1 22.4631981688 21.3631981688 9.94707468851 0.00222378277154
143.2 22.4647150899 21.3647150899 9.92314596472 0.00105349408873
143.3 22.466230952 21.366230952 9.89928479279 0.00247583117189
143.4 22.4677457567 21.3677457567 9.87549097008 0.00222821625425
143.5 22.4692595054 21.3692595054 9.85176429445 0.00140350877193
143.6 22.4707721995 21.3707721995 9.8281045643 0.00270524582451
143.7 22.4722838407 21.3722838407 9.80451157851 0.00259281084266
143.8 22.4737944302 21.3737944302 9.78098513653 0.00221264702457
143.9 22.4753039697 21.3753039697 9.75752503828 0.00222978523647
144.0 22.4768124605 21.3768124605 9.73413108425 0.00105894811154
144.1 22.4783199041 21.3783199041 9.71080307541 0.00331478631467
144.2 22.4798263019 21.3798263019 9.68754081326 0.0031990521327
144.3 22.4813316555 21.3813316555 9.66434409984 0.00295124542557
144.4 22.4828359662 21.3828359662 9.64121273768 0.00319753671246
144.5 22.4843392355 21.3843392355 9.61814652985 0.00249406175772
144.6 22.4858414648 21.3858414648 9.59514527994 0.00293875631833
144.7 22.4873426556 21.3873426556 9.57220879205 0.00339976553341
144.8 22.4888428093 21.3888428093 9.54933687081 0.00270492767259
144.9 22.4903419274 21.3903419274 9.52652932135 0.00319829424307
145.0 22.4918400112 21.3918400112 9.50378594935 0.00453082150948
145.1 22.4933370622 21.3933370622 9.48110656098 0.00462085308057
145.2 22.4948330818 21.3948330818 9.45849096296 0.00356463878327
145.3 22.4963280715 21.3963280715 9.4359389625 0.00294672324375
145.4 22.4978220326 21.3978220326 9.41345036734 0.00401369377877
145.5 22.4993149666 21.3993149666 9.39102498575 0.00271194434619
145.6 22.5008068749 21.4008068749 9.36866262649 0.00367298578199
145.7 22.5022977588 21.4022977588 9.34636309888 0.00308312581525
145.8 22.5037876199 21.4037876199 9.32412621272 0.00474270808632
145.9 22.5052764595 21.4052764595 9.30195177835 0.00390486332978
146.0 22.5067642789 21.4067642789 9.27983960662 0.00572314295934
146.1 22.5082510797 21.4082510797 9.25778950889 0.00556015615758
146.2 22.5097368631 21.4097368631 9.23580129705 0.00389978728433
146.3 22.5112216306 21.4112216306 9.21387478351 0.00495224619738
146.4 22.5127053836 21.4127053836 9.19200978117 0.00464468183929
146.5 22.5141881235 21.4141881235 9.17020610348 0.0053412462908
146.6 22.5156698515 21.4156698515 9.14846356438 0.0052175975335
146.7 22.5171505692 21.4171505692 9.12678197833 0.00425180111019
146.8 22.5186302779 21.4186302779 9.10516116032 0.00579470198675
146.9 22.520108979 21.420108979 9.08360092584 0.0042303172738
147.0 22.5215866737 21.4215866737 9.06210109089 0.00652604591539
147.1 22.5230633636 21.4230633636 9.04066147201 0.00672463768116
147.2 22.52453905 21.42453905 9.01928188621 0.00426590828297
147.3 22.5260137342 21.4260137342 8.99796215104 0.00460068420432
147.4 22.5274874176 21.4274874176 8.97670208458 0.0073477956613
147.5 22.5289601016 21.4289601016 8.95550150537 0.00687774220325
147.6 22.5304317874 21.4304317874 8.93436023251 0.00686925136803
147.7 22.5319024766 21.4319024766 8.91327808559 0.0080616894497
147.8 22.5333721703 21.4333721703 8.89225488471 0.00821692686935
147.9 22.53484087 21.43484087 8.87129045047 0.00724299065421
148.0 22.536308577 21.436308577 8.850384604 0.00664800559832
148.1 22.5377752926 21.4377752926 8.82953716692 0.00795389048991
148.2 22.5392410182 21.4392410182 8.80874796138 0.00914205344585
148.3 22.5407057551 21.4407057551 8.78801681001 0.00665965650193
148.4 22.5421695047 21.4421695047 8.76734353597 0.00970533208606
148.5 22.5436322683 21.4436322683 8.7467279629 0.00918711478079
148.6 22.5450940471 21.4450940471 8.72616991497 0.00817757009346
148.7 22.5465548426 21.4465548426 8.70566921684 0.00948477751756
148.8 22.548014656 21.448014656 8.68522569368 0.00808909730363
148.9 22.5494734888 21.4494734888 8.66483917117 0.00922681616445
149.0 22.5509313421 21.4509313421 8.64450947548 0.00916154470602
149.1 22.5523882173 21.4523882173 8.62423643328 0.00978792822186
149.2 22.5538441157 21.4538441157 8.60401987176 0.0106011183597
149.3 22.5552990386 21.4552990386 8.58385961859 0.00973949777048
149.4 22.5567529874 21.4567529874 8.56375550195 0.0101374970869
149.5 22.5582059633 21.4582059633 8.54370735052 0.0123037262714
149.6 22.5596579676 21.4596579676 8.52371499348 0.011120215381
149.7 22.5611090017 21.4611090017 8.5037782605 0.0114459238496
149.8 22.5625590668 21.4625590668 8.48389698174 0.0130526810913
149.9 22.5640081642 21.4640081642 8.46407098789 0.0096447894613
150.0 22.5654562953 21.4654562953 8.44430011009 0.011257257969
150.1 22.5669034612 21.4669034612 8.42458418002 0.0125852740532
150.2 22.5683496633 21.4683496633 8.40492302981 0.0122320596459
150.3 22.5697949029 21.4697949029 8.38531649212 0.013006796344
150.4 22.5712391813 21.4712391813 8.36576440007 0.0107841988044
150.5 22.5726824996 21.4726824996 8.34626658731 0.0141388174807
150.6 22.5741248593 21.4741248593 8.32682288794 0.0151746853311
150.7 22.5755662616 21.4755662616 8.30743313658 0.0121608980355
150.8 22.5770067077 21.4770067077 8.28809716832 0.0133254716981
150.9 22.5784461989 21.4784461989 8.26881481875 0.014314208612
151.0 22.5798847365 21.4798847365 8.24958592395 0.0150517403575
151.1 22.5813223217 21.4813223217 8.23041032047 0.013167176111
151.2 22.5827589558 21.4827589558 8.21128784537 0.0138232514178
151.3 22.5841946401 21.4841946401 8.19221833616 0.0145369284877
151.4 22.5856293758 21.4856293758 8.17320163087 0.0139068945197
151.5 22.5870631642 21.4870631642 8.15423756799 0.0127113702624
151.6 22.5884960065 21.4884960065 8.13532598651 0.013050183889
151.7 22.5899279039 21.4899279039 8.11646672589 0.0173799952707
151.8 22.5913588578 21.4913588578 8.09765962606 0.0151711160767
151.9 22.5927888693 21.4927888693 8.07890452745 0.0169632265718
152.0 22.5942179397 21.4942179397 8.06020127096 0.0176886792453
152.1 22.5956460703 21.4956460703 8.04154969797 0.0163159139276
152.2 22.5970732622 21.4970732622 8.02294965034 0.0170273146506
152.3 22.5984995167 21.4984995167 8.00440097038 0.015956822715
152.4 22.599924835 21.499924835 7.98590350092 0.015453580276
152.5 22.6013492184 21.5013492184 7.96745708523 0.0163371611223
152.6 22.6027726681 21.5027726681 7.94906156706 0.0167176830704
152.7 22.6041951853 21.5041951853 7.93071679064 0.0191052569123
152.8 22.6056167712 21.5056167712 7.91242260066 0.0194866920152
152.9 22.6070374271 21.5070374271 7.8941788423 0.0162843218828
153.0 22.6084571541 21.5084571541 7.87598536118 0.0180308422301
153.1 22.6098759535 21.5098759535 7.85784200342 0.0198940553267
153.2 22.6112938265 21.5112938265 7.83974861559 0.0188124632569
153.3 22.6127107743 21.5127107743 7.82170504471 0.0248605947955
153.4 22.6141267981 21.5141267981 7.80371113831 0.0218009478673
153.5 22.6155418991 21.5155418991 7.78576674434 0.0211483931947
153.6 22.6169560785 21.5169560785 7.76787171124 0.0215194388301
153.7 22.6183693375 21.5183693375 7.75002588791 0.0256921633036
153.8 22.6197816773 21.5197816773 7.7322291237 0.0226813917587
153.9 22.6211930992 21.5211930992 7.71448126842 0.028940027894
154.0 22.6226036042 21.5226036042 7.69678217236 0.0246985157699
154.1 22.6240131936 21.5240131936 7.67913168625 0.0297376093294
154.2 22.6254218686 21.5254218686 7.66152966127 0.0287120590648
154.3 22.6268296303 21.5268296303 7.64397594909 0.0256529850746
154.4 22.62823648 21.52823648 7.62647040181 0.0293323946967
154.5 22.6296424188 21.5296424188 7.60901287198 0.0267429639145
154.6 22.6310474479 21.5310474479 7.59160321262 0.0270869819031
154.7 22.6324515685 21.5324515685 7.57424127719 0.0235002361833
154.8 22.6338547817 21.5338547817 7.55692691961 0.0314502038439
154.9 22.6352570888 21.5352570888 7.53965999425 0.0294771318283
155.0 22.6366584909 21.5366584909 7.52244035592 0.0294254477786
155.1 22.6380589891 21.5380589891 7.50526785989 0.0315666860804
155.2 22.6394585846 21.5394585846 7.48814236188 0.0285714285714
155.3 22.6408572786 21.5408572786 7.47106371803 0.0309812698787
155.4 22.6422550723 21.5422550723 7.45403178496 0.0309470979797
155.5 22.6436519668 21.5436519668 7.43704641972 0.0360721442886
155.6 22.6450479633 21.5450479633 7.42010747979 0.0313597004447
155.7 22.6464430628 21.5464430628 7.4032148231 0.03154315197
155.8 22.6478372667 21.5478372667 7.38636830804 0.034401784666
155.9 22.6492305759 21.5492305759 7.36956779342 0.0342361355376
156.0 22.6506229918 21.5506229918 7.35281313849 0.0330404217926
156.1 22.6520145153 21.5520145153 7.33610420294 0.0348212199112
156.2 22.6534051477 21.5534051477 7.31944084691 0.0345390898483
156.3 22.6547948901 21.5547948901 7.30282293095 0.0356806406029
156.4 22.6561837436 21.5561837436 7.28625031607 0.0369284876905
156.5 22.6575717094 21.5575717094 7.2697228637 0.0343614401313
156.6 22.6589587886 21.5589587886 7.2532404357 0.0380223660977
156.7 22.6603449823 21.5603449823 7.23680289437 0.0393793346656
156.8 22.6617302917 21.5617302917 7.22041010244 0.0379063490201
156.9 22.6631147179 21.5631147179 7.20406192307 0.0402882797732
157.0 22.664498262 21.564498262 7.18775821984 0.03981264637
157.1 22.6658809252 21.5658809252 7.17149885677 0.0358113698144
157.2 22.6672627085 21.5672627085 7.15528369828 0.0393265041799
157.3 22.6686436131 21.5686436131 7.13911260925 0.0399344185502
157.4 22.6700236401 21.5700236401 7.12298545497 0.041194523135
157.5 22.6714027906 21.5714027906 7.10690210114 0.0421644413212
157.6 22.6727810658 21.5727810658 7.0908624139 0.0462115880835
157.7 22.6741584666 21.5741584666 7.07486625981 0.0452990444733
157.8 22.6755349944 21.5755349944 7.05891350583 0.0415685350919
157.9 22.67691065 21.57691065 7.04300401935 0.0428149024246
158.0 22.6782854348 21.5782854348 7.02713766819 0.046891651865
158.1 22.6796593497 21.5796593497 7.01131432058 0.0416862376703
158.2 22.6810323958 21.5810323958 6.99553384515 0.0436887471957
158.3 22.6824045743 21.5824045743 6.97979611096 0.0457385358953
158.4 22.6837758863 21.5837758863 6.96410098748 0.0451421800948
158.5 22.6851463328 21.5851463328 6.94844834459 0.0451864086833
158.6 22.6865159149 21.5865159149 6.93283805258 0.0466784244562
158.7 22.6878846338 21.5878846338 6.91726998216 0.0539581114661
