# a rho dNda dNdaerr
10.9 3.38280035693 2468.81999134 791.311747191
11.0 3.26861300109 2429.90616648 805.090960201
11.1 3.15926167986 2390.68393122 818.548798712
11.2 3.05450074055 2353.80207169 832.590330994
11.3 2.95409904678 2317.81272865 846.745882335
11.4 2.85783900239 2282.84911254 861.076660066
11.5 2.76551564869 2248.50784023 875.442379626
11.6 2.67693582913 2214.81086434 889.854797257
11.7 2.59191741577 2181.90039354 904.377187143
11.8 2.51028859251 2149.70636775 918.990092671
11.9 2.43188719045 2118.12712861 933.657289891
12.0 2.3565600712 2086.99924264 948.3097475
12.1 2.28416255437 2056.61120498 963.08161393
12.2 2.21455788567 2026.74574473 977.879755385
12.3 2.14761674244 1997.37025235 992.69110862
12.4 2.08321677382 1968.45028485 1007.50026227
12.5 2.02124217263 1940.05315447 1022.34382061
12.6 1.96158327689 1911.99196292 1037.12509089
12.7 1.90413619831 1884.50040764 1051.97093979
12.8 1.84880247611 1857.38976473 1066.78091596
12.9 1.79548875399 1830.53838792 1081.48248237
13.0 1.74410647867 1803.67922536 1095.90692697
13.1 1.6945716184 1777.36176467 1110.37745786
13.2 1.6468043999 1751.61557015 1124.92137044
13.3 1.60072906247 1726.42600339 1139.53960929
13.4 1.55627362806 1701.7447288 1154.20999845
13.5 1.51336968602 1677.68713674 1169.02165018
13.6 1.47195219161 1654.10243224 1183.88260007
13.7 1.43195927732 1631.03443904 1198.83327828
13.8 1.39333207594 1608.51688453 1213.91061097
13.9 1.35601455475 1586.30449606 1228.93886822
14.0 1.31995335996 1564.73280329 1244.1849875
14.1 1.28509767072 1543.55606966 1259.46988843
14.2 1.25139906202 1522.38751656 1274.47671211
14.3 1.21881137598 1501.39600121 1289.33291813
14.4 1.18729060081 1481.59729632 1304.92641708
14.5 1.15679475704 1461.72025195 1320.17076828
14.6 1.12728379059 1442.57231689 1335.7908377
14.7 1.098719472 1423.84683887 1351.52847611
14.8 1.07106530172 1405.56531071 1367.41725914
14.9 1.04428642081 1387.5730738 1383.31796782
15.0 1.01834952686 1369.96787285 1399.3348589
15.1 0.993222794743 1352.65366115 1415.37959746
15.2 0.96887580186 1335.77185704 1431.60930812
15.3 0.94527945766 1319.10033014 1447.79716841
15.4 0.922405937114 1302.83930008 1464.16852682
15.5 0.900228617928 1286.6899265 1480.39621225
15.6 0.878722021239 1270.32867374 1496.09231839
15.7 0.857861755597 1254.90960386 1512.61422825
15.8 0.837624464028 1239.84288564 1529.29715284
15.9 0.817987773979 1225.01045864 1546.00665059
16.0 0.798930249991 1210.38670944 1562.71464924
16.1 0.780431348917 1196.08448294 1579.57330765
16.2 0.762471377544 1181.32811823 1595.54862506
16.3 0.745031452471 1167.54770706 1612.55909569
16.4 0.728093462116 1154.03423441 1629.67821756
16.5 0.711640030722 1140.76014256 1646.8765904
16.6 0.69565448424 1127.72939303 1664.16835558
16.7 0.680120817999 1114.90829737 1681.51187172
16.8 0.665023666036 1102.387946 1699.05386886
16.9 0.650348272011 1089.94581083 1716.45983042
17.0 0.636080461604 1077.84339331 1734.14436345
17.1 0.622206616317 1065.88073395 1751.7998831
17.2 0.608713648598 1054.14426953 1769.5723124
17.3 0.595588978215 1042.60710733 1787.42585421
17.4 0.582820509813 1031.29865267 1805.41988558
17.5 0.570396611578 1020.09164419 1823.33851955
17.6 0.558306094963 1009.15149255 1841.48146124
17.7 0.546538195405 998.343888925 1859.61534314
17.8 0.535082553985 987.756543226 1877.90891492
17.9 0.523929199976 977.311142652 1896.22275025
18.0 0.513068534239 967.054579577 1914.65345356
18.1 0.502491313413 956.938511892 1933.11308198
18.2 0.492188634858 947.019253872 1951.72195313
18.3 0.482151922318 937.22448621 1970.33958366
18.4 0.47237291226 927.610499025 1989.08962903
18.5 0.462843640853 918.145710117 2007.91342523
18.6 0.453556431557 908.805524846 2026.76290074
18.7 0.444503883292 899.670547608 2045.82525255
18.8 0.435678859146 890.612615889 2064.81827632
18.9 0.427074475615 881.377980548 2083.14041855
19.0 0.418684092321 872.451630084 2101.92361686
19.1 0.410501302213 863.829592936 2121.18819296
19.2 0.402519922198 855.364772406 2140.59654622
19.3 0.394733984206 846.983581027 2159.9715118
19.4 0.387137726646 838.773983806 2179.54194396
19.5 0.37972558625 830.657494712 2199.11341153
19.6 0.372492190276 822.679167323 2218.80961326
19.7 0.365432349053 814.817187159 2238.57980789
19.8 0.358541048862 807.063786605 2258.40850864
19.9 0.351813445116 799.414896721 2278.28947702
20.0 0.345244855846 791.91502071 2298.35687818
20.1 0.338830755466 784.500662996 2318.43542138
20.2 0.332566768806 777.181051491 2338.55546381
20.3 0.326448665401 769.96929033 2358.76145147
20.4 0.320472354025 762.881127826 2379.10921527
20.5 0.314633877454 755.881101524 2399.49584874
20.6 0.308929407453 749.002697504 2420.03357729
20.7 0.303355239973 742.167130414 2440.47335343
20.8 0.297907790546 735.491914443 2461.20511297
20.9 0.292583589881 728.865744373 2481.86730614
21.0 0.287379279627 722.341162358 2502.64012621
21.1 0.282291608326 715.911139708 2523.50653012
21.2 0.277317427526 709.587064979 2544.51412081
21.3 0.272453688046 703.31399905 2565.47166509
21.4 0.267697436409 697.048833939 2586.21843008
21.5 0.2630458114 690.980273133 2607.45761955
21.6 0.258496040783 684.958435057 2628.64134766
21.7 0.254045438129 679.062429413 2650.07726758
21.8 0.249691399789 673.18667307 2671.36100156
21.9 0.245431401974 667.430052814 2692.88554372
22.0 0.241262997959 661.756307953 2714.51609563
22.1 0.237183815394 656.138658761 2736.14796884
22.2 0.233191553716 650.588126627 2757.82961082
22.3 0.229283981673 644.65353177 2777.62120605
22.4 0.225458934932 639.091733951 2798.74613571
22.5 0.221714313789 633.75783058 2820.62843121
22.6 0.218048080961 628.528394678 2842.74913758
22.7 0.214458259467 623.318928855 2864.73317409
22.8 0.210942930586 618.225111652 2887.02228538
22.9 0.207500231896 613.159803096 2909.21941335
23.0 0.204128355386 607.939084345 2930.43511498
23.1 0.200825545639 602.913743207 2952.34203899
23.2 0.197590098082 598.053284629 2974.82392138
23.3 0.194420357306 593.235569196 2997.29283747
23.4 0.191314715441 588.515739231 3020.03269366
23.5 0.188271610597 583.817293527 3042.65909067
23.6 0.185289525364 579.181969682 3065.38906834
23.7 0.182366985359 574.391665129 3087.05683576
23.8 0.179502557834 569.810818725 3109.60370332
23.9 0.176694850333 565.354573511 3132.60250041
24.0 0.173942509394 560.857553591 3155.14542092
24.1 0.171244219303 556.316340067 3177.19361225
24.2 0.168598700889 551.774752672 3198.9805774
24.3 0.166004710364 547.273444362 3220.73615316
24.4 0.163461038205 542.990574385 3243.52582749
24.5 0.160966508073 538.870857432 3267.06355864
24.6 0.158519975774 534.763373428 3290.45603992
24.7 0.156120328254 530.747749125 3314.19533256
24.8 0.153766482628 526.535361088 3336.46938572
24.9 0.151457385249 522.507241336 3359.66475675
25.0 0.149192010803 518.639044273 3383.66562825
25.1 0.146969361439 514.771995211 3407.45807656
25.2 0.144788465924 510.965180659 3431.43099277
25.3 0.142648378839 507.210169271 3455.5361778
25.4 0.140548179785 503.497831162 3479.71756565
25.5 0.138486972635 499.798003482 3503.76824226
25.6 0.136463884795 496.17729369 3528.1574667
25.7 0.1344780665 492.577181615 3552.47906428
25.8 0.132528690134 489.027475406 3576.9493683
25.9 0.130614949563 485.51607515 3601.48621927
26.0 0.128736059504 482.023752591 3625.94901017
26.1 0.126891254905 478.592168218 3650.65362636
26.2 0.12507979035 475.222097561 3675.61753218
26.3 0.123300939481 471.826525622 3700.17035939
26.4 0.121553994443 468.50559565 3725.09228894
26.5 0.119838265344 465.235267116 3750.20623342
26.6 0.118153079732 461.975626118 3775.19512664
26.7 0.116497782096 458.754476728 3800.28523267
26.8 0.11487173337 455.569579216 3825.46311236
26.9 0.113274310469 452.433250461 3850.83837647
27.0 0.111704905826 449.317265251 3876.1767371
27.1 0.110162926954 446.233305037 3901.57991612
27.2 0.108647796017 443.174811946 3926.99357512
27.3 0.107158949412 440.181276023 3952.77390487
27.4 0.105695837374 437.181551634 3978.28937754
27.5 0.104257923582 434.021030056 4002.10475348
27.6 0.102844684788 431.079419805 4027.70132202
27.7 0.101455610448 428.199484093 4053.6635646
27.8 0.100090202372 425.342718144 4079.63783925
27.9 0.0987479743792 422.511541087 4105.64915448
28.0 0.0974284519714 419.705291816 4131.69351767
28.1 0.0961311720078 416.932322966 4157.85659772
28.2 0.0948556823961 414.195082536 4184.1688476
28.3 0.0936015417901 411.482571641 4210.52457352
28.4 0.0923683192981 408.757675241 4236.54179136
28.5 0.0911555941993 405.93483071 4261.31029041
28.6 0.089962955669 403.278649618 4287.59672431
28.7 0.088790002513 400.684881588 4314.33874626
28.8 0.0876363429086 398.115397329 4341.13913201
28.9 0.0865015941546 395.545529552 4367.72865189
29.0 0.0853853824281 393.028774921 4394.69844476
29.1 0.0842873425492 390.515861418 4421.50609626
29.2 0.0832071177522 387.982725485 4447.87056182
29.3 0.0821443594638 385.528648156 4474.92867276
29.4 0.0810987270878 383.089115062 4501.94952731
29.5 0.0800698877965 380.601633864 4528.18921831
29.6 0.0790575163277 377.967956663 4552.43647105
29.7 0.0780612947883 375.562521423 4579.18465928
29.8 0.0770809124628 373.236643756 4606.69345809
29.9 0.0761160656284 370.916768151 4634.07310436
30.0 0.0751664573745 368.636759914 4661.74801832
30.1 0.0742317974283 366.378489589 4689.49791312
30.2 0.0733118019848 364.104621137 4716.84270533
30.3 0.0724061935416 361.907011044 4744.97291795
30.4 0.0715147007396 359.703420459 4772.82681594
30.5 0.0706370582065 357.506871681 4800.57004296
30.6 0.069773006406 355.364106796 4828.83469307
30.7 0.0689222914913 353.214308884 4856.80415859
30.8 0.0680846651619 351.087912818 4884.89214023
30.9 0.0672598845252 349.008768745 4913.43956847
31.0 0.0664477119614 346.907843984 4941.48030168
31.1 0.0656479149931 344.858925077 4970.0605796
31.2 0.0648602661575 342.680714417 4996.5569285
31.3 0.0640845428827 340.503997904 5022.8263126
31.4 0.0633205273676 338.450758088 5050.68302682
31.5 0.0625680064645 336.45155937 5079.13616377
31.6 0.0618267715657 334.494148673 5108.02053984
31.7 0.0610966184925 332.416638665 5134.85134888
31.8 0.060377347388 330.450363109 5163.17302348
31.9 0.0596687626121 328.379601185 5189.6294634
32.0 0.0589706726396 326.336120293 5216.26404817
32.1 0.0582828899617 324.457199265 5245.30423123
32.2 0.0576052309888 322.581720653 5274.19968376
32.3 0.0569375159576 320.737432041 5303.40512294
32.4 0.0562795688393 318.924093061 5332.92794998
32.5 0.0556312172509 317.107457031 5362.20057979
32.6 0.0549922923689 315.315575203 5391.69493693
32.7 0.054362628845 313.531626736 5421.12845259
32.8 0.0537420647246 311.779294855 5450.91391224
32.9 0.0531304413667 310.029320583 5480.54664161
33.0 0.0525276033664 308.289431278 5510.16036252
33.1 0.0519333984794 306.582065401 5540.16071095
33.2 0.0513476775487 304.870155111 5569.88406465
33.3 0.0507702944322 303.199733448 5600.17221845
33.4 0.0502011059339 301.508713086 5629.88523093
33.5 0.0496399717352 299.856806365 5660.13201649
33.6 0.0490867543291 298.213736589 5690.35316714
33.7 0.0485413189555 296.581407561 5720.58525225
33.8 0.0480035335387 294.973807389 5751.10207571
33.9 0.0474732686257 293.322575443 5780.56639785
34.0 0.0469503973271 291.632241864 5809.03516221
34.1 0.0464347952588 290.058331262 5839.60860482
34.2 0.0459263404852 288.496141941 5870.22536555
34.3 0.0454249134644 286.945007382 5900.87382572
34.4 0.0449303969941 285.416648122 5931.79929547
34.5 0.0444426761593 283.831343164 5961.33691652
34.6 0.0439616382813 282.279898268 5991.37069496
34.7 0.0434871728676 280.77355737 6022.15872544
34.8 0.0430191715637 279.28517053 6053.13739484
34.9 0.0425575281056 277.825298116 6084.54474073
35.0 0.0421021382736 276.359134213 6115.62467745
35.1 0.0416528998472 274.910462056 6146.89932942
35.2 0.0412097125614 273.474452486 6178.26638973
35.3 0.0407724780638 272.055585592 6209.83166302
35.4 0.0403410998728 270.641487045 6241.31658293
35.5 0.0399154833368 269.236467718 6272.81971392
35.6 0.0394955355947 267.841666132 6304.36908252
35.7 0.0390811655369 266.463241188 6336.11324424
35.8 0.0386722837675 265.09825483 6367.98828032
35.9 0.0382688025676 263.744368046 6399.94206953
36.0 0.0378706358592 262.393300827 6431.77466489
36.1 0.0374776991697 261.053511707 6463.69242971
36.2 0.0370899095983 259.73989369 6496.07109748
36.3 0.0367071857819 258.419258108 6528.08685841
36.4 0.0363294478629 257.112416383 6560.26031218
36.5 0.0359566174569 255.823422201 6592.70134471
36.6 0.035588617622 254.538429734 6625.05824183
36.7 0.0352253728281 253.267168494 6657.5848206
36.8 0.0348668089273 251.996100935 6689.92737122
36.9 0.0345128531252 250.634819259 6719.65713423
37.0 0.0341634339523 249.383726329 6752.12336217
37.1 0.0338184812364 248.152305288 6784.93366446
37.2 0.0334779260758 246.928620351 6817.76930337
37.3 0.0331417008131 245.703958852 6850.38868186
37.4 0.032809739009 244.508059043 6883.62327139
37.5 0.0324819754177 243.205974186 6913.65558605
37.6 0.032158345962 242.007159855 6946.40486201
37.7 0.0318387877094 240.825897182 6979.46748153
37.8 0.031523238849 239.658086436 7012.7332696
37.9 0.0312116386682 238.497250508 7046.01736008
38.0 0.0309039275305 237.321972428 7078.68203611
38.1 0.0306000468538 236.095707144 7109.60957752
38.2 0.0302999390888 234.969691043 7143.34874339
38.3 0.0300035476984 233.835712842 7176.66029541
38.4 0.0297108171372 232.722902577 7210.435053
38.5 0.0294216928316 231.615969545 7244.20860984
38.6 0.0291361211603 230.514269859 7277.96112151
38.7 0.0288540494352 229.42392141 7311.88751497
38.8 0.0285754258832 228.340371385 7345.84680394
38.9 0.0283001996275 227.249654899 7379.38697239
39.0 0.0280283206699 226.086936882 7410.37171552
39.1 0.0277597398739 225.031032114 7444.64582824
39.2 0.0274944089472 223.978951861 7478.86392129
39.3 0.0272322804253 222.934226405 7513.14390607
39.4 0.026973307655 221.90029673 7547.60508161
39.5 0.0267174447792 220.864709618 7581.82551882
39.6 0.0264646467205 219.84985528 7616.57475567
39.7 0.0262148691664 218.827632636 7650.88548274
39.8 0.0259680685546 217.825232231 7685.70546725
39.9 0.0257242020583 216.748492021 7717.69650257
40.0 0.0254832275719 215.730657709 7751.56933601
40.1 0.0252451036971 214.748615867 7786.53869109
40.2 0.0250097897295 213.764722481 7821.25792449
40.3 0.024777245645 212.803156547 7856.6133958
40.4 0.0245474320872 211.832778185 7891.46286828
40.5 0.024320310354 210.877854431 7926.70523158
40.6 0.0240958423858 209.928522411 7961.97759002
40.7 0.0238739907528 208.807948786 7990.51429174
40.8 0.0236547186434 207.819816003 8023.86010101
40.9 0.0234379898524 206.828405462 8056.85952987
41.0 0.0232237687694 205.903057083 8092.2295655
41.1 0.0230120203678 204.940119933 8125.92480991
41.2 0.0228027101939 204.034774566 8161.7086326
41.3 0.0225958043558 203.124597319 8197.1183387
41.4 0.0223912695134 202.196246865 8231.60132292
41.5 0.0221890728677 201.245173505 8264.94683874
41.6 0.0219891821511 200.358019395 8300.71532856
41.7 0.0217915656173 199.485217865 8336.90012887
41.8 0.0215961920315 198.61264066 8372.91704546
41.9 0.0214030306615 197.688538821 8406.56150547
42.0 0.0212120512679 196.798765061 8441.45467602
42.1 0.0210232240953 195.934071649 8477.2300981
42.2 0.0208365198635 195.046890682 8511.83562923
42.3 0.0206519097586 194.122028629 8544.57280797
42.4 0.0204693654246 193.277580334 8580.63719151
42.5 0.0202888589551 192.444532153 8617.02578021
42.6 0.0201103628851 191.626441383 8653.90810807
42.7 0.019933850183 190.801075768 8690.28471714
42.8 0.0197592942426 189.988381598 8727.05925548
42.9 0.019586668876 189.180404759 8763.87391849
43.0 0.0194159483052 188.371951263 8800.48749616
43.1 0.0192471071557 187.581578277 8837.7696193
43.2 0.0190801204483 186.780280702 8874.35963674
43.3 0.018914963593 186.005187644 8912.01934477
43.4 0.0187516123813 185.208885205 8948.4854402
43.5 0.0185900429797 184.437927482 8985.99631539
43.6 0.0184302319233 183.667219838 9023.34594791
43.7 0.0182721561088 182.898709512 9060.62711055
43.8 0.0181157927885 182.12897746 9097.66771316
43.9 0.0179611195637 181.382812654 9135.71074703
44.0 0.017808114379 180.623627849 9172.92360401
44.1 0.0176567555159 179.860341117 9209.7426021
44.2 0.0175070215869 179.077407569 9245.35595121
44.3 0.01735889153 178.275365626 9279.76251469
44.4 0.0172123446029 177.54133292 9317.50549622
44.5 0.0170673603773 176.815040637 9355.47936148
44.6 0.0169239187337 176.091971882 9393.44926077
44.7 0.0167819998558 175.371948951 9431.40592996
44.8 0.0166415842255 174.65707852 9469.46367168
44.9 0.0165026526177 173.951153156 9507.83267125
45.0 0.0163651860949 173.241774512 9545.83775305
45.1 0.0162291660031 172.541732337 9584.18087212
45.2 0.0160945739659 171.850797298 9622.85783563
45.3 0.0159613918807 171.147817912 9660.6831784
45.4 0.0158296019134 170.429478899 9697.44805568
45.5 0.0156991864941 169.743925135 9735.88892331
45.6 0.0155701283126 169.061575582 9774.33660382
45.7 0.0154424103141 168.392967572 9813.40577294
45.8 0.0153160156946 167.722482276 9852.19426052
45.9 0.0151909278969 167.055799299 9891.03195992
46.0 0.0150671306063 166.396009577 9930.10489365
46.1 0.0149446077467 165.690649567 9966.26336961
46.2 0.0148233434767 165.003988121 10003.3349856
46.3 0.0147033221851 164.356295606 10042.5809614
46.4 0.0145845284879 163.712542413 10081.8962159
46.5 0.0144669472237 163.07222916 10121.2517398
46.6 0.0143505634507 162.430719428 10160.3588159
46.7 0.0142353624425 161.737851784 10196.0497749
46.8 0.0141213296849 161.109772764 10235.6241844
46.9 0.0140084508724 160.477475557 10274.7556622
47.0 0.0138967119044 159.857651488 10314.5112207
47.1 0.0137860988823 159.244771733 10354.5463271
47.2 0.0136765981059 158.623768699 10393.880491
47.3 0.0135681960702 157.962012961 10430.3432395
47.4 0.0134608794622 157.354607471 10470.1967846
47.5 0.013354635158 156.749625974 10510.0387234
47.6 0.0132494502194 156.150110267 10550.0746744
47.7 0.0131453118909 155.553682655 10590.1476015
47.8 0.0130422075972 154.962501656 10630.4067832
47.9 0.0129401249397 154.373497337 10670.6446376
48.0 0.0128390516941 153.785976094 10710.8127074
48.1 0.0127389758071 153.202983605 10751.1234934
48.2 0.0126398853943 152.62832559 10791.8497103
48.3 0.012541768737 152.052416606 10832.3182637
48.4 0.0124446142798 151.476862337 10872.6388713
48.5 0.0123484106277 150.91230731 10913.5783399
48.6 0.0122531465439 150.340130886 10953.7943082
48.7 0.0121588109472 149.789099504 10995.3824294
48.8 0.0120653929094 149.226000497 11035.9177031
48.9 0.0119728816528 148.613070247 11072.563131
49.0 0.0118812665482 148.052245258 11112.8836783
49.1 0.0117905371121 147.505132348 11154.0592723
49.2 0.011700683005 146.919956758 11192.1652782
49.3 0.0116116940283 146.312855677 11228.3722902
49.4 0.011523560123 145.775134789 11269.6979498
49.5 0.0114362713667 145.23426378 11310.6082262
49.6 0.0113498179723 144.707723961 11352.4657004
49.7 0.0112641902851 144.176385476 11393.7798712
49.8 0.0111793787811 143.649708908 11435.2921502
49.9 0.0110953740653 143.124895692 11476.7828307
50.0 0.0110121668689 142.606667704 11518.6331672
50.1 0.0109297480482 142.086059769 11560.1219554
50.2 0.0108481085821 141.517593501 11597.5146034
50.3 0.0107672395705 141.002537563 11639.0816352
50.4 0.0106871322323 140.487565909 11680.4812141
50.5 0.0106077779035 139.987471185 11722.9488707
50.6 0.0105291680358 139.479164441 11764.5606548
50.7 0.0104512941944 138.972179847 11806.1082807
50.8 0.0103741480565 138.43162862 11844.6055913
50.9 0.0102977214094 137.934786677 11886.6467775
51.0 0.0102220061491 137.449909661 11929.5537417
51.1 0.0101469942785 136.958008574 11971.6855216
51.2 0.0100726779058 136.470976948 12014.0727893
51.3 0.00999904924287 135.990836755 12056.9006242
51.4 0.00992610060376 135.503890562 12098.9557042
51.5 0.00985382440315 135.030501004 12142.0528941
51.6 0.0097822131548 134.554217919 12184.7250356
51.7 0.00971125947012 134.083265199 12227.7133397
51.8 0.00964095605667 133.584345075 12267.9668409
51.9 0.00957129571675 133.041063256 12303.9119933
52.0 0.00950227134598 132.532644511 12342.837213
52.1 0.00943387593191 132.066409433 12385.493227
52.2 0.00936610255267 131.606138678 12428.5388161
52.3 0.00929894437562 131.145126086 12471.3447735
52.4 0.00923239465604 130.697752838 12515.2835142
52.5 0.0091664467358 130.243401134 12558.3909879
52.6 0.00910109404216 129.791109404 12601.5276274
52.7 0.00903633008643 129.34577483 12645.1731346
52.8 0.0089721484628 128.90183156 12688.7905029
52.9 0.00890854284709 128.457004993 12732.153961
53.0 0.00884550699558 128.021555093 12776.2824684
53.1 0.00878303474385 127.579978444 12819.6342861
53.2 0.00872112000557 127.145493624 12863.5309999
53.3 0.00865975677143 126.713931021 12907.5594177
53.4 0.00859893910798 126.283356107 12951.5241055
53.5 0.00853866115657 125.853211753 12995.3664924
53.6 0.00847891713222 125.405439987 13037.2070505
53.7 0.0084197013226 124.896674887 13072.4663757
53.8 0.00836100808699 124.47038448 13116.1293722
53.9 0.00830283185521 124.05668029 13160.9540567
54.0 0.00824516712663 123.639616685 13205.2612655
54.1 0.00818800846919 123.221401662 13249.2781315
54.2 0.00813135051842 122.811539365 13294.0278771
54.3 0.00807518797642 122.401498136 13338.5958768
54.4 0.00801951561101 121.975422405 13381.2392785
54.5 0.00796432825471 121.533501426 13421.9406327
54.6 0.00790962080387 121.129604647 13466.6506158
54.7 0.00785538821775 120.730487155 13511.729668
54.8 0.00780162551762 120.330913069 13556.5955503
54.9 0.00774832778594 119.928981314 13601.02864
55.0 0.00769549016542 119.536825585 13646.4057925
55.1 0.00764310785822 119.142238576 13691.3432836
55.2 0.00759117612514 118.750062817 13736.3927671
55.3 0.00753969028472 118.362171271 13781.7748299
55.4 0.00748864571253 117.972831379 13826.8244422
55.5 0.00743803784028 117.591309056 13872.62842
55.6 0.00738786215513 117.202270347 13917.3810457
55.7 0.00733811419883 116.825345423 13963.408139
55.8 0.00728878956705 116.44456324 14008.8136572
55.9 0.00723988390856 116.053373249 14052.7924138
56.0 0.00719139292454 115.640908839 14093.9924408
56.1 0.00714331236783 115.268706777 14139.9087597
56.2 0.00709563804224 114.886419557 14184.4179791
56.3 0.00704836580185 114.481291268 14225.9078974
56.4 0.00700149155029 114.110255448 14271.4409547
56.5 0.00695501124011 113.74900366 14318.0365559
56.6 0.00690892087204 113.382689464 14363.834732
56.7 0.00686321649442 112.990082549 14406.1134212
56.8 0.00681789420248 112.609027382 14449.6612572
56.9 0.00677295013773 112.250523024 14495.9238953
57.0 0.00672838048735 111.895502921 14542.4760985
57.1 0.00668418148352 111.538945204 14588.6668277
57.2 0.00664034940285 111.149263044 14630.3316817
57.3 0.0065968805658 110.787358231 14675.4519334
57.4 0.00655377133601 110.437173676 14721.953884
