# N l b R fracMedian appU appV Au Av SNR
98 357.477142574 46.8078217835 134.8 0.00015348798346 22.6895242663 21.5701490998 0.35607480526 0.336699638844 6.94421469382
99 359.755703108 45.0893169415 121.1 0.000154052341346 22.6922264973 21.5600407802 0.591505781598 0.559320064481 6.94326740479
100 1.89745882439 43.326882968 117.0 0.000154588259833 22.6921690687 21.5559168373 0.666239759922 0.629987528563 6.95335376383
101 3.91509809551 41.525504395 119.7 0.000155086029301 22.6931995354 21.559586941 0.617728783339 0.584116189018 6.93548521244
102 5.82038560599 39.6895671198 120.7 0.000155562493212 22.6919014861 21.5593425297 0.59836513564 0.565806179181 6.94784126601
103 7.62414528102 37.822931631 112.5 0.000156023551151 22.6943437305 21.5533389771 0.753581118286 0.712576364905 6.9395284143
104 9.33628345157 35.928999832 96.6 0.0 22.69642816 21.5373059138 1.0865425279 1.02742028172 6.95729117646
105 10.96583673 34.0107749162 118.9 0.000156853582128 22.6928426225 21.5584571124 0.631933349371 0.597547839284 6.94134314583
106 12.5210337284 32.0709143441 126.1 0.000157205778143 22.6910780299 21.56373526 0.502502597012 0.475159827184 6.94510479599
107 14.0093632402 30.1117763177 121.1 0.00015754268485 22.6923299294 21.5601385842 0.59160921365 0.559417868465 6.94210105525
108 15.4376440396 28.1354603197 106.7 0.0 22.6954276299 21.5481096178 0.869605532736 0.822287520722 6.94169578118
109 16.8120932462 26.1438423626 103.6 0.0 22.6948661148 21.5440949435 0.933067337796 0.882296166457 6.95603014454
110 18.1383914728 24.1386055567 76.5 0.0 22.701351811 21.5143971029 1.59804463521 1.51108992712 6.96390866545
111 19.4217437508 22.121266684 60.9 0.0 22.7066437518 21.4924545531 2.09855728865 1.98436808991 6.96376400305
112 20.6669359057 20.093199238 65.1 0.0 22.7056793441 21.4994226575 1.95277440131 1.84651771468 6.95733050685
113 21.8783863035 18.0556535064 57.5 0.0 22.7087150386 21.4876252392 2.22537581518 2.10428601573 6.9551896855
114 23.0601931837 16.0097741118 94.5 0.0 22.698003132 21.5361982305 1.13584408946 1.07403918799 6.94541866272
129 39.4624615539 -15.0807754235 82.1 0.0 22.7018942239 21.5232574534 1.44517843828 1.36654166777 6.93906773718
130 40.6028158531 -17.1452845832 104.2 0.0 22.6948511328 21.5447631082 0.920512537956 0.87042451334 6.95463348143
131 41.7669208991 -19.2042063336 111.7 2.6892841181e-05 22.6935472402 21.551742599 0.768281374648 0.726476733409 6.95045869226
132 42.9586195334 -21.2565558555 109.1 0.0 22.6955457735 21.5508495802 0.821422020569 0.77672582721 6.93432764678
133 44.1820455519 -23.301267645 101.8 0.0 22.6954159955 21.5425439435 0.971677105501 0.918805053495 6.95456554248
134 45.4416722758 -25.3371804628 135.9 0.000152257353099 22.6893196323 21.570915875 0.338222348616 0.319818591334 6.94427232384
135 46.7423667119 -27.3630201042 126.1 0.000151624521951 22.6911038015 21.5637596293 0.502528368607 0.475184196465 6.94481411333
136 48.0894499851 -29.377379471 129.3 0.000150971978793 22.6914748077 21.567071461 0.44848218333 0.424078836594 6.93373348358
137 49.4887647972 -31.3786955255 131.7 0.00015030045875 22.6894980325 21.5673753072 0.40656915769 0.384446432427 6.95094624787
138 50.9467504536 -33.3652224394 141.5 0.000149621881913 22.6890174786 21.5754013785 0.250235279277 0.236619179212 6.93648161694
139 52.4705258405 -35.3350002634 137.0 0.000148925488163 22.6888360922 21.5714111788 0.320233256426 0.302808343055 6.947492376
140 54.0679803058 -37.2858182973 139.6 0.000148214392641 22.6881810801 21.573013186 0.278753988631 0.263586094584 6.94966544635
141 55.7478717088 -39.2151722447 129.4 0.000147491706124 22.6900464554 21.5658121764 0.445375073738 0.42114079475 6.94962332654
142 57.5199297884 -41.1202141433 127.0 0.000146760972761 22.6919891713 21.5654371357 0.487970566563 0.461418530885 6.93287968304
143 59.3949612573 -42.9976940125 125.9 0.000146011185344 22.6909546696 21.5634310617 0.505826019011 0.478302411187 6.94693331318
144 61.3849503822 -44.8438921831 129.1 0.00014525900587 22.6904551916 21.5659244202 0.450823980235 0.426293208856 6.94565205712
145 63.5031448944 -46.654541449 138.7 0.000144503720594 22.6885456309 21.5725936789 0.293163325544 0.277211373495 6.94734816508
146 65.7641114239 -48.4247385942 139.8 0.000143736045361 22.6886975727 21.5736707325 0.27616171563 0.26113487543 6.94344198429
147 68.1837367613 -50.1488456586 137.7 0.000142965688739 22.6896204752 21.5727550645 0.309950773884 0.2930853632 6.93723705668
148 70.7791407069 -51.8203827603 134.9 0.00014219270374 22.6896530517 21.5703584986 0.35459330339 0.335298750218 6.94255733785
149 73.5684527337 -53.4319165314 143.4 0.000141423301424 22.6879932112 21.5760088444 0.22024745455 0.208263087722 6.94431871563
150 76.5703893629 -54.9749519441 143.3 0.000140644908225 22.6884624929 21.5763701656 0.222231540941 0.21013921364 6.93922289062
151 79.8035537023 -56.4398403241 143.4 0.000139704410986 22.6887815301 21.5767542684 0.221035773475 0.209008511698 6.93543489635
152 83.2853692232 -57.8157233627 145.0 0.000138952161901 22.6882667339 21.5775785291 0.196426722705 0.18573851791 6.93814877532
153 87.0305660377 -59.0905412946 147.8 0.00013726498763 22.6874688937 21.5790839992 0.154096723404 0.145711828949 6.94181272868
154 91.0491751985 -60.2511419317 147.8 0.000135546420337 22.6871502247 21.57878267 0.15377805436 0.145410499705 6.94540552819
155 93.1683404477 -63.418867668 143.7 0.000134268175936 22.6874349718 21.5757279122 0.215151131134 0.203444071526 6.95003410958
156 98.0072209266 -64.3750953888 144.2 0.000132559840422 22.6885756305 21.5772169134 0.208749328535 0.197390611434 6.93620772544
157 103.158311046 -65.1667676749 148.0 0.000131556790776 22.6871999246 21.5789894448 0.150891347602 0.142680867873 6.94446788087
158 108.584559733 -65.7776391057 144.6 0.000129217987696 22.6873383168 21.5763742301 0.20149685204 0.190532765329 6.94938574552
159 114.227820243 -66.1937075805 145.4 0.000127821173082 22.6876376113 21.57730914 0.189815578703 0.17948710735 6.94447289544
160 120.010590489 -66.4046121222 144.3 0.000125901743308 22.687901575 21.5766614465 0.206569919568 0.195329791063 6.94361099743
161 125.84159769 -66.4048238049 141.3 0.000123279471772 22.6890389872 21.5752545927 0.253328178003 0.239543783449 6.93663194017
162 131.624558815 -66.1943369824 145.6 0.000123356829919 22.6871549449 21.5770151518 0.186348070055 0.176208276913 6.94953423577
163 137.268181538 -65.7786700115 142.1 0.000120577100752 22.6876933544 21.5746492629 0.239722964801 0.226678873312 6.95023487228
164 142.694929372 -65.168175272 146.1 0.000120805400797 22.6870556386 21.5773263119 0.178804558888 0.16907523226 6.94969898638
165 147.846613862 -64.3768489578 145.8 0.000119386337141 22.6885767197 21.5785217551 0.184789099768 0.174734135173 6.93312686426
166 152.686142357 -63.4209333886 150.1 0.000119863229706 22.6875534834 21.5809885307 0.12065002217 0.11408506946 6.9365530402
167 157.195998265 -62.3175895785 148.4 0.000118052312078 22.687247802 21.5793536289 0.145078297295 0.137184124183 6.94317516883
168 161.374708586 -61.0838227112 149.2 0.000117328596128 22.6880047336 21.5807046262 0.134160617897 0.126860510561 6.93314841557
169 165.232586926 -59.7357300617 149.9 0.000116549967119 22.687675249 21.5809461283 0.123667084808 0.116937964092 6.93555353134
170 168.787685569 -58.2880547679 151.2 0.00011612162394 22.6867016098 21.5810457583 0.103942653975 0.0982868024828 6.94411427053
171 172.062448579 -56.7539837996 147.6 0.00011361547469 22.688109812 21.5795300475 0.157678024592 0.149098260111 6.93496911008
172 175.081209637 -55.1451171659 148.3 0.00011301724684 22.68807759 21.5800586182 0.14737183487 0.13935286306 6.93401402485
173 177.868472457 -53.4715435526 146.6 0.000111312992031 22.6880748739 21.5786937664 0.172405022345 0.163023914922 6.93725577272
174 180.447823649 -51.7419731101 141.8 0.000107723746078 22.6880299121 21.5747177925 0.244648757838 0.231336638231 6.94702542542
175 182.841313099 -49.9638937646 139.4 0.000105209059123 22.6888377118 21.573464688 0.282523843031 0.267150819177 6.94265718203
176 185.069157207 -48.1437302655 126.0 9.06273909168e-05 22.6912382622 21.5637930356 0.504385536611 0.476940310031 6.94351598693
177 187.149652424 -46.2869941931 147.2 0.00010861940033 22.6878223294 21.5789375651 0.163283279408 0.154398515126 6.93896338551
178 189.099217371 -44.3984193469 139.8 0.000103202715347 22.6893004014 21.5742407594 0.27676454436 0.261704902325 6.93664809382
179 190.93250764 -42.4820805474 127.2 8.99622435403e-05 22.6916985085 21.5653482159 0.48426295191 0.457912659377 6.93572068989
180 192.662566531 -40.5414960235 86.5 0.0 22.6991732624 21.526853086 1.32909272507 1.25677254866 6.95589432891
181 194.300988687 -38.5797146353 119.9 7.6218231323e-05 22.6919003653 21.5585557197 0.612804449797 0.579459804177 6.94967795847
182 195.858082815 -36.599389643 140.8 0.000101714584258 22.6882832099 21.5741210921 0.260269935858 0.246107818106 6.94613537724
183 197.343025799 -34.6028408422 140.4 0.000100991995419 22.6888182841 21.574290901 0.266982745156 0.252455362029 6.94089242332
184 198.764004354 -32.592106806 143.3 0.000102596321542 22.6878916578 21.5758303915 0.221660705861 0.209599439519 6.94565801628
185 200.128342786 -30.5689888071 145.0 0.000103406371212 22.6883431461 21.5776507835 0.19650313491 0.185810772283 6.93728792363
186 201.442616811 -28.5350877942 143.4 0.000102008823435 22.6889487959 21.5769124326 0.221203039195 0.209166675957 6.9335512754
187 202.712754164 -26.4918356046 141.3 0.000100273543932 22.6879124305 21.5741893355 0.25220162129 0.238478526281 6.9493330044
188 203.944123174 -24.4405213762 127.8 8.66799249962e-05 22.6917253423 21.5659296225 0.474071073234 0.448275353342 6.93412381054
189 205.141610534 -22.3823140673 91.6 0.0 22.6989008642 21.5333643384 1.20442349583 1.13888697001 6.9436496469
190 206.309689652 -20.3182816774 81.2 0.0 22.7024928362 21.5225210787 1.46971268997 1.38974093254 6.93523967082
191 207.452480793 -18.2494078234 65.9 0.0 22.7046414606 21.4998844023 1.92521438763 1.82045732929 6.9658869693
192 208.573804186 -16.1766061215 36.7 0.0 22.7167036169 21.4421257877 3.20837329566 3.03379546648 6.97847114247
208 226.139325365 16.8908054908 135.8 0.000101638926611 22.6896108977 21.5711043158 0.340112047978 0.321605466124 6.94119225019
209 227.365928587 18.9110482211 142.9 0.000107622119617 22.6881472402 21.5757417892 0.227986096255 0.215580645237 6.94355349226
210 228.627915467 20.9200254641 147.1 0.000110821103733 22.6883223565 21.5793300874 0.16525899291 0.156266723752 6.93352062765
211 229.929600087 22.9164070923 152.0 0.000113906224365 22.6864187994 21.5814018564 0.0922008596361 0.0871839166433 6.94582814673
212 231.275633346 24.8987319229 151.4 0.000114446655364 22.6868685088 21.5813597645 0.101239132946 0.0957303886609 6.94186346912
213 232.671045895 26.8653879491 151.0 0.00011519565043 22.6868123634 21.58099409 0.106927626943 0.101109353547 6.94323544626
214 234.121293527 28.8145898136 148.1 0.000114870253935 22.6867851697 21.5786770668 0.149009877099 0.140901774184 6.94895742959
215 235.632304593 30.7443532316 145.6 0.000114714932299 22.6875814629 21.5774184616 0.186774588041 0.176611586694 6.9447231428
216 237.210528435 32.652465884 144.2 0.000115164399361 22.6887035474 21.57733787 0.208877245523 0.197511568051 6.93476704203
217 238.862983317 34.5364543996 139.7 0.000113933807129 22.6893485043 21.5742016962 0.278366473708 0.263219665585 6.93630465513
218 240.597301382 36.3935470398 147.4 0.00011893390004 22.6875979774 21.5788858509 0.160110559789 0.151398433306 6.94111326707
219 242.42176698 38.2206317814 145.4 0.000119343712451 22.6877492818 21.5774147341 0.189927249216 0.179592701513 6.94321380722
220 244.34534305 40.0142096453 146.6 0.000121085228046 22.6881743883 21.578787866 0.172504536808 0.163118014485 6.93613482521
221 246.37767803 41.7703433896 145.9 0.000122210634152 22.6876680903 21.5777435796 0.18239163084 0.17246712018 6.94317302529
222 248.529082986 43.4846021171 143.6 0.000122777365902 22.6885492488 21.5766993047 0.217777049318 0.205927105121 6.93766404412
223 250.810465095 45.1520030143 138.2 0.00012206074136 22.6889565389 21.5725555149 0.301416323744 0.285015299726 6.94371568287
224 253.233199575 46.7669524158 142.0 0.000125298522121 22.6878141072 21.5746802655 0.241372385323 0.2282385436 6.94906811715
225 255.808917674 48.3231897611 145.1 0.000127855390215 22.6873490709 21.5767922584 0.194012008701 0.1834551962 6.94830268638
226 258.549184405 49.8137398829 139.9 0.000128024436811 22.6883466851 21.573423426 0.274258112665 0.259334853576 6.94720072972
227 261.465037152 51.2308813315 140.0 0.000129902941331 22.6890253983 21.5741496361 0.273385219891 0.258509457683 6.93934999407
228 264.566358015 52.5661413258 143.4 0.000132529701262 22.6888476875 21.5768168259 0.221101930812 0.209071069203 6.93468982561
229 267.861060802 53.8103306494 142.5 0.000134230543009 22.6881625058 21.5754250207 0.234088184033 0.221350698946 6.94416082054
230 271.35409276 54.9536342542 151.8 0.000136914817489 22.6875125271 21.5822804991 0.09615366932 0.0909216413386 6.9338715654
231 275.046284317 55.9857741148 149.5 0.000138497269398 22.6865522922 21.5795685589 0.12834632894 0.12136259562 6.94895748742
232 278.933128933 56.896258701 147.2 0.000139416143027 22.6871943628 21.5783437682 0.16265531281 0.153804718195 6.94604232928
233 283.003635457 57.6747266349 147.9 0.000140310966802 22.6868270687 21.5785570146 0.151986198723 0.143716144651 6.94886189841
234 287.239454292 58.311379532 145.5 0.000141141253453 22.6876590679 21.5774106643 0.188344101254 0.178095697684 6.94403946282
235 291.61451345 58.7974809923 143.5 0.000141915265024 22.6887285886 21.5767865754 0.219469083231 0.20752707007 6.93583746596
236 296.095383273 59.1258780002 147.5 0.000142685419698 22.6875224068 21.5788945258 0.158562305262 0.149934424249 6.94177599516
237 300.642498249 59.291483232 149.8 0.000143460457875 22.687407449 21.5806140501 0.124848382156 0.118054983282 6.93875631413
238 305.212204365 59.2916491535 151.4 0.000144233664164 22.6871252261 21.581602513 0.1014958503 0.0959731372045 6.9389704737
239 309.759409057 59.1263730839 147.9 0.0001450004781 22.6867811234 21.5785135694 0.151940253461 0.143672699417 6.94938028243
240 314.240452646 58.7982974067 147.5 0.000145759216367 22.6871425735 21.5785353604 0.158182471888 0.14957525882 6.94605857421
241 318.615759144 58.3125048912 146.7 0.000146515004887 22.6876446335 21.5783675074 0.170494064298 0.161216938199 6.94191399599
242 322.851885108 57.6761448776 144.4 0.000147261984001 22.6881677353 21.5769949785 0.205331769157 0.194159012368 6.9404179561
243 326.922743196 56.8979511171 143.4 0.000148003050932 22.6883827809 21.5763772164 0.220637024287 0.208631459726 6.93992721655
244 330.809968513 55.9877203841 143.8 0.000148716407018 22.6878028542 21.5761579729 0.214008423965 0.2023635427 6.94569026883
245 334.502555933 54.9558133896 139.5 0.00014943282321 22.6885353318 21.573263492 0.280664293747 0.265392453903 6.94586790618
246 337.995987037 53.8127217781 137.9 0.00015013940508 22.6887000006 21.5720561661 0.30587866975 0.289234835247 6.9472117498
247 341.291082795 52.5687242819 143.2 0.000150807423783 22.6882063856 21.576045511 0.223491295706 0.211330421129 6.94230348668
248 344.39278341 51.2336370645 129.4 0.000151478379938 22.6906517614 21.5663845458 0.445980379768 0.421713164147 6.94279510509
249 347.308997811 49.816650706 126.4 0.000152130858698 22.6912111229 21.5641418797 0.497475753203 0.470406509988 6.94294979947
250 350.049605028 48.3262394752 125.3 0.000152776269229 22.6912658704 21.563160885 0.516510515399 0.488405530032 6.94473732684
251 352.625640841 46.7701263193 113.8 0.000153373076814 22.6929749822 21.5534022451 0.727263671905 0.687690934762 6.95183703177
252 355.048669698 45.1552878849 107.0 0.0 22.6946979057 21.5477513462 0.862779017314 0.815832457788 6.94916699638
253 357.330323087 43.4879861147 119.6 0.000154507635305 22.6918261786 21.558189561 0.618170280345 0.584533662762 6.95120245121
254 359.481976979 41.7738159537 109.7 0.0 22.6954491284 21.5514062215 0.809415990561 0.765373083606 6.93392708389
255 1.51453964065 40.0177613791 97.6 0.0 22.6971952496 21.5392481307 1.06494616129 1.00699904232 6.9458526209
256 3.43832341284 38.2242543331 93.5 0.0 22.6980163076 21.5349536907 1.15895825326 1.09589563638 6.948127027
257 5.2629780958 36.3972329888 44.5 0.0 22.7153045133 21.4635730874 2.78850445837 2.63677303246 6.946043167
258 6.99746799919 34.540197149 88.3 0.0 22.6998771287 21.5299521728 1.28507361084 1.21514865491 6.94244726711
259 8.65007881013 32.6562595631 106.2 0.0 22.6958100642 21.5479162546 0.88018748045 0.832293670893 6.93865746197
260 10.2284439408 30.7481926067 94.1 0.0 22.6975789764 21.5352959587 1.14463085927 1.08234784161 6.95134686869
261 11.739582839 28.8184702093 84.0 0.0 22.6993810503 21.523584312 1.39298462003 1.31718788174 6.96136920536
262 13.1899459393 26.8693051778 76.3 0.0 22.7032649911 21.5158968697 1.60564230129 1.51827417995 6.94297994991
263 14.5854625808 24.9026822278 90.1 0.0 22.6997084864 21.5321771166 1.24108453147 1.17355316172 6.93895828227
264 15.931589466 22.9203870733 85.6 0.0 22.7003589998 21.5267384868 1.35299017638 1.27936966339 6.94529174181
265 17.2333580395 20.9240320589 56.3 0.0 22.7085597076 21.4849863858 2.27101773337 2.1474444115 6.9623839356
266 18.4954199184 18.9150786439 18.0 0.0 22.7272509161 21.3679237204 4.76588839054 4.5065611949 7.03095732872
267 19.7220898193 16.8948571996 48.9 0.0 22.7125636739 21.4721221733 2.5810193783 2.4405778777 6.95315635951
283 37.2878080881 -16.1724563375 67.3 0.0 22.7053337529 21.5030228915 1.88025843173 1.77794757041 6.95256338022
